,cl
E408,1
E409,2
E410,1
E411,1
E412,2
E413,0
E414,0
E415,2
E416,1
E417,0
E418,1
E419,1
E420,0
E421,1
E422,2
E423,0
E424,1
E425,1
E426,0
E427,0
E428,1
E429,2
E430,1
E431,2
E432,1
E433,0
E434,1
E435,1
E436,0
E437,1
E438,1
E439,1
E440,2
E441,0
E442,1
E443,2
E444,1
E445,0
E446,0
E447,1
E448,0
E449,2
E450,1
E451,2
E452,2
E453,1
E454,0
E455,0
E456,1
E457,1
E458,2
E459,1
E460,2
E461,1
E462,1
E463,1
E464,1
E465,2
E466,1
E467,1
E468,2
E469,1
E470,1
E471,2
E472,0
E473,2
E474,2
E475,1
E476,1
E477,0
E478,1
E479,1
E480,1
E481,1
E482,1
E483,0
E484,1
E485,0
E486,0
E487,0
E488,1
E489,2
E490,1
E491,0
E492,2
E493,0
E494,0
E495,1
E496,0
E497,1
E498,1
E499,1
E500,1
E501,1
E502,1
E503,1
E504,2
E505,0
E506,1
E507,1
E508,2
E509,0
E510,0
E511,2
E512,1
E513,1
E514,1
E515,1
E516,1
E517,2
E518,2
E519,1
E520,1
E521,0
E522,1
E523,1
E524,1
E525,2
E526,1
E527,1
E528,1
E529,1
E530,2
E531,0
E532,1
E533,0
E534,0
E535,1
E536,1
E537,1
E538,2
E539,0
E540,0
E541,1
E542,1
E543,1
E544,0
E545,2
E546,1
E547,1
E548,1
E549,1
E550,2
E551,0
E552,1
E553,0
E554,0
E555,1
E556,2
E557,1
E558,1
E559,0
E560,2
E561,0
E562,1
E563,2
E564,1
E565,0
E566,2
E567,2
E568,2
E569,1
E570,0
E571,2
E572,2
E573,0
E574,2
E575,1
E576,1
E577,2
E578,1
E579,1
E580,1
E581,0
E582,0
E583,1
E584,1
E585,2
E586,1
E587,2
E588,0
E589,0
E590,2
E591,2
E592,1
E593,1
E594,2
E595,1
E596,1
E597,1
E598,2
E599,1
E600,1
E601,1
E602,1
E603,1
E604,1
E605,1
E606,2
E607,2
E608,2
E609,1
E610,1
E611,1
E612,1
E613,0
E614,0
E615,2
E616,1
E617,2
E618,1
E619,1
E620,1
E621,1
E622,2
E623,0
E624,1
E625,1
E626,1
E627,2
E628,1
E629,2
E630,1
E631,0
E632,2
E633,1
E634,1
E635,2
E636,2
E637,1
E638,1
E639,0
E640,0
E641,2
E642,0
E643,1
E644,1
E645,2
E646,1
E647,0
E648,1
E649,1
E650,1
E651,0
E652,0
E653,1
E654,0
E655,2
E656,0
E657,0
E658,1
E659,0
E660,0
E661,1
E662,1
E663,1
E664,2
E665,0
E666,1
E667,1
E668,2
E669,1
E670,1
E671,1
E672,1
E673,0
E674,2
E675,2
E676,0
E677,1
E678,1
E679,1
E680,0
E681,2
E682,1
E683,1
E684,0
E685,0
E686,2
E687,1
E688,1
E689,1
E690,1
E691,1
E692,1
E693,0
E694,0
E695,0
E696,1
E697,2
E698,1
E699,0
E700,1
E701,0
E702,0
E703,1
E704,0
E705,1
E706,0
E707,2
E708,0
E709,1
E710,1
E711,0
E712,1
E713,2
E714,0
E715,1
E716,2
E717,0
E718,1
E719,2
E720,1
E721,1
E722,1
E723,2
E724,1
E725,1
E726,1
E727,1
E728,1
E729,1
E730,1
E731,2
E732,0
E733,0
E734,1
E735,1
E736,0
E737,1
E738,1
E739,2
E740,2
E741,1
E742,1
E743,1
E744,1
E745,0
E746,0
E747,2
E748,0
E749,0
E750,0
E751,2
E752,0
E753,0
E754,1
E755,2
E756,1
E757,1
E758,1
E759,2
E760,0
E761,1
E762,1
E763,1
E764,1
E765,1
E766,0
E767,0
E768,2
E769,1
E770,0
E771,1
E772,0
E773,0
E774,1
E775,0
E776,0
E777,2
E778,0
E779,0
E780,0
E781,1
E782,1
E783,1
E784,1
E785,2
E786,1
E787,0
E788,0
E789,2
E790,0
E791,0
E792,0
E793,2
E794,1
E795,1
E796,1
E797,1
E798,0
E799,2
E800,2
E801,2
E802,1
E803,2
E804,1
E805,1
E806,1
E807,0
E808,2
E809,1
E810,1
E811,1
E812,0
E813,1
E814,2
E815,1
E816,1
E817,1
E818,1
E819,0
E820,0
E821,1
E822,0
E823,2
E824,0
E825,1
E826,0
E827,1
E828,1
E829,0
E830,1
E831,2
E832,1
E833,1
E834,1
E835,0
E836,2
E837,1
E838,0
E839,0
E840,1
E841,1
E842,2
E843,2
E844,1
E845,1
E846,1
E847,0
E848,0
E849,1
E850,1
E851,0
E852,1
E853,1
E854,1
E855,2
E856,1
E857,2
E858,1
E859,0
E860,1
E861,0
E862,1
E863,0
E864,1
E865,1
E866,0
E867,2
E868,1
E869,1
E870,2
E871,1
E872,0
E873,2
E874,1
E875,1
E876,0
E877,2
E878,0
E879,0
E880,0
E881,2
E882,1
E883,1
E884,0
E885,0
E886,1
E887,1
E888,1
E889,0
E890,0
E891,0
E892,2
E893,0
E894,1
E895,0
E896,0
E897,0
E898,0
E899,1
E900,0
E901,2
E902,1
E903,1
E904,1
E905,1
E906,1
E907,0
E908,1
E909,0
E910,0
E911,1
E912,0
E913,1
E914,1
E915,0
E916,1
E917,1
E918,0
E919,1
E920,1
E921,1
E922,1
E923,1
E924,0
E925,0
E926,0
E927,2
E928,1
E929,0
E930,0
E931,2
E932,1
E933,1
E934,1
E935,1
E936,1
E937,2
E938,1
E939,2
E940,0
E941,0
E942,1
E943,1
E944,2
E945,0
E946,0
E947,0
E948,0
E949,0
E950,1
E951,2
E952,1
E953,2
E954,0
E955,0
E956,0
E957,1
E958,1
E959,1
E960,2
E961,1
E962,1
E963,0
E964,2
E965,2
E966,1
E967,2
E968,1
E969,2
E970,2
E971,1
E972,1
E973,1
E974,1
E975,0
E976,0
E977,1
E978,1
E979,0
E980,0
E981,1
E982,1
E983,0
E984,0
E985,1
E986,2
E987,2
E988,1
E989,1
E990,1
E991,0
E992,0
E993,1
E994,1
E995,2
E996,1
E997,2
E998,1
E999,1
