,cl
E285,2
E286,0
E287,0
E288,1
E289,1
E290,2
E291,0
E292,2
E293,0
E294,1
E295,2
E296,2
E297,1
E298,1
E299,1
E300,0
E301,2
E302,1
E303,1
E304,0
E305,1
E306,0
E307,0
E308,2
E309,0
E310,1
E311,0
E312,1
E313,1
E314,2
E315,0
E316,0
E317,0
E318,1
E319,0
E320,0
E321,1
E322,0
E323,2
E324,1
E325,2
E326,1
E327,0
E328,0
E329,1
E330,2
E331,1
E332,1
E333,1
E334,1
E335,2
E336,2
E337,0
E338,2
E339,2
E340,1
E341,0
E342,2
E343,1
E344,2
E345,1
E346,1
E347,0
E348,0
E349,1
E350,1
E351,2
E352,2
E353,0
E354,1
E355,0
E356,2
E357,1
E358,1
E359,1
E360,1
E361,1
E362,1
E363,0
E364,2
E365,0
E366,0
E367,0
E368,0
E369,2
E370,0
E371,2
E372,1
E373,1
E374,2
E375,0
E376,2
E377,2
E378,0
E379,0
E380,1
E381,2
E382,2
E383,0
E384,2
E385,0
E386,0
E387,0
E388,2
E389,1
E390,0
E391,0
E392,2
E393,0
E394,0
E395,0
E396,2
E397,0
E398,0
E399,2
E400,0
E401,1
E402,1
E403,1
E404,1
E405,1
E406,1
E407,2
E408,1
E409,0
E410,0
E411,2
E412,0
E413,1
E414,1
E415,2
E416,1
E417,2
E418,1
E419,1
E420,0
E421,0
E422,1
E423,2
E424,0
E425,1
E426,0
E427,1
E428,2
E429,2
E430,0
E431,1
E432,2
E433,1
E434,2
E435,0
E436,2
E437,2
E438,1
E439,0
E440,2
E441,0
E442,1
E443,2
E444,0
E445,0
E446,2
E447,2
E448,0
E449,1
E450,2
E451,2
E452,2
E453,2
E454,1
E455,1
E456,2
E457,2
E458,2
E459,0
E460,2
E461,1
E462,0
E463,2
E464,2
E465,0
E466,0
E467,0
E468,2
E469,2
E470,1
E471,1
E472,1
E473,1
E474,2
E475,0
E476,1
E477,1
E478,1
E479,0
E480,2
E481,2
E482,1
E483,1
E484,2
E485,0
E486,0
E487,2
E488,0
E489,2
E490,2
E491,0
E492,1
E493,0
E494,2
E495,0
E496,1
E497,1
E498,1
E499,2
E500,2
E501,0
E502,2
E503,1
E504,2
E505,0
E506,0
E507,2
E508,2
E509,2
E510,2
E511,0
E512,1
E513,1
E514,0
E515,0
E516,2
E517,0
E518,1
E519,0
E520,1
E521,0
E522,1
E523,1
E524,0
E525,2
E526,0
E527,0
E528,2
E529,2
E530,0
E531,0
E532,2
E533,0
E534,2
E535,2
E536,1
E537,1
E538,0
E539,0
E540,1
E541,0
E542,1
E543,1
E544,0
E545,1
E546,1
E547,0
E548,1
E549,1
E550,2
E551,2
E552,1
E553,0
E554,0
E555,0
E556,0
E557,2
E558,2
E559,1
E560,2
E561,1
E562,2
E563,1
E564,1
E565,1
E566,1
E567,2
E568,0
E569,0
E570,1
E571,2
E572,2
E573,1
E574,2
E575,1
E576,1
E577,1
E578,1
E579,2
E580,1
E581,0
E582,0
E583,0
E584,1
E585,0
E586,1
E587,1
E588,0
E589,2
E590,1
E591,2
E592,0
E593,0
E594,2
E595,0
E596,2
E597,0
E598,2
E599,0
E600,1
E601,0
E602,0
E603,2
E604,2
E605,1
E606,1
E607,0
E608,1
E609,2
E610,1
E611,1
E612,0
E613,1
E614,2
E615,0
E616,2
E617,1
E618,0
E619,2
E620,0
E621,2
E622,2
E623,2
E624,1
E625,0
E626,1
E627,2
E628,2
E629,2
E630,2
E631,1
E632,2
E633,1
E634,1
E635,1
E636,1
E637,1
E638,1
E639,1
E640,0
E641,2
E642,1
E643,0
E644,0
E645,0
E646,2
E647,0
E648,2
E649,1
E650,2
E651,2
E652,2
E653,2
E654,1
E655,0
E656,2
E657,1
E658,2
E659,2
E660,1
E661,1
E662,0
E663,0
E664,2
E665,1
E666,1
E667,1
E668,1
E669,1
E670,1
E671,1
E672,2
E673,0
E674,1
E675,0
E676,1
E677,0
E678,2
E679,0
E680,0
E681,2
E682,2
E683,0
E684,1
E685,0
E686,0
E687,1
E688,0
E689,0
E690,1
E691,2
E692,2
E693,1
E694,0
E695,0
E696,0
E697,1
E698,2
E699,1
E700,2
E701,1
E702,0
E703,2
E704,0
E705,1
E706,0
E707,2
E708,1
E709,2
E710,0
E711,1
E712,0
E713,1
E714,0
E715,2
E716,1
E717,1
E718,0
E719,2
E720,2
E721,2
E722,2
E723,2
E724,2
E725,2
E726,2
E727,2
E728,0
E729,2
E730,0
E731,2
E732,0
E733,0
E734,2
E735,0
E736,1
E737,0
E738,2
E739,1
E740,2
E741,0
E742,2
E743,0
E744,1
E745,1
E746,0
E747,2
E748,0
E749,1
E750,0
E751,2
E752,1
E753,2
E754,2
E755,0
E756,1
E757,0
E758,0
E759,1
E760,2
E761,2
E762,0
E763,1
E764,0
E765,1
E766,2
E767,1
E768,1
E769,2
E770,0
E771,1
E772,1
E773,1
E774,1
E775,0
E776,1
E777,1
E778,2
E779,1
E780,1
E781,1
E782,0
E783,1
E784,2
E785,2
E786,0
E787,0
E788,1
E789,0
E790,1
E791,1
E792,0
E793,1
E794,2
E795,1
E796,0
E797,0
E798,0
E799,2
E800,2
E801,2
E802,0
E803,0
E804,0
E805,1
E806,1
E807,1
E808,2
E809,2
E810,1
E811,1
E812,2
E813,1
E814,2
E815,0
E816,1
E817,2
E818,0
E819,2
E820,2
E821,2
E822,1
E823,1
E824,1
E825,0
E826,0
E827,2
E828,2
E829,2
E830,0
E831,2
E832,1
E833,1
E834,1
E835,1
E836,2
E837,2
E838,1
E839,0
E840,0
E841,0
E842,0
E843,1
E844,1
E845,2
E846,2
E847,2
E848,0
E849,0
E850,1
E851,1
E852,0
E853,2
E854,1
E855,1
E856,0
E857,2
E858,0
E859,1
E860,0
E861,0
E862,0
E863,0
E864,0
E865,0
E866,2
E867,2
E868,0
E869,0
E870,2
E871,0
E872,0
E873,1
E874,2
E875,1
E876,0
E877,0
E878,1
E879,1
E880,1
E881,2
E882,1
E883,2
E884,0
E885,1
E886,0
E887,1
E888,1
E889,0
E890,0
E891,1
E892,0
E893,0
E894,2
E895,0
E896,1
E897,0
E898,0
E899,0
E900,2
E901,2
E902,1
E903,0
E904,2
E905,0
E906,1
E907,1
E908,1
E909,1
E910,2
E911,0
E912,1
E913,2
E914,2
E915,2
E916,0
E917,1
E918,0
E919,1
E920,1
E921,0
E922,1
E923,2
E924,1
E925,0
E926,0
E927,0
E928,0
E929,1
E930,0
E931,2
E932,2
E933,2
E934,1
E935,1
E936,1
E937,1
E938,2
E939,2
E940,2
E941,0
E942,1
E943,2
E944,1
E945,0
E946,2
E947,1
E948,1
E949,1
E950,1
E951,2
E952,2
E953,2
E954,0
E955,1
E956,0
E957,1
E958,1
E959,2
E960,0
E961,1
E962,2
E963,1
E964,2
E965,2
E966,2
E967,2
E968,0
E969,2
E970,1
E971,0
E972,1
E973,1
E974,1
E975,0
E976,0
E977,0
E978,1
E979,2
E980,2
E981,0
E982,2
E983,1
E984,0
E985,1
E986,0
E987,1
E988,0
E989,0
E990,2
E991,2
E992,1
E993,2
E994,2
E995,2
E996,0
E997,2
E998,1
E999,1
