,cl
E408,0
E409,0
E410,0
E411,0
E412,1
E413,1
E414,1
E415,1
E416,0
E417,1
E418,1
E419,0
E420,0
E421,0
E422,0
E423,1
E424,0
E425,0
E426,0
E427,0
E428,1
E429,0
E430,0
E431,0
E432,0
E433,1
E434,1
E435,0
E436,0
E437,0
E438,1
E439,1
E440,0
E441,0
E442,0
E443,1
E444,0
E445,1
E446,0
E447,0
E448,0
E449,1
E450,1
E451,1
E452,0
E453,1
E454,0
E455,0
E456,0
E457,0
E458,1
E459,0
E460,0
E461,0
E462,1
E463,0
E464,0
E465,0
E466,1
E467,1
E468,1
E469,1
E470,1
E471,1
E472,0
E473,0
E474,0
E475,0
E476,1
E477,0
E478,1
E479,0
E480,1
E481,0
E482,0
E483,0
E484,0
E485,1
E486,1
E487,1
E488,1
E489,1
E490,1
E491,1
E492,1
E493,1
E494,1
E495,0
E496,0
E497,1
E498,0
E499,0
E500,1
E501,0
E502,1
E503,1
E504,0
E505,0
E506,0
E507,1
E508,1
E509,0
E510,0
E511,0
E512,1
E513,1
E514,0
E515,0
E516,1
E517,0
E518,0
E519,1
E520,1
E521,1
E522,0
E523,0
E524,0
E525,0
E526,0
E527,0
E528,0
E529,1
E530,1
E531,0
E532,1
E533,0
E534,1
E535,1
E536,0
E537,1
E538,0
E539,0
E540,0
E541,0
E542,1
E543,0
E544,1
E545,0
E546,1
E547,0
E548,0
E549,1
E550,1
E551,0
E552,0
E553,0
E554,1
E555,1
E556,0
E557,1
E558,0
E559,1
E560,0
E561,0
E562,1
E563,0
E564,0
E565,1
E566,1
E567,0
E568,0
E569,0
E570,0
E571,0
E572,1
E573,0
E574,1
E575,0
E576,0
E577,0
E578,0
E579,1
E580,1
E581,1
E582,1
E583,0
E584,0
E585,1
E586,1
E587,0
E588,0
E589,0
E590,0
E591,0
E592,0
E593,1
E594,1
E595,1
E596,0
E597,0
E598,1
E599,0
E600,1
E601,1
E602,1
E603,1
E604,0
E605,1
E606,1
E607,0
E608,0
E609,1
E610,1
E611,1
E612,0
E613,1
E614,0
E615,0
E616,1
E617,1
E618,0
E619,1
E620,0
E621,1
E622,0
E623,0
E624,0
E625,1
E626,1
E627,1
E628,0
E629,0
E630,0
E631,0
E632,0
E633,1
E634,0
E635,0
E636,1
E637,1
E638,1
E639,1
E640,0
E641,1
E642,1
E643,0
E644,0
E645,1
E646,0
E647,1
E648,0
E649,1
E650,0
E651,0
E652,1
E653,1
E654,0
E655,1
E656,0
E657,1
E658,1
E659,1
E660,0
E661,0
E662,0
E663,0
E664,0
E665,0
E666,1
E667,0
E668,0
E669,1
E670,0
E671,1
E672,0
E673,0
E674,0
E675,1
E676,0
E677,1
E678,1
E679,1
E680,0
E681,0
E682,0
E683,1
E684,1
E685,1
E686,0
E687,0
E688,1
E689,1
E690,0
E691,0
E692,1
E693,0
E694,0
E695,0
E696,0
E697,0
E698,1
E699,1
E700,1
E701,0
E702,0
E703,0
E704,0
E705,1
E706,1
E707,1
E708,0
E709,0
E710,0
E711,0
E712,1
E713,0
E714,0
E715,1
E716,0
E717,0
E718,0
E719,0
E720,1
E721,0
E722,0
E723,0
E724,1
E725,0
E726,1
E727,0
E728,1
E729,1
E730,0
E731,0
E732,0
E733,1
E734,1
E735,1
E736,0
E737,0
E738,1
E739,1
E740,0
E741,1
E742,1
E743,1
E744,0
E745,0
E746,0
E747,0
E748,1
E749,1
E750,1
E751,1
E752,1
E753,1
E754,0
E755,1
E756,0
E757,0
E758,1
E759,0
E760,1
E761,1
E762,0
E763,0
E764,1
E765,0
E766,0
E767,0
E768,0
E769,1
E770,0
E771,1
E772,0
E773,0
E774,1
E775,0
E776,0
E777,0
E778,1
E779,1
E780,0
E781,1
E782,0
E783,1
E784,1
E785,0
E786,1
E787,1
E788,1
E789,0
E790,1
E791,0
E792,0
E793,1
E794,1
E795,0
E796,1
E797,0
E798,0
E799,1
E800,0
E801,0
E802,0
E803,0
E804,0
E805,1
E806,1
E807,0
E808,0
E809,1
E810,0
E811,1
E812,0
E813,0
E814,1
E815,1
E816,1
E817,1
E818,0
E819,0
E820,1
E821,0
E822,0
E823,0
E824,0
E825,0
E826,0
E827,1
E828,0
E829,1
E830,1
E831,0
E832,0
E833,0
E834,1
E835,0
E836,0
E837,0
E838,1
E839,0
E840,1
E841,0
E842,1
E843,0
E844,0
E845,0
E846,1
E847,1
E848,0
E849,0
E850,0
E851,0
E852,1
E853,1
E854,1
E855,0
E856,1
E857,1
E858,1
E859,1
E860,0
E861,0
E862,0
E863,0
E864,0
E865,0
E866,0
E867,0
E868,0
E869,1
E870,0
E871,0
E872,0
E873,0
E874,0
E875,0
E876,0
E877,0
E878,0
E879,0
E880,0
E881,1
E882,1
E883,1
E884,1
E885,1
E886,1
E887,1
E888,1
E889,0
E890,1
E891,1
E892,0
E893,0
E894,1
E895,0
E896,1
E897,0
E898,0
E899,1
E900,0
E901,0
E902,0
E903,0
E904,0
E905,0
E906,0
E907,1
E908,0
E909,1
E910,1
E911,0
E912,0
E913,0
E914,1
E915,1
E916,0
E917,0
E918,1
E919,0
E920,0
E921,1
E922,0
E923,1
E924,0
E925,1
E926,0
E927,1
E928,0
E929,1
E930,1
E931,0
E932,1
E933,0
E934,0
E935,1
E936,1
E937,0
E938,0
E939,0
E940,1
E941,0
E942,1
E943,1
E944,1
E945,1
E946,0
E947,1
E948,1
E949,0
E950,1
E951,0
E952,0
E953,1
E954,1
E955,0
E956,1
E957,0
E958,1
E959,0
E960,1
E961,1
E962,0
E963,1
E964,1
E965,0
E966,1
E967,1
E968,0
E969,0
E970,0
E971,1
E972,1
E973,0
E974,1
E975,1
E976,1
E977,1
E978,1
E979,0
E980,1
E981,1
E982,1
E983,0
E984,0
E985,1
E986,0
E987,1
E988,1
E989,0
E990,1
E991,0
E992,0
E993,0
E994,0
E995,1
E996,0
E997,1
E998,1
E999,0
