,cl
E429,1
E430,1
E431,0
E432,1
E433,1
E434,0
E435,1
E436,1
E437,0
E438,0
E439,0
E440,0
E441,0
E442,1
E443,1
E444,0
E445,1
E446,0
E447,0
E448,0
E449,0
E450,0
E451,0
E452,0
E453,1
E454,0
E455,1
E456,1
E457,0
E458,0
E459,0
E460,0
E461,1
E462,1
E463,1
E464,1
E465,0
E466,1
E467,0
E468,1
E469,1
E470,0
E471,1
E472,0
E473,1
E474,0
E475,0
E476,1
E477,0
E478,1
E479,1
E480,1
E481,0
E482,1
E483,1
E484,1
E485,1
E486,0
E487,1
E488,1
E489,0
E490,1
E491,1
E492,1
E493,0
E494,1
E495,0
E496,0
E497,1
E498,0
E499,1
E500,1
E501,0
E502,0
E503,1
E504,1
E505,0
E506,0
E507,0
E508,0
E509,0
E510,1
E511,1
E512,1
E513,0
E514,0
E515,0
E516,0
E517,1
E518,1
E519,1
E520,1
E521,1
E522,0
E523,1
E524,0
E525,1
E526,1
E527,0
E528,0
E529,0
E530,0
E531,1
E532,0
E533,0
E534,1
E535,1
E536,0
E537,1
E538,1
E539,1
E540,1
E541,1
E542,1
E543,1
E544,1
E545,0
E546,1
E547,0
E548,0
E549,1
E550,1
E551,0
E552,0
E553,0
E554,1
E555,0
E556,0
E557,0
E558,0
E559,1
E560,0
E561,1
E562,1
E563,0
E564,0
E565,1
E566,1
E567,0
E568,1
E569,0
E570,0
E571,1
E572,0
E573,0
E574,1
E575,1
E576,1
E577,0
E578,1
E579,0
E580,1
E581,0
E582,0
E583,1
E584,1
E585,0
E586,0
E587,1
E588,1
E589,0
E590,0
E591,1
E592,1
E593,0
E594,1
E595,1
E596,0
E597,0
E598,1
E599,1
E600,1
E601,1
E602,0
E603,1
E604,0
E605,0
E606,0
E607,1
E608,1
E609,1
E610,1
E611,0
E612,0
E613,1
E614,1
E615,0
E616,1
E617,0
E618,0
E619,0
E620,0
E621,1
E622,0
E623,0
E624,1
E625,0
E626,1
E627,1
E628,0
E629,0
E630,1
E631,0
E632,1
E633,1
E634,1
E635,0
E636,1
E637,1
E638,0
E639,1
E640,1
E641,1
E642,0
E643,1
E644,0
E645,1
E646,0
E647,1
E648,1
E649,0
E650,1
E651,1
E652,1
E653,1
E654,0
E655,0
E656,1
E657,0
E658,1
E659,0
E660,1
E661,0
E662,0
E663,1
E664,1
E665,0
E666,0
E667,1
E668,1
E669,1
E670,0
E671,0
E672,0
E673,0
E674,1
E675,1
E676,0
E677,0
E678,0
E679,1
E680,0
E681,0
E682,0
E683,0
E684,1
E685,0
E686,0
E687,1
E688,1
E689,1
E690,0
E691,0
E692,0
E693,1
E694,0
E695,0
E696,0
E697,1
E698,1
E699,1
E700,1
E701,1
E702,1
E703,0
E704,0
E705,1
E706,1
E707,0
E708,1
E709,0
E710,0
E711,0
E712,1
E713,1
E714,1
E715,0
E716,1
E717,1
E718,1
E719,1
E720,0
E721,1
E722,1
E723,0
E724,0
E725,0
E726,1
E727,0
E728,1
E729,0
E730,1
E731,0
E732,1
E733,1
E734,1
E735,1
E736,0
E737,0
E738,1
E739,0
E740,0
E741,1
E742,0
E743,0
E744,1
E745,1
E746,1
E747,0
E748,0
E749,1
E750,1
E751,0
E752,1
E753,0
E754,1
E755,1
E756,1
E757,0
E758,1
E759,1
E760,0
E761,1
E762,1
E763,1
E764,1
E765,1
E766,0
E767,1
E768,0
E769,1
E770,0
E771,1
E772,0
E773,0
E774,0
E775,0
E776,0
E777,1
E778,1
E779,1
E780,0
E781,1
E782,1
E783,1
E784,1
E785,0
E786,1
E787,1
E788,0
E789,0
E790,0
E791,0
E792,1
E793,0
E794,1
E795,0
E796,0
E797,0
E798,1
E799,1
E800,1
E801,0
E802,0
E803,1
E804,1
E805,1
E806,1
E807,1
E808,0
E809,1
E810,1
E811,0
E812,1
E813,1
E814,0
E815,0
E816,0
E817,1
E818,1
E819,0
E820,0
E821,0
E822,1
E823,0
E824,0
E825,1
E826,0
E827,0
E828,1
E829,0
E830,0
E831,1
E832,1
E833,1
E834,1
E835,1
E836,1
E837,0
E838,1
E839,1
E840,1
E841,0
E842,1
E843,1
E844,0
E845,0
E846,0
E847,0
E848,1
E849,0
E850,0
E851,0
E852,1
E853,1
E854,0
E855,1
E856,1
E857,0
E858,0
E859,1
E860,1
E861,1
E862,1
E863,1
E864,1
E865,0
E866,1
E867,1
E868,1
E869,1
E870,0
E871,1
E872,1
E873,1
E874,1
E875,0
E876,0
E877,0
E878,1
E879,1
E880,0
E881,0
E882,1
E883,0
E884,0
E885,0
E886,0
E887,0
E888,1
E889,0
E890,1
E891,0
E892,0
E893,1
E894,1
E895,0
E896,0
E897,1
E898,0
E899,0
E900,1
E901,1
E902,1
E903,0
E904,0
E905,0
E906,0
E907,0
E908,1
E909,0
E910,1
E911,1
E912,1
E913,1
E914,0
E915,1
E916,0
E917,1
E918,0
E919,1
E920,0
E921,0
E922,0
E923,0
E924,0
E925,1
E926,1
E927,0
E928,0
E929,1
E930,0
E931,1
E932,0
E933,0
E934,1
E935,0
E936,0
E937,1
E938,0
E939,0
E940,0
E941,0
E942,0
E943,0
E944,0
E945,0
E946,1
E947,0
E948,0
E949,1
E950,1
E951,0
E952,1
E953,0
E954,0
E955,1
E956,0
E957,1
E958,1
E959,1
E960,1
E961,0
E962,1
E963,0
E964,0
E965,0
E966,1
E967,0
E968,0
E969,1
E970,1
E971,1
E972,0
E973,1
E974,0
E975,1
E976,0
E977,1
E978,1
E979,0
E980,1
E981,0
E982,1
E983,1
E984,1
E985,0
E986,0
E987,1
E988,0
E989,1
E990,1
E991,1
E992,0
E993,0
E994,0
E995,0
E996,0
E997,1
E998,0
E999,1
