,PseudoTime1,PseudoTime2,PseudoTime3
E112_795,0.99749,NA,NA
E296_436,0.54648,NA,NA
E604_339,0.42462,NA,NA
E38_372,NA,0.46608,NA
E160_179,NA,NA,0.22362
E624_684,NA,NA,0.85804
E16_29,0.03518,NA,NA
E149_522,0.65452,NA,NA
E906_661,NA,NA,0.82915
E764_660,NA,0.82789,NA
E232_589,NA,0.73869,NA
E947_185,NA,NA,0.23116
E255_618,NA,NA,0.77513
E201_247,NA,NA,0.30905
E155_107,NA,0.13317,NA
E410_63,NA,0.07789,NA
E547_495,0.6206,NA,NA
E633_602,NA,NA,0.75503
E826_319,0.3995,NA,NA
E159_578,NA,0.72487,NA
E339_684,NA,NA,0.85804
E858_258,0.32286,NA,NA
E574_541,NA,0.67839,NA
E421_140,NA,0.17462,NA
E104_579,NA,0.72613,NA
E741_526,NA,NA,0.65955
E809_129,NA,0.1608,NA
E971_89,0.11055,NA,NA
E417_261,NA,0.32663,NA
E785_174,0.21734,NA,NA
E986_287,0.3593,NA,NA
E637_661,0.82915,NA,NA
E839_512,NA,0.64196,NA
E150_335,NA,NA,0.4196
E813_33,NA,0.0402,NA
E722_409,NA,NA,0.51256
E984_350,0.43844,NA,NA
E636_362,NA,NA,0.45352
E34_615,NA,NA,0.77136
E263_639,0.80151,NA,NA
E531_450,0.56407,NA,NA
E845_690,NA,0.86558,NA
E404_107,NA,NA,0.13317
E143_785,NA,0.98492,NA
E353_78,0.09673,NA,NA
E761_399,NA,NA,0.5
E715_658,0.82538,NA,NA
E283_546,NA,NA,0.68467
E901_751,NA,0.94221,NA
E381_93,0.11558,NA,NA
E428_422,0.52889,NA,NA
E398_91,NA,NA,0.11307
E79_527,NA,0.6608,NA
E754_116,NA,NA,0.14447
E463_574,NA,0.71985,NA
E908_418,NA,NA,0.52387
E748_10,0.01131,NA,NA
E697_192,NA,0.23995,NA
E55_241,NA,NA,0.30151
E658_79,0.09799,NA,NA
E721_425,NA,NA,0.53266
E536_781,NA,0.9799,NA
E225_778,NA,NA,0.97613
E375_704,0.88317,NA,NA
E440_97,NA,NA,0.1206
E530_739,NA,0.92714,NA
E767_464,NA,0.58166,NA
E749_619,0.77638,NA,NA
E907_125,NA,0.15578,NA
E816_373,NA,NA,0.46734
E955_445,0.55779,NA,NA
E687_584,NA,NA,0.73241
E103_761,NA,NA,0.95477
E348_674,0.84548,NA,NA
E318_732,NA,0.91834,NA
E471_689,0.86432,NA,NA
E862_174,0.21734,NA,NA
E469_392,NA,NA,0.49121
E903_254,0.31784,NA,NA
E992_174,0.21734,NA,NA
E594_116,NA,0.14447,NA
E977_413,0.51759,NA,NA
E565_260,0.32538,NA,NA
E920_183,NA,NA,0.22864
E209_659,0.82663,NA,NA
E393_365,NA,0.45729,NA
E298_238,NA,NA,0.29774
E268_34,NA,NA,0.04146
E133_216,NA,NA,0.2701
E843_490,NA,NA,0.61432
E779_601,NA,0.75377,NA
E534_173,NA,0.21608,NA
E923_665,0.83417,NA,NA
E590_200,NA,NA,0.25
E272_121,0.15075,NA,NA
E517_396,0.49623,NA,NA
E189_586,0.73492,NA,NA
E191_83,0.10302,NA,NA
E652_719,NA,NA,0.90201
E186_258,NA,NA,0.32286
E368_329,0.41206,NA,NA
E80_748,NA,0.93844,NA
E40_655,0.82161,NA,NA
E121_592,NA,0.74246,NA
E252_600,0.75251,NA,NA
E927_335,NA,0.4196,NA
E487_792,NA,0.99372,NA
E603_511,0.6407,NA,NA
E567_280,NA,0.3505,NA
E1_409,0.51256,NA,NA
E308_130,NA,0.16206,NA
E805_248,NA,NA,0.3103
E314_223,NA,0.27889,NA
E879_277,NA,NA,0.34673
E153_34,0.04146,NA,NA
E238_632,NA,0.79271,NA
E372_467,NA,NA,0.58543
E230_554,NA,NA,0.69472
E425_94,NA,0.11683,NA
E131_609,0.76382,NA,NA
E849_81,NA,0.1005,NA
E632_303,NA,0.3794,NA
E980_660,0.82789,NA,NA
E835_235,NA,0.29397,NA
E468_597,NA,NA,0.74874
E380_452,NA,NA,0.56658
E45_666,0.83543,NA,NA
E758_65,0.0804,NA,NA
E958_365,NA,0.45729,NA
E918_424,NA,0.53141,NA
E453_487,NA,NA,0.61055
E970_586,NA,NA,0.73492
E867_170,NA,0.21231,NA
E870_240,NA,NA,0.30025
E138_37,NA,0.04523,NA
E987_237,NA,NA,0.29648
E37_719,0.90201,NA,NA
E680_633,0.79397,NA,NA
E87_277,NA,NA,0.34673
E499_695,NA,NA,0.87186
E762_604,NA,NA,0.75754
E245_81,NA,NA,0.1005
E259_17,NA,0.0201,NA
E720_193,NA,0.24121,NA
E811_226,NA,0.28266,NA
E466_497,NA,NA,0.62312
E269_428,0.53643,NA,NA
E338_350,NA,NA,0.43844
E129_448,NA,NA,0.56156
E211_319,NA,0.3995,NA
E190_566,NA,NA,0.7098
E905_73,NA,0.09045,NA
E392_299,NA,0.37437,NA
E990_191,NA,0.23869,NA
E196_198,NA,0.24749,NA
E489_353,NA,0.44221,NA
E137_205,NA,0.25628,NA
E313_576,NA,NA,0.72236
E163_741,NA,0.92965,NA
E739_30,0.03643,NA,NA
E311_306,0.38317,NA,NA
E794_512,NA,0.64196,NA
E766_102,NA,0.12688,NA
E36_425,0.53266,NA,NA
E305_653,NA,NA,0.8191
E99_731,NA,0.91709,NA
E886_755,NA,NA,0.94724
E57_604,0.75754,NA,NA
E19_56,NA,NA,0.0691
E611_122,NA,NA,0.15201
E54_699,NA,NA,0.87688
E953_346,NA,NA,0.43342
E59_738,NA,NA,0.92588
E108_135,0.16834,NA,NA
E490_467,NA,NA,0.58543
E44_368,0.46106,NA,NA
E299_287,0.3593,NA,NA
E521_784,NA,0.98367,NA
E982_492,NA,NA,0.61683
E199_431,0.5402,NA,NA
E837_294,NA,NA,0.36809
E911_134,NA,NA,0.16709
E690_372,NA,0.46608,NA
E460_318,NA,NA,0.39824
E246_731,NA,0.91709,NA
E756_550,0.6897,NA,NA
E122_716,NA,NA,0.89824
E801_485,0.60804,NA,NA
E653_499,0.62563,NA,NA
E185_201,NA,NA,0.25126
E969_138,NA,NA,0.17211
E396_465,NA,NA,0.58291
E430_261,NA,NA,0.32663
E248_118,NA,0.14698,NA
E291_585,NA,NA,0.73367
E442_209,0.26131,NA,NA
E326_401,NA,0.50251,NA
E607_472,NA,0.59171,NA
E337_36,NA,NA,0.04397
E388_708,NA,NA,0.88819
E617_403,NA,0.50503,NA
E760_244,NA,0.30528,NA
E557_699,NA,NA,0.87688
E317_191,NA,NA,0.23869
E951_792,NA,NA,0.99372
E782_1,NA,NA,0.0
E533_197,0.24623,NA,NA
E98_390,0.48869,NA,NA
E583_166,NA,NA,0.20729
E93_703,0.88191,NA,NA
E847_695,NA,NA,0.87186
E623_136,NA,0.1696,NA
E959_683,NA,0.85678,NA
E332_588,NA,NA,0.73744
E262_782,0.98116,NA,NA
E399_586,0.73492,NA,NA
E89_578,NA,NA,0.72487
E206_95,NA,NA,0.11809
E883_445,0.55779,NA,NA
E938_179,NA,0.22362,NA
E975_81,NA,NA,0.1005
E333_252,NA,0.31533,NA
E912_317,NA,NA,0.39698
E634_52,NA,NA,0.06407
E693_679,NA,0.85176,NA
E10_529,0.66332,NA,NA
E451_62,NA,NA,0.07663
E763_520,NA,NA,0.65201
E105_406,NA,0.50879,NA
E524_680,NA,NA,0.85302
E540_594,NA,0.74497,NA
E666_724,NA,NA,0.90829
E700_596,0.74749,NA,NA
E212_65,0.0804,NA,NA
E349_175,NA,0.21859,NA
E949_376,NA,NA,0.47111
E142_6,0.00628,NA,NA
E635_369,NA,0.46231,NA
E768_236,0.29523,NA,NA
E465_780,0.97864,NA,NA
E549_713,NA,NA,0.89447
E488_101,0.12563,NA,NA
E842_47,NA,0.05779,NA
E31_384,NA,0.48116,NA
E386_362,NA,0.45352,NA
E562_297,NA,NA,0.37186
E48_114,NA,NA,0.14196
E597_511,NA,NA,0.6407
E141_418,0.52387,NA,NA
E589_594,NA,0.74497,NA
E15_46,0.05653,NA,NA
E548_406,0.50879,NA,NA
E791_199,NA,0.24874,NA
E707_302,NA,0.37814,NA
E315_556,NA,0.69724,NA
E777_98,NA,NA,0.12186
E723_428,0.53643,NA,NA
E35_499,NA,NA,0.62563
E830_617,NA,0.77387,NA
E997_745,NA,NA,0.93467
E614_571,NA,0.71608,NA
E568_490,NA,NA,0.61432
E772_85,NA,0.10553,NA
E747_313,0.39196,NA,NA
E645_533,NA,0.66834,NA
E605_162,0.20226,NA,NA
E418_135,NA,0.16834,NA
E960_749,NA,0.9397,NA
E995_189,0.23618,NA,NA
E496_124,NA,NA,0.15452
E43_481,NA,0.60302,NA
E76_402,0.50377,NA,NA
E251_375,0.46985,NA,NA
E376_170,0.21231,NA,NA
E441_377,NA,0.47236,NA
E571_232,NA,NA,0.2902
E939_439,0.55025,NA,NA
E820_142,NA,NA,0.17714
E944_279,NA,0.34925,NA
E172_625,NA,NA,0.78392
E552_29,NA,0.03518,NA
E264_136,NA,NA,0.1696
E378_790,NA,0.99121,NA
E243_72,NA,0.0892,NA
E746_141,0.17588,NA,NA
E287_749,0.9397,NA,NA
E973_796,0.99874,NA,NA
E342_270,NA,NA,0.33794
E796_560,NA,0.70226,NA
E620_25,0.03015,NA,NA
E370_427,NA,NA,0.53518
E203_404,0.50628,NA,NA
E985_189,NA,NA,0.23618
E446_741,NA,0.92965,NA
E334_447,NA,NA,0.5603
E838_598,NA,NA,0.75
E473_164,0.20477,NA,NA
E24_91,NA,NA,0.11307
E97_557,NA,0.69849,NA
E110_130,NA,NA,0.16206
E864_547,NA,0.68593,NA
E309_667,0.83668,NA,NA
E236_659,0.82663,NA,NA
E439_634,NA,0.79523,NA
E257_95,NA,0.11809,NA
E5_82,0.10176,NA,NA
E340_15,NA,NA,0.01759
E507_647,NA,NA,0.81156
E193_605,NA,0.75879,NA
E13_235,0.29397,NA,NA
E387_689,NA,NA,0.86432
E759_148,0.18467,NA,NA
E917_203,NA,NA,0.25377
E485_57,NA,0.07035,NA
E860_16,NA,NA,0.01884
E26_284,0.35553,NA,NA
E663_528,NA,NA,0.66206
E173_532,0.66709,NA,NA
E144_576,0.72236,NA,NA
E356_140,NA,0.17462,NA
E644_684,NA,0.85804,NA
E445_248,0.3103,NA,NA
E726_346,NA,0.43342,NA
E933_435,NA,0.54523,NA
E174_620,NA,0.77764,NA
E753_553,NA,0.69347,NA
E178_159,0.19849,NA,NA
E681_601,NA,0.75377,NA
E538_635,0.79648,NA,NA
E840_85,0.10553,NA,NA
E596_620,NA,0.77764,NA
E541_104,NA,NA,0.1294
E752_750,NA,NA,0.94095
E361_649,NA,0.81407,NA
E514_464,0.58166,NA,NA
E7_406,NA,0.50879,NA
E553_481,NA,NA,0.60302
E678_673,NA,0.84422,NA
E194_642,0.80528,NA,NA
E924_249,NA,0.31156,NA
E593_693,0.86935,NA,NA
E42_584,NA,0.73241,NA
E621_26,NA,NA,0.03141
E616_472,0.59171,NA,NA
E346_333,NA,NA,0.41709
E324_252,NA,NA,0.31533
E461_796,NA,0.99874,NA
E117_220,0.27513,NA,NA
E851_706,NA,NA,0.88568
E668_404,NA,0.50628,NA
E307_113,NA,NA,0.1407
E130_302,0.37814,NA,NA
E535_281,0.35176,NA,NA
E52_611,0.76633,NA,NA
E416_744,0.93342,NA,NA
E237_198,0.24749,NA,NA
E825_372,NA,NA,0.46608
E968_246,0.30779,NA,NA
E822_170,NA,0.21231,NA
E598_407,NA,0.51005,NA
E23_46,NA,0.05653,NA
E395_267,0.33417,NA,NA
E922_267,NA,NA,0.33417
E419_352,0.44095,NA,NA
E709_235,0.29397,NA,NA
E82_666,0.83543,NA,NA
E588_306,NA,0.38317,NA
E145_318,NA,0.39824,NA
E158_447,NA,0.5603,NA
E578_658,NA,NA,0.82538
E745_694,NA,NA,0.8706
E893_26,0.03141,NA,NA
E686_83,NA,0.10302,NA
E220_419,0.52513,NA,NA
E177_686,NA,0.86055,NA
E107_93,NA,0.11558,NA
E509_731,0.91709,NA,NA
E406_535,NA,0.67085,NA
E457_372,NA,NA,0.46608
E22_355,0.44472,NA,NA
E913_150,NA,0.18719,NA
E630_190,NA,0.23744,NA
E486_254,0.31784,NA,NA
E610_721,NA,0.90452,NA
E983_457,NA,NA,0.57286
E613_413,0.51759,NA,NA
E889_222,NA,0.27764,NA
E738_709,NA,0.88945,NA
E587_37,NA,NA,0.04523
E798_652,NA,NA,0.81784
E639_360,NA,0.45101,NA
E942_637,NA,NA,0.79899
E68_616,NA,NA,0.77261
E247_333,NA,NA,0.41709
E224_634,NA,0.79523,NA
E75_343,NA,0.42965,NA
E711_626,NA,NA,0.78518
E925_394,NA,NA,0.49372
E832_249,0.31156,NA,NA
E948_453,0.56784,NA,NA
E765_303,NA,NA,0.3794
E696_73,NA,0.09045,NA
E736_481,0.60302,NA,NA
E551_732,NA,NA,0.91834
E896_551,NA,0.69095,NA
E854_738,NA,NA,0.92588
E537_752,NA,NA,0.94347
E731_255,NA,0.3191,NA
E127_261,NA,NA,0.32663
E286_152,0.1897,NA,NA
E694_536,NA,NA,0.67211
E100_198,NA,NA,0.24749
E322_693,NA,NA,0.86935
E438_216,0.2701,NA,NA
E359_245,NA,NA,0.30653
E698_335,NA,0.4196,NA
E64_646,0.8103,NA,NA
E21_133,0.16583,NA,NA
E273_361,0.45226,NA,NA
E526_740,0.92839,NA,NA
E444_755,0.94724,NA,NA
E474_3,NA,NA,0.00251
E414_52,NA,0.06407,NA
E464_260,0.32538,NA,NA
E483_71,NA,NA,0.08794
E716_291,NA,0.36432,NA
E532_215,0.26884,NA,NA
E881_317,NA,0.39698,NA
E556_268,0.33543,NA,NA
E831_377,0.47236,NA,NA
E628_787,NA,NA,0.98744
E943_552,NA,NA,0.69221
E648_727,NA,NA,0.91206
E261_306,NA,NA,0.38317
E495_550,0.6897,NA,NA
E120_656,0.82286,NA,NA
E11_580,NA,0.72739,NA
E0_612,NA,NA,0.76759
E871_556,NA,NA,0.69724
E180_109,0.13568,NA,NA
E111_151,NA,NA,0.18844
E921_423,0.53015,NA,NA
E374_87,0.10804,NA,NA
E478_131,NA,NA,0.16332
E991_41,NA,NA,0.05025
E780_403,0.50503,NA,NA
E730_83,0.10302,NA,NA
E176_115,NA,0.14322,NA
E192_372,NA,NA,0.46608
E503_725,0.90955,NA,NA
E448_76,0.09422,NA,NA
E500_180,NA,NA,0.22487
E328_265,0.33166,NA,NA
E665_577,0.72362,NA,NA
E559_411,NA,NA,0.51508
E866_748,NA,0.93844,NA
E808_779,NA,NA,0.97739
E659_360,0.45101,NA,NA
E999_305,NA,NA,0.38191
E989_152,0.1897,NA,NA
E792_636,NA,0.79774,NA
E627_482,NA,NA,0.60427
E152_495,NA,NA,0.6206
E606_3,0.00251,NA,NA
E304_605,NA,0.75879,NA
E136_36,NA,0.04397,NA
E784_147,NA,0.18342,NA
E954_662,NA,0.8304,NA
E467_461,NA,0.57789,NA
E619_51,NA,NA,0.06281
E347_329,0.41206,NA,NA
E239_579,0.72613,NA,NA
E710_438,NA,NA,0.54899
E981_165,NA,0.20603,NA
E674_346,0.43342,NA,NA
E770_637,NA,0.79899,NA
E569_218,NA,NA,0.27261
E919_136,NA,NA,0.1696
E601_560,NA,0.70226,NA
E115_605,NA,0.75879,NA
E930_770,NA,NA,0.96608
E679_338,0.42337,NA,NA
E661_31,NA,NA,0.03769
E126_225,0.28141,NA,NA
E725_383,0.4799,NA,NA
E518_684,NA,NA,0.85804
E389_325,NA,NA,0.40704
E435_518,0.6495,NA,NA
E815_166,NA,0.20729,NA
E713_75,NA,0.09296,NA
E472_368,NA,0.46106,NA
E429_470,0.5892,NA,NA
E664_358,NA,0.44849,NA
E902_740,NA,NA,0.92839
E355_244,NA,0.30528,NA
E116_388,0.48618,NA,NA
E53_450,NA,NA,0.56407
E222_235,0.29397,NA,NA
E543_557,0.69849,NA,NA
E25_179,0.22362,NA,NA
E284_414,0.51884,NA,NA
E732_114,NA,NA,0.14196
E397_731,NA,0.91709,NA
E408_749,NA,0.9397,NA
E719_369,0.46231,NA,NA
E215_784,NA,NA,0.98367
E609_67,NA,NA,0.08291
E297_353,0.44221,NA,NA
E20_195,0.24372,NA,NA
E92_307,NA,0.38442,NA
E926_225,NA,NA,0.28141
E800_346,NA,NA,0.43342
E151_709,NA,0.88945,NA
E165_706,NA,0.88568,NA
E824_123,NA,NA,0.15327
E96_374,0.46859,NA,NA
E993_686,NA,0.86055,NA
E528_563,NA,0.70603,NA
E217_98,NA,0.12186,NA
E412_133,NA,NA,0.16583
E572_349,NA,0.43719,NA
E49_376,NA,0.47111,NA
E931_18,NA,0.02136,NA
E456_284,0.35553,NA,NA
E56_408,NA,0.51131,NA
E407_709,NA,NA,0.88945
E660_628,0.78769,NA,NA
E795_277,NA,NA,0.34673
E863_597,NA,NA,0.74874
E751_127,NA,0.15829,NA
E683_21,0.02513,NA,NA
E861_642,NA,0.80528,NA
E384_427,NA,0.53518,NA
E750_360,NA,0.45101,NA
E260_371,0.46482,NA,NA
E148_582,0.7299,NA,NA
E806_247,NA,NA,0.30905
E401_504,NA,0.63191,NA
E253_102,NA,0.12688,NA
E354_650,NA,NA,0.81533
E119_376,NA,0.47111,NA
E128_513,0.64322,NA,NA
E267_549,0.68844,NA,NA
E692_310,0.38819,NA,NA
E458_266,0.33291,NA,NA
E846_59,NA,0.07286,NA
E651_444,0.55653,NA,NA
E848_750,0.94095,NA,NA
E585_458,0.57412,NA,NA
E675_180,NA,NA,0.22487
E411_354,NA,NA,0.44347
E63_347,NA,NA,0.43467
E773_614,NA,0.7701,NA
E345_476,NA,NA,0.59673
E672_318,NA,NA,0.39824
E434_648,NA,NA,0.81281
E219_508,NA,0.63693,NA
E702_383,0.4799,NA,NA
E331_676,NA,NA,0.84799
E717_82,NA,NA,0.10176
E258_669,NA,0.8392,NA
E278_416,NA,NA,0.52136
E391_445,NA,0.55779,NA
E303_91,0.11307,NA,NA
E60_212,0.26508,NA,NA
E882_634,NA,0.79523,NA
E932_420,NA,0.52638,NA
E310_159,NA,0.19849,NA
E561_242,NA,0.30276,NA
E164_332,NA,NA,0.41583
E390_581,NA,NA,0.72864
E877_89,NA,0.11055,NA
E818_697,0.87437,NA,NA
E844_439,NA,NA,0.55025
E124_714,NA,0.89573,NA
E790_343,0.42965,NA,NA
E218_17,0.0201,NA,NA
E576_255,NA,0.3191,NA
E95_20,0.02387,NA,NA
E274_506,NA,NA,0.63442
E61_29,NA,0.03518,NA
E857_581,NA,0.72864,NA
E626_265,NA,NA,0.33166
E241_517,0.64824,NA,NA
E894_301,NA,0.37688,NA
E689_201,0.25126,NA,NA
E737_78,NA,0.09673,NA
E650_702,NA,NA,0.88065
E529_371,NA,0.46482,NA
E566_222,NA,NA,0.27764
E504_182,NA,NA,0.22739
E817_754,0.94598,NA,NA
E330_546,NA,0.68467,NA
E482_693,NA,0.86935,NA
E491_215,0.26884,NA,NA
E102_629,NA,NA,0.78894
E967_380,NA,0.47613,NA
E134_235,NA,NA,0.29397
E162_421,NA,0.52764,NA
E86_766,NA,0.96106,NA
E459_670,NA,0.84045,NA
E450_181,0.22613,NA,NA
E600_287,0.3593,NA,NA
E586_57,NA,0.07035,NA
E701_502,NA,0.6294,NA
E106_254,0.31784,NA,NA
E581_290,NA,0.36307,NA
E957_697,NA,NA,0.87437
E712_660,NA,0.82789,NA
E427_98,NA,0.12186,NA
E321_659,NA,NA,0.82663
E377_181,0.22613,NA,NA
E320_53,0.06533,NA,NA
E940_540,0.67714,NA,NA
E265_276,NA,NA,0.34548
E708_417,NA,NA,0.52261
E998_299,0.37437,NA,NA
E293_543,0.6809,NA,NA
E157_677,NA,0.84925,NA
E9_154,NA,NA,0.19221
E516_204,NA,NA,0.25503
E455_135,0.16834,NA,NA
E208_427,NA,NA,0.53518
E775_430,0.53894,NA,NA
E662_18,0.02136,NA,NA
E788_528,NA,0.66206,NA
E400_202,NA,0.25251,NA
E884_560,0.70226,NA,NA
E30_281,NA,0.35176,NA
E502_345,0.43216,NA,NA
E244_158,0.19724,NA,NA
E966_769,NA,NA,0.96482
E288_602,0.75503,NA,NA
E834_93,NA,0.11558,NA
E266_240,NA,NA,0.30025
E743_446,0.55905,NA,NA
E282_325,NA,0.40704,NA
E367_5,NA,NA,0.00503
E649_516,0.64698,NA,NA
E914_128,0.15955,NA,NA
E74_725,0.90955,NA,NA
E733_263,0.32915,NA,NA
E195_324,0.40578,NA,NA
E812_630,NA,NA,0.7902
E855_482,NA,NA,0.60427
E873_474,NA,NA,0.59422
E277_612,NA,0.76759,NA
E704_199,NA,0.24874,NA
E27_308,NA,NA,0.38568
E706_221,NA,NA,0.27638
E979_796,0.99874,NA,NA
E841_221,NA,0.27638,NA
E371_181,NA,0.22613,NA
E78_93,NA,0.11558,NA
E306_168,NA,NA,0.2098
E554_366,0.45854,NA,NA
E183_514,NA,0.64447,NA
E327_733,NA,NA,0.9196
E888_143,NA,0.17839,NA
E631_541,NA,NA,0.67839
E724_744,NA,NA,0.93342
E937_308,0.38568,NA,NA
E580_115,NA,0.14322,NA
E426_660,0.82789,NA,NA
E3_433,NA,0.54271,NA
E876_778,0.97613,NA,NA
E109_228,0.28518,NA,NA
E591_765,NA,0.9598,NA
E279_423,0.53015,NA,NA
E865_184,0.2299,NA,NA
E8_41,NA,NA,0.05025
E513_648,0.81281,NA,NA
E379_581,NA,NA,0.72864
E963_451,NA,0.56533,NA
E646_457,NA,0.57286,NA
E46_165,NA,NA,0.20603
E85_19,NA,NA,0.02261
E952_27,NA,0.03266,NA
E934_174,NA,NA,0.21734
E221_56,NA,0.0691,NA
E182_268,NA,0.33543,NA
E787_138,NA,NA,0.17211
E135_626,NA,0.78518,NA
E28_678,0.8505,NA,NA
E859_165,NA,0.20603,NA
E70_606,0.76005,NA,NA
E511_473,NA,NA,0.59296
E275_152,NA,0.1897,NA
E494_68,NA,0.08417,NA
E285_481,NA,0.60302,NA
E688_579,NA,0.72613,NA
E869_224,NA,NA,0.28015
E423_243,NA,0.30402,NA
E402_18,NA,0.02136,NA
E420_297,NA,NA,0.37186
E235_646,NA,NA,0.8103
E640_579,NA,0.72613,NA
E6_413,NA,0.51759,NA
E803_273,NA,NA,0.34171
E875_738,NA,0.92588,NA
E198_115,NA,NA,0.14322
E776_698,NA,0.87563,NA
E436_126,NA,NA,0.15704
E821_540,NA,NA,0.67714
E789_192,0.23995,NA,NA
E827_84,NA,NA,0.10427
E12_12,0.01382,NA,NA
E447_409,NA,NA,0.51256
E394_108,NA,NA,0.13442
E742_719,NA,NA,0.90201
E592_57,NA,NA,0.07035
E350_268,NA,NA,0.33543
E802_726,NA,0.9108,NA
E250_15,NA,NA,0.01759
E343_615,0.77136,NA,NA
E522_261,NA,NA,0.32663
E289_270,NA,NA,0.33794
E654_610,NA,0.76508,NA
E462_682,0.85553,NA,NA
E114_82,NA,0.10176,NA
E625_548,NA,NA,0.68719
E47_564,0.70729,NA,NA
E916_222,0.27764,NA,NA
E899_777,NA,NA,0.97487
E892_526,0.65955,NA,NA
E956_638,NA,0.80025,NA
E793_312,0.3907,NA,NA
E369_456,NA,0.57161,NA
E929_589,NA,NA,0.73869
E184_582,NA,NA,0.7299
E828_334,NA,NA,0.41834
E523_722,NA,0.90578,NA
E778_257,0.32161,NA,NA
E618_561,NA,0.70352,NA
E67_270,NA,0.33794,NA
E101_51,NA,NA,0.06281
E608_527,NA,NA,0.6608
E744_54,NA,NA,0.06658
E584_227,0.28392,NA,NA
E254_747,NA,NA,0.93719
E656_619,0.77638,NA,NA
E515_13,0.01508,NA,NA
E829_323,NA,0.40452,NA
E139_7,NA,NA,0.00754
E891_293,NA,0.36683,NA
E868_203,NA,0.25377,NA
E797_337,NA,0.42211,NA
E928_241,0.30151,NA,NA
E94_591,NA,NA,0.74121
E91_353,NA,0.44221,NA
E493_259,0.32412,NA,NA
E454_71,NA,0.08794,NA
E422_124,NA,NA,0.15452
E558_409,NA,0.51256,NA
E249_766,NA,NA,0.96106
E629_527,0.6608,NA,NA
E579_405,NA,NA,0.50754
E612_596,NA,0.74749,NA
E833_129,NA,0.1608,NA
E281_356,NA,0.44598,NA
E147_514,NA,0.64447,NA
E814_683,NA,NA,0.85678
E479_228,0.28518,NA,NA
E852_185,NA,0.23116,NA
E382_198,0.24749,NA,NA
