,cl
E628,1
E629,1
E630,0
E631,0
E632,1
E633,0
E634,1
E635,1
E636,1
E637,1
E638,1
E639,1
E640,1
E641,0
E642,1
E643,1
E644,1
E645,1
E646,1
E647,0
E648,1
E649,0
E650,0
E651,0
E652,0
E653,0
E654,0
E655,0
E656,1
E657,0
E658,1
E659,1
E660,1
E661,1
E662,1
E663,1
E664,1
E665,1
E666,1
E667,1
E668,1
E669,1
E670,1
E671,1
E672,1
E673,0
E674,1
E675,0
E676,1
E677,0
E678,1
E679,1
E680,1
E681,1
E682,0
E683,0
E684,0
E685,0
E686,1
E687,1
E688,0
E689,0
E690,1
E691,1
E692,0
E693,1
E694,1
E695,1
E696,1
E697,1
E698,0
E699,0
E700,0
E701,1
E702,1
E703,1
E704,1
E705,0
E706,1
E707,0
E708,1
E709,0
E710,1
E711,1
E712,1
E713,1
E714,1
E715,1
E716,1
E717,1
E718,1
E719,1
E720,0
E721,1
E722,1
E723,1
E724,0
E725,1
E726,0
E727,0
E728,0
E729,0
E730,1
E731,1
E732,1
E733,1
E734,0
E735,0
E736,1
E737,1
E738,0
E739,0
E740,1
E741,0
E742,1
E743,1
E744,1
E745,0
E746,1
E747,0
E748,1
E749,1
E750,1
E751,0
E752,1
E753,0
E754,1
E755,1
E756,1
E757,0
E758,1
E759,1
E760,0
E761,1
E762,1
E763,0
E764,1
E765,1
E766,1
E767,1
E768,1
E769,0
E770,1
E771,1
E772,1
E773,1
E774,0
E775,1
E776,1
E777,1
E778,1
E779,0
E780,1
E781,0
E782,1
E783,1
E784,0
E785,0
E786,0
E787,1
E788,1
E789,0
E790,1
E791,1
E792,0
E793,1
E794,0
E795,0
E796,0
E797,1
E798,1
E799,1
E800,1
E801,0
E802,1
E803,0
E804,0
E805,1
E806,0
E807,1
E808,1
E809,1
E810,1
E811,0
E812,0
E813,1
E814,0
E815,1
E816,0
E817,1
E818,1
E819,0
E820,1
E821,1
E822,1
E823,1
E824,1
E825,0
E826,1
E827,0
E828,1
E829,1
E830,0
E831,1
E832,0
E833,1
E834,0
E835,0
E836,0
E837,1
E838,0
E839,1
E840,0
E841,1
E842,1
E843,1
E844,0
E845,0
E846,1
E847,0
E848,1
E849,1
E850,1
E851,0
E852,0
E853,0
E854,1
E855,1
E856,0
E857,0
E858,0
E859,0
E860,1
E861,1
E862,1
E863,1
E864,1
E865,1
E866,1
E867,0
E868,0
E869,0
E870,1
E871,1
E872,0
E873,1
E874,0
E875,1
E876,1
E877,0
E878,1
E879,1
E880,1
E881,1
E882,1
E883,1
E884,0
E885,1
E886,1
E887,0
E888,1
E889,1
E890,0
E891,0
E892,0
E893,1
E894,1
E895,1
E896,0
E897,0
E898,1
E899,0
E900,1
E901,1
E902,1
E903,0
E904,1
E905,0
E906,1
E907,1
E908,1
E909,1
E910,1
E911,1
E912,1
E913,1
E914,0
E915,1
E916,1
E917,1
E918,0
E919,1
E920,1
E921,0
E922,1
E923,1
E924,0
E925,1
E926,1
E927,0
E928,1
E929,1
E930,1
E931,0
E932,0
E933,1
E934,1
E935,1
E936,1
E937,0
E938,1
E939,0
E940,0
E941,1
E942,1
E943,1
E944,0
E945,0
E946,0
E947,0
E948,0
E949,1
E950,1
E951,1
E952,1
E953,1
E954,1
E955,1
E956,0
E957,1
E958,1
E959,1
E960,0
E961,0
E962,1
E963,1
E964,1
E965,0
E966,1
E967,1
E968,1
E969,1
E970,1
E971,0
E972,0
E973,1
E974,1
E975,1
E976,1
E977,1
E978,0
E979,1
E980,1
E981,1
E982,1
E983,0
E984,1
E985,0
E986,1
E987,1
E988,0
E989,1
E990,1
E991,1
E992,1
E993,1
E994,0
E995,0
E996,1
E997,1
E998,0
E999,1
