,PseudoTime1,PseudoTime2,PseudoTime3
E204_742,NA,0.92974,NA
E882_358,0.44793,NA,NA
E874_453,NA,NA,0.56713
E272_472,0.59097,NA,NA
E367_424,NA,NA,0.53074
E318_546,NA,0.68381,NA
E434_75,0.09285,NA,NA
E730_586,NA,NA,0.734
E920_63,NA,NA,0.07779
E705_144,NA,NA,0.17942
E480_236,NA,NA,0.29486
E361_520,NA,NA,0.65119
E186_250,NA,0.31242,NA
E368_522,NA,0.6537,NA
E315_574,0.71895,NA,NA
E441_375,0.46926,NA,NA
E472_660,NA,0.82685,NA
E357_156,NA,0.19448,NA
E350_356,NA,0.44542,NA
E627_348,NA,0.43538,NA
E353_284,NA,0.35508,NA
E132_415,NA,NA,0.51945
E109_236,0.29486,NA,NA
E805_556,NA,NA,0.69636
E721_646,NA,NA,0.80928
E304_63,NA,0.07779,NA
E261_334,NA,NA,0.41782
E727_694,NA,NA,0.86951
E221_320,NA,NA,0.40025
E535_39,0.04768,NA,NA
E939_335,0.41907,NA,NA
E343_724,0.90715,NA,NA
E525_714,0.8946,NA,NA
E684_61,0.07528,NA,NA
E335_343,0.42911,NA,NA
E742_768,NA,NA,0.96236
E153_321,NA,NA,0.40151
E745_630,NA,0.78921,NA
E303_114,0.14178,NA,NA
E840_401,NA,NA,0.50188
E961_137,NA,NA,0.17064
E475_194,NA,NA,0.24216
E400_480,NA,0.601,NA
E289_176,0.21957,NA,NA
E446_746,NA,0.93476,NA
E677_3,0.00251,NA,NA
E695_593,0.74279,NA,NA
E281_388,NA,NA,0.48557
E191_669,NA,NA,0.83814
E935_530,0.66374,NA,NA
E855_373,NA,0.46675,NA
E523_299,0.3739,NA,NA
E226_215,0.26851,NA,NA
E407_423,0.52949,NA,NA
E863_623,NA,0.78043,NA
E875_130,NA,0.16186,NA
E582_358,NA,0.44793,NA
E513_27,0.03262,NA,NA
E91_258,0.32246,NA,NA
E597_479,NA,NA,0.59975
E710_25,NA,NA,0.03011
E810_169,NA,NA,0.21079
E20_79,NA,0.09787,NA
E256_418,NA,NA,0.52321
E746_90,NA,0.11167,NA
E185_600,0.75157,NA,NA
E317_306,0.38269,NA,NA
E619_233,NA,NA,0.29109
E277_203,NA,0.25345,NA
E752_105,0.13049,NA,NA
E360_520,0.65119,NA,NA
E401_511,NA,0.6399,NA
E265_207,0.25847,NA,NA
E454_216,NA,NA,0.26976
E906_136,0.16939,NA,NA
E608_610,NA,0.76412,NA
E457_215,NA,NA,0.26851
E869_80,NA,NA,0.09912
E614_245,NA,NA,0.30615
E26_368,NA,0.46048,NA
E708_393,0.49184,NA,NA
E309_206,0.25721,NA,NA
E355_252,0.31493,NA,NA
E332_621,0.77792,NA,NA
E337_679,NA,0.85069,NA
E864_203,0.25345,NA,NA
E478_710,0.88959,NA,NA
E861_9,NA,0.01004,NA
E526_486,NA,NA,0.60853
E383_216,NA,NA,0.26976
E933_147,NA,NA,0.18319
E149_85,NA,0.1054,NA
E540_89,0.11041,NA,NA
E246_172,0.21455,NA,NA
E55_286,NA,0.35759,NA
E142_317,0.39649,NA,NA
E420_400,0.50063,NA,NA
E756_288,0.3601,NA,NA
E815_127,NA,NA,0.15809
E925_441,NA,0.55207,NA
E546_133,0.16562,NA,NA
E216_23,NA,0.0276,NA
E351_749,0.93852,NA,NA
E915_308,NA,0.38519,NA
E839_603,NA,0.75533,NA
E35_256,NA,NA,0.31995
E878_225,NA,0.28105,NA
E243_103,0.12798,NA,NA
E98_211,NA,NA,0.26349
E84_504,NA,0.63112,NA
E146_672,NA,0.84191,NA
E118_140,0.1744,NA,NA
E631_98,NA,0.12171,NA
E122_219,0.27353,NA,NA
E447_708,NA,NA,0.88708
E29_683,0.85571,NA,NA
E812_475,NA,0.59473,NA
E991_726,NA,0.90966,NA
E642_430,NA,0.53827,NA
E674_713,NA,0.89335,NA
E180_231,NA,NA,0.28858
E886_52,NA,NA,0.06399
E522_598,NA,NA,0.74906
E258_465,NA,0.58218,NA
E897_74,NA,0.09159,NA
E74_214,NA,NA,0.26725
E946_502,NA,0.62861,NA
E670_198,NA,NA,0.24718
E143_576,NA,NA,0.72146
E252_197,NA,0.24592,NA
E536_55,NA,NA,0.06775
E754_581,NA,NA,0.72773
E390_16,NA,0.01882,NA
E665_214,NA,0.26725,NA
E550_590,NA,0.73902,NA
E827_632,NA,NA,0.79172
E768_320,0.40025,NA,NA
E612_576,NA,NA,0.72146
E487_448,NA,0.56085,NA
E54_583,NA,NA,0.73024
E615_617,NA,0.7729,NA
E445_706,0.88457,NA,NA
E693_749,NA,0.93852,NA
E157_494,NA,NA,0.61857
E269_493,NA,NA,0.61731
E528_723,NA,NA,0.9059
E889_649,NA,0.81305,NA
E290_556,0.69636,NA,NA
E137_716,NA,NA,0.89711
E120_678,0.84944,NA,NA
E473_35,0.04266,NA,NA
E211_677,0.84818,NA,NA
E78_277,0.3463,NA,NA
E923_8,NA,NA,0.00878
E60_794,NA,NA,0.99498
E859_782,NA,0.97992,NA
E327_200,NA,0.24969,NA
E552_609,NA,NA,0.76286
E28_398,NA,0.49812,NA
E557_29,NA,NA,0.03513
E340_471,0.58971,NA,NA
E865_509,NA,NA,0.63739
E671_478,0.59849,NA,NA
E461_339,NA,NA,0.42409
E668_191,0.23839,NA,NA
E82_405,NA,NA,0.5069
E654_618,NA,0.77415,NA
E316_172,0.21455,NA,NA
E658_253,NA,NA,0.31619
E425_404,NA,NA,0.50565
E811_528,NA,NA,0.66123
E5_429,0.53701,NA,NA
E314_248,NA,0.30991,NA
E299_783,NA,0.98118,NA
E471_704,0.88206,NA,NA
E56_512,0.64115,NA,NA
E828_750,0.93977,NA,NA
E722_444,0.55583,NA,NA
E352_18,NA,NA,0.02133
E504_209,NA,0.26098,NA
E169_244,0.30489,NA,NA
E485_280,NA,0.35006,NA
E369_246,NA,0.3074,NA
E196_673,NA,0.84316,NA
E150_694,0.86951,NA,NA
E85_512,0.64115,NA,NA
E972_713,NA,NA,0.89335
E283_680,NA,NA,0.85194
E593_616,NA,NA,0.77164
E363_72,NA,NA,0.08908
E760_84,NA,0.10414,NA
E356_646,NA,NA,0.80928
E607_675,NA,0.84567,NA
E6_346,NA,NA,0.43287
E398_264,0.32999,NA,NA
E192_42,NA,0.05144,NA
E214_39,0.04768,NA,NA
E206_712,NA,0.8921,NA
E408_575,NA,NA,0.7202
E787_577,0.72271,NA,NA
E466_563,NA,NA,0.70514
E133_605,NA,0.75784,NA
E474_102,0.12673,NA,NA
E559_626,0.78419,NA,NA
E785_167,NA,0.20828,NA
E505_540,NA,0.67629,NA
E564_202,0.2522,NA,NA
E761_440,NA,NA,0.55082
E448_769,NA,0.96361,NA
E411_688,0.86198,NA,NA
E386_128,NA,NA,0.15935
E609_519,NA,NA,0.64994
E834_290,NA,NA,0.36261
E871_416,0.5207,NA,NA
E982_34,NA,0.04141,NA
E325_786,NA,NA,0.98494
E703_339,NA,NA,0.42409
E232_704,NA,0.88206,NA
E541_333,NA,NA,0.41656
E42_626,NA,NA,0.78419
E565_399,NA,0.49937,NA
E539_81,NA,0.10038,NA
E701_502,NA,0.62861,NA
E266_689,NA,0.86324,NA
E342_232,NA,0.28984,NA
E428_142,NA,NA,0.17691
E321_780,0.97742,NA,NA
E489_249,0.31117,NA,NA
E581_676,NA,0.84693,NA
E872_302,0.37767,NA,NA
E792_92,0.11418,NA,NA
E963_673,NA,0.84316,NA
E76_318,0.39774,NA,NA
E707_170,NA,0.21205,NA
E728_595,0.74529,NA,NA
E788_789,NA,0.98871,NA
E780_284,NA,NA,0.35508
E610_460,0.57591,NA,NA
E282_286,NA,NA,0.35759
E89_96,NA,NA,0.1192
E145_489,0.6123,NA,NA
E638_155,NA,NA,0.19322
E375_609,0.76286,NA,NA
E633_564,NA,NA,0.7064
E319_140,0.1744,NA,NA
E160_157,NA,NA,0.19573
E795_667,NA,NA,0.83563
E260_699,NA,NA,0.87578
E267_232,NA,NA,0.28984
E996_492,NA,NA,0.61606
E634_134,NA,NA,0.16688
E942_322,NA,NA,0.40276
E545_620,NA,0.77666,NA
E748_77,NA,0.09536,NA
E181_535,NA,0.67001,NA
E913_535,0.67001,NA,NA
E418_670,NA,NA,0.8394
E821_448,NA,NA,0.56085
E182_745,NA,0.9335,NA
E560_739,NA,0.92597,NA
E759_151,0.18821,NA,NA
E250_770,NA,NA,0.96487
E174_107,0.133,NA,NA
E574_182,0.2271,NA,NA
E955_600,0.75157,NA,NA
E188_692,NA,0.867,NA
E136_240,NA,NA,0.29987
E293_264,NA,NA,0.32999
E497_265,0.33124,NA,NA
E140_412,NA,NA,0.51568
E50_620,0.77666,NA,NA
E793_351,NA,0.43915,NA
E257_580,0.72647,NA,NA
E467_667,NA,NA,0.83563
E311_139,NA,0.17315,NA
E295_660,NA,NA,0.82685
E542_66,0.08156,NA,NA
E632_330,NA,0.4128,NA
E617_397,0.49686,NA,NA
E378_189,NA,0.23588,NA
E943_316,0.39523,NA,NA
E739_53,0.06524,NA,NA
E254_295,NA,NA,0.36888
E432_708,NA,NA,0.88708
E195_487,0.60979,NA,NA
E166_625,0.78294,NA,NA
E530_128,NA,0.15935,NA
E652_116,NA,0.14429,NA
E102_736,0.92221,NA,NA
E521_357,NA,0.44668,NA
E58_409,0.51192,NA,NA
E669_774,0.96989,NA,NA
E718_366,0.45797,NA,NA
E532_215,NA,NA,0.26851
E235_712,NA,NA,0.8921
E782_501,0.62735,NA,NA
E679_655,NA,NA,0.82058
E596_206,NA,NA,0.25721
E605_24,NA,NA,0.02886
E107_66,NA,NA,0.08156
E773_299,NA,0.3739,NA
E284_200,NA,0.24969,NA
E392_95,0.11794,NA,NA
E245_170,NA,NA,0.21205
E264_777,0.97365,NA,NA
E201_246,0.3074,NA,NA
E449_81,NA,0.10038,NA
E464_594,NA,NA,0.74404
E851_394,NA,0.4931,NA
E224_685,0.85822,NA,NA
E573_344,0.43036,NA,NA
E883_656,NA,0.82183,NA
E898_779,NA,0.97616,NA
E911_365,NA,NA,0.45671
E586_48,NA,NA,0.05897
E171_160,NA,0.1995,NA
E385_691,NA,0.86575,NA
E113_596,NA,NA,0.74655
E320_694,NA,0.86951,NA
E53_105,NA,0.13049,NA
E193_326,NA,0.40778,NA
E139_265,NA,0.33124,NA
E396_224,0.2798,NA,NA
E69_573,0.71769,NA,NA
E789_544,NA,0.6813,NA
E648_622,NA,NA,0.77917
E427_789,NA,0.98871,NA
E131_325,0.40652,NA,NA
E125_629,0.78795,NA,NA
E210_296,NA,0.37014,NA
E312_648,NA,NA,0.81179
E569_656,NA,NA,0.82183
E212_501,NA,0.62735,NA
E417_424,NA,0.53074,NA
E912_459,0.57465,NA,NA
E720_766,0.95985,NA,NA
E347_528,NA,0.66123,NA
E598_465,0.58218,NA,NA
E712_554,NA,NA,0.69385
E817_203,NA,NA,0.25345
E965_222,NA,NA,0.27729
E202_588,NA,0.73651,NA
E790_300,0.37516,NA,NA
E148_468,NA,0.58595,NA
E724_504,NA,NA,0.63112
E520_720,NA,NA,0.90213
E276_335,NA,NA,0.41907
E108_672,NA,NA,0.84191
E801_401,NA,0.50188,NA
E738_232,0.28984,NA,NA
E198_265,0.33124,NA,NA
E595_587,NA,NA,0.73526
E377_36,NA,NA,0.04391
E112_477,0.59724,NA,NA
E57_252,0.31493,NA,NA
E681_465,NA,0.58218,NA
E640_95,NA,0.11794,NA
E307_35,NA,0.04266,NA
E636_38,0.04642,NA,NA
E704_94,0.11669,NA,NA
E415_444,0.55583,NA,NA
E228_382,0.47804,NA,NA
E686_371,0.46424,NA,NA
E165_797,NA,0.99875,NA
E910_348,NA,0.43538,NA
E820_590,NA,0.73902,NA
E966_719,0.90088,NA,NA
E358_252,NA,NA,0.31493
E618_453,NA,NA,0.56713
E61_148,NA,NA,0.18444
E843_450,0.56336,NA,NA
E426_632,0.79172,NA,NA
E121_143,NA,NA,0.17817
E46_203,NA,0.25345,NA
E908_224,NA,NA,0.2798
E556_183,NA,0.22836,NA
E611_579,NA,NA,0.72522
E904_128,NA,NA,0.15935
E959_40,0.04893,NA,NA
E59_686,NA,NA,0.85947
E818_696,0.87202,NA,NA
E791_170,0.21205,NA,NA
E70_206,0.25721,NA,NA
E694_1,NA,0.0,NA
E555_747,0.93601,NA,NA
E735_205,NA,NA,0.25596
E431_702,NA,0.87955,NA
E626_77,0.09536,NA,NA
E167_338,0.42284,NA,NA
E237_251,0.31368,NA,NA
E391_549,NA,NA,0.68758
E130_51,NA,0.06274,NA
E65_694,0.86951,NA,NA
E371_80,NA,0.09912,NA
E67_57,NA,0.07026,NA
E653_7,NA,NA,0.00753
E47_606,NA,0.7591,NA
E951_764,NA,0.95734,NA
E659_4,NA,0.00376,NA
E348_512,NA,NA,0.64115
E902_50,NA,NA,0.06148
E184_223,NA,NA,0.27854
E751_695,NA,0.87077,NA
E127_763,NA,0.95609,NA
E429_228,NA,0.28482,NA
E220_384,NA,NA,0.48055
E849_483,NA,NA,0.60477
E894_505,0.63237,NA,NA
E777_24,0.02886,NA,NA
E413_151,0.18821,NA,NA
E96_609,NA,0.76286,NA
E279_491,0.61481,NA,NA
E354_790,NA,0.98996,NA
E422_431,NA,0.53952,NA
E101_492,NA,NA,0.61606
E176_289,NA,NA,0.36136
E433_538,NA,0.67378,NA
E503_48,NA,NA,0.05897
E4_138,0.17189,NA,NA
E903_408,0.51066,NA,NA
E40_682,0.85445,NA,NA
E19_268,NA,0.33501,NA
E934_554,NA,NA,0.69385
E650_48,0.05897,NA,NA
E83_732,NA,NA,0.91719
E687_15,NA,NA,0.01757
E424_452,NA,NA,0.56587
E884_553,NA,0.6926,NA
E231_174,0.21706,NA,NA
E772_64,NA,0.07905,NA
E953_565,NA,0.70765,NA
E197_89,NA,0.11041,NA
E930_147,0.18319,NA,NA
E533_71,NA,0.08783,NA
E999_370,NA,NA,0.46299
E376_73,NA,NA,0.09034
E854_499,NA,NA,0.62484
E159_745,NA,NA,0.9335
E719_320,NA,0.40025,NA
E382_486,NA,NA,0.60853
E813_387,NA,0.48432,NA
E570_168,NA,0.20954,NA
E458_588,0.73651,NA,NA
E477_363,0.4542,NA,NA
E846_415,NA,NA,0.51945
E857_628,0.7867,NA,NA
E443_710,0.88959,NA,NA
E253_711,NA,NA,0.89084
E236_60,NA,0.07403,NA
E914_178,0.22208,NA,NA
E346_392,0.49059,NA,NA
E563_531,NA,0.66499,NA
E366_730,0.91468,NA,NA
E995_604,0.75659,NA,NA
E244_727,NA,0.91092,NA
E938_436,0.5458,NA,NA
E779_520,NA,0.65119,NA
E44_593,0.74279,NA,NA
E833_245,0.30615,NA,NA
E723_512,NA,0.64115,NA
E95_40,NA,NA,0.04893
E189_722,0.90464,NA,NA
E270_337,NA,0.42158,NA
E173_550,NA,NA,0.68883
E838_368,0.46048,NA,NA
E313_377,NA,0.47177,NA
E568_386,NA,0.48306,NA
E22_83,NA,0.10289,NA
E100_235,NA,0.2936,NA
E529_578,0.72396,NA,NA
E975_734,NA,0.9197,NA
E775_73,NA,0.09034,NA
E273_574,NA,NA,0.71895
E381_535,NA,0.67001,NA
E275_261,0.32622,NA,NA
E585_671,NA,0.84065,NA
E31_609,NA,NA,0.76286
E577_140,0.1744,NA,NA
E873_662,0.82936,NA,NA
E877_550,0.68883,NA,NA
E7_355,0.44417,NA,NA
E410_377,0.47177,NA,NA
E770_59,NA,0.07277,NA
E512_15,0.01757,NA,NA
E993_294,NA,NA,0.36763
E15_497,NA,NA,0.62233
E300_489,NA,NA,0.6123
E251_482,NA,0.60351,NA
E599_681,NA,0.8532,NA
E79_271,NA,0.33877,NA
E71_5,0.00502,NA,NA
E500_570,NA,NA,0.71393
E344_496,NA,0.62108,NA
E438_111,NA,0.13802,NA
E190_234,0.29235,NA,NA
E909_50,NA,0.06148,NA
E203_589,NA,NA,0.73777
E135_472,NA,0.59097,NA
E950_285,NA,NA,0.35634
E73_717,NA,NA,0.89837
E187_296,0.37014,NA,NA
E553_109,NA,0.13551,NA
E199_185,NA,0.23087,NA
E233_794,0.99498,NA,NA
E302_374,0.46801,NA,NA
E600_142,0.17691,NA,NA
E103_8,NA,NA,0.00878
E866_115,0.14304,NA,NA
E997_185,NA,0.23087,NA
E729_634,NA,NA,0.79423
E262_148,0.18444,NA,NA
E989_61,0.07528,NA,NA
E322_91,NA,NA,0.11292
E81_318,NA,NA,0.39774
E38_547,NA,NA,0.68507
E976_439,NA,0.54956,NA
E977_586,0.734,NA,NA
E8_4,0.00376,NA,NA
E960_447,NA,0.5596,NA
E403_11,0.01255,NA,NA
E444_653,0.81807,NA,NA
E92_216,NA,NA,0.26976
E853_433,NA,NA,0.54203
E10_392,0.49059,NA,NA
E16_552,NA,0.69134,NA
E697_393,0.49184,NA,NA
E974_734,NA,NA,0.9197
E249_354,0.44291,NA,NA
E451_501,NA,0.62735,NA
E364_73,NA,0.09034,NA
E138_89,0.11041,NA,NA
E647_446,0.55834,NA,NA
E77_701,0.87829,NA,NA
E402_267,NA,NA,0.33375
E973_310,0.3877,NA,NA
E147_735,NA,NA,0.92095
E673_245,0.30615,NA,NA
E890_14,NA,0.01631,NA
E538_255,NA,0.3187,NA
E714_759,NA,0.95107,NA
E678_167,0.20828,NA,NA
E481_744,NA,NA,0.93225
E380_463,NA,0.57967,NA
E387_439,NA,0.54956,NA
E732_216,NA,0.26976,NA
E516_551,0.69009,NA,NA
E339_448,NA,0.56085,NA
E558_677,0.84818,NA,NA
E749_521,NA,0.65245,NA
E168_585,0.73275,NA,NA
E620_55,0.06775,NA,NA
E280_642,NA,NA,0.80427
E664_659,0.8256,NA,NA
E992_619,0.77541,NA,NA
E154_361,NA,0.45169,NA
E588_94,NA,0.11669,NA
E241_83,0.10289,NA,NA
E986_190,NA,0.23714,NA
E482_754,NA,NA,0.94479
E534_617,NA,0.7729,NA
E527_289,NA,NA,0.36136
E978_575,NA,NA,0.7202
E287_167,0.20828,NA,NA
E936_798,1.0,NA,NA
E971_60,0.07403,NA,NA
E987_415,0.51945,NA,NA
E384_457,NA,0.57215,NA
E547_106,NA,NA,0.13174
E862_697,0.87327,NA,NA
E850_496,NA,NA,0.62108
E537_213,0.266,NA,NA
E495_372,NA,NA,0.4655
E68_467,0.58469,NA,NA
E200_788,0.98745,NA,NA
E602_136,0.16939,NA,NA
E896_443,NA,0.55458,NA
E421_141,NA,NA,0.17566
E699_630,NA,0.78921,NA
E682_754,NA,NA,0.94479
E589_796,NA,0.99749,NA
E223_430,NA,0.53827,NA
E949_276,NA,0.34504,NA
E156_616,0.77164,NA,NA
E334_355,NA,0.44417,NA
E230_771,0.96612,NA,NA
E217_374,NA,0.46801,NA
E918_19,NA,0.02258,NA
E227_288,0.3601,NA,NA
E33_672,NA,NA,0.84191
E215_785,NA,NA,0.98369
E213_780,NA,0.97742,NA
E823_497,0.62233,NA,NA
E406_74,NA,NA,0.09159
E397_93,NA,NA,0.11543
E374_231,NA,0.28858,NA
E700_695,0.87077,NA,NA
E389_112,0.13927,NA,NA
E486_557,NA,0.69762,NA
E94_779,NA,0.97616,NA
E450_405,0.5069,NA,NA
E511_656,0.82183,NA,NA
E590_770,0.96487,NA,NA
E926_32,NA,0.0389,NA
E11_357,NA,NA,0.44668
E819_107,0.133,NA,NA
E66_444,NA,NA,0.55583
E733_388,NA,0.48557,NA
E172_586,NA,NA,0.734
E691_765,0.95859,NA,NA
E656_702,0.87955,NA,NA
E544_586,NA,NA,0.734
E326_103,NA,NA,0.12798
E531_668,0.83689,NA,NA
E916_399,NA,NA,0.49937
E323_547,0.68507,NA,NA
E826_309,NA,0.38645,NA
E9_240,NA,NA,0.29987
E778_469,NA,0.5872,NA
E3_157,NA,0.19573,NA
E271_721,NA,NA,0.90339
E105_127,NA,NA,0.15809
E514_331,0.41405,NA,NA
E660_206,NA,0.25721,NA
E899_299,NA,NA,0.3739
E372_55,NA,0.06775,NA
E274_453,NA,NA,0.56713
E18_613,NA,NA,0.76788
E161_511,0.6399,NA,NA
E32_70,NA,0.08657,NA
E837_130,NA,NA,0.16186
E48_469,0.5872,NA,NA
E696_354,NA,0.44291,NA
E917_567,0.71016,NA,NA
E52_346,NA,0.43287,NA
E517_239,NA,0.29862,NA
E359_388,0.48557,NA,NA
E985_196,0.24467,NA,NA
E134_64,NA,0.07905,NA
E666_795,NA,NA,0.99624
E152_735,NA,0.92095,NA
E651_793,NA,0.99373,NA
E404_662,NA,0.82936,NA
E621_323,0.40402,NA,NA
E717_667,NA,0.83563,NA
E885_614,NA,0.76913,NA
E683_532,NA,NA,0.66625
E637_358,NA,NA,0.44793
E741_135,NA,NA,0.16813
E508_469,NA,0.5872,NA
E893_776,NA,NA,0.9724
E744_24,NA,NA,0.02886
E460_637,0.79799,NA,NA
E493_256,NA,0.31995,NA
E624_121,NA,NA,0.15056
E836_563,0.70514,NA,NA
E645_689,NA,0.86324,NA
E771_47,NA,NA,0.05772
E459_437,NA,NA,0.54705
E239_709,NA,NA,0.88833
E379_770,NA,NA,0.96487
E294_104,0.12923,NA,NA
E566_175,0.21832,NA,NA
E774_163,0.20326,NA,NA
E824_399,NA,0.49937,NA
E736_522,NA,0.6537,NA
E998_796,NA,NA,0.99749
E419_133,0.16562,NA,NA
E501_750,0.93977,NA,NA
E842_376,NA,0.47051,NA
E306_558,NA,0.69887,NA
E499_626,NA,NA,0.78419
E860_271,NA,NA,0.33877
E129_176,NA,0.21957,NA
E286_461,0.57716,NA,NA
E945_545,0.68256,NA,NA
E643_457,NA,NA,0.57215
E680_484,0.60602,NA,NA
E587_331,0.41405,NA,NA
E436_374,0.46801,NA,NA
E329_139,0.17315,NA,NA
E297_57,0.07026,NA,NA
E509_338,NA,0.42284,NA
E747_683,NA,0.85571,NA
E117_186,0.23212,NA,NA
E766_642,NA,0.80427,NA
E87_86,0.10665,NA,NA
E158_53,NA,NA,0.06524
E852_743,NA,NA,0.93099
E45_162,NA,0.20201,NA
E944_297,0.37139,NA,NA
E162_468,0.58595,NA,NA
E116_472,0.59097,NA,NA
E549_778,0.97491,NA,NA
E954_310,0.3877,NA,NA
E2_663,0.83061,NA,NA
E927_432,NA,0.54078,NA
E804_342,NA,NA,0.42785
E929_354,0.44291,NA,NA
E207_145,NA,0.18068,NA
E734_18,NA,NA,0.02133
E594_314,NA,0.39272,NA
E584_637,NA,NA,0.79799
E688_505,NA,NA,0.63237
E490_432,NA,NA,0.54078
E571_681,NA,0.8532,NA
E435_790,NA,NA,0.98996
E962_189,NA,NA,0.23588
E957_69,NA,NA,0.08532
E628_514,NA,NA,0.64366
E291_676,NA,NA,0.84693
E630_399,NA,NA,0.49937
E409_302,0.37767,NA,NA
E981_39,NA,NA,0.04768
E222_431,0.53952,NA,NA
E900_169,NA,0.21079,NA
E803_2,0.00125,NA,NA
E492_685,0.85822,NA,NA
E507_330,0.4128,NA,NA
E661_381,0.47679,NA,NA
E814_524,NA,0.65621,NA
E831_322,0.40276,NA,NA
E572_3,NA,0.00251,NA
E905_641,NA,NA,0.80301
E964_369,0.46173,NA,NA
E308_168,NA,0.20954,NA
E496_687,NA,0.86073,NA
E715_786,NA,NA,0.98494
E867_343,NA,0.42911,NA
E767_487,NA,0.60979,NA
E141_132,NA,0.16437,NA
E783_61,NA,NA,0.07528
E62_163,0.20326,NA,NA
E93_762,0.95483,NA,NA
E502_121,NA,NA,0.15056
E980_693,NA,0.86826,NA
E891_192,NA,0.23965,NA
E822_636,NA,0.79674,NA
E298_708,NA,0.88708,NA
E524_224,0.2798,NA,NA
E430_746,NA,NA,0.93476
E762_100,NA,NA,0.12422
E606_165,0.20577,NA,NA
E968_505,0.63237,NA,NA
E155_310,0.3877,NA,NA
E310_257,NA,NA,0.3212
E24_55,NA,NA,0.06775
E247_579,0.72522,NA,NA
E288_574,0.71895,NA,NA
E990_133,NA,NA,0.16562
E219_472,0.59097,NA,NA
E663_361,NA,NA,0.45169
E268_188,0.23463,NA,NA
E416_681,0.8532,NA,NA
E901_315,NA,0.39398,NA
E349_437,NA,NA,0.54705
E14_256,NA,0.31995,NA
E412_623,0.78043,NA,NA
E463_380,NA,NA,0.47553
E880_128,NA,0.15935,NA
E126_752,NA,NA,0.94228
E879_54,0.0665,NA,NA
E27_355,0.44417,NA,NA
E175_753,NA,NA,0.94354
E580_334,NA,NA,0.41782
E177_402,NA,0.50314,NA
E576_571,0.71518,NA,NA
E208_496,NA,0.62108,NA
E967_785,NA,0.98369,NA
E881_732,0.91719,NA,NA
E548_459,0.57465,NA,NA
E21_614,NA,NA,0.76913
E278_284,0.35508,NA,NA
E858_175,0.21832,NA,NA
