,cl
E429,1
E430,1
E431,1
E432,0
E433,0
E434,0
E435,0
E436,1
E437,1
E438,0
E439,1
E440,0
E441,1
E442,0
E443,1
E444,1
E445,0
E446,1
E447,1
E448,1
E449,1
E450,0
E451,1
E452,1
E453,1
E454,0
E455,1
E456,0
E457,1
E458,1
E459,1
E460,0
E461,1
E462,0
E463,1
E464,0
E465,1
E466,1
E467,1
E468,1
E469,1
E470,0
E471,1
E472,0
E473,1
E474,0
E475,1
E476,1
E477,1
E478,0
E479,1
E480,0
E481,1
E482,1
E483,1
E484,0
E485,0
E486,1
E487,0
E488,1
E489,0
E490,1
E491,1
E492,1
E493,1
E494,1
E495,1
E496,0
E497,1
E498,1
E499,1
E500,0
E501,0
E502,0
E503,1
E504,0
E505,1
E506,0
E507,1
E508,1
E509,1
E510,0
E511,0
E512,0
E513,1
E514,1
E515,0
E516,1
E517,1
E518,0
E519,0
E520,0
E521,1
E522,1
E523,0
E524,0
E525,1
E526,0
E527,0
E528,1
E529,0
E530,0
E531,0
E532,1
E533,0
E534,0
E535,0
E536,0
E537,1
E538,0
E539,1
E540,1
E541,0
E542,1
E543,0
E544,0
E545,0
E546,0
E547,0
E548,0
E549,1
E550,0
E551,1
E552,1
E553,0
E554,0
E555,0
E556,0
E557,1
E558,0
E559,0
E560,1
E561,1
E562,0
E563,1
E564,0
E565,0
E566,0
E567,1
E568,0
E569,0
E570,0
E571,1
E572,1
E573,0
E574,1
E575,0
E576,0
E577,1
E578,0
E579,0
E580,0
E581,0
E582,0
E583,0
E584,0
E585,0
E586,1
E587,0
E588,0
E589,0
E590,1
E591,1
E592,0
E593,1
E594,1
E595,0
E596,1
E597,1
E598,1
E599,0
E600,0
E601,0
E602,0
E603,1
E604,1
E605,1
E606,1
E607,0
E608,1
E609,1
E610,1
E611,0
E612,0
E613,0
E614,1
E615,0
E616,0
E617,0
E618,0
E619,1
E620,0
E621,1
E622,1
E623,1
E624,0
E625,1
E626,1
E627,0
E628,1
E629,1
E630,0
E631,0
E632,1
E633,0
E634,0
E635,1
E636,0
E637,1
E638,0
E639,0
E640,0
E641,0
E642,0
E643,0
E644,0
E645,0
E646,0
E647,1
E648,1
E649,1
E650,1
E651,1
E652,0
E653,0
E654,1
E655,1
E656,1
E657,1
E658,1
E659,1
E660,0
E661,1
E662,0
E663,0
E664,0
E665,1
E666,1
E667,0
E668,1
E669,1
E670,1
E671,0
E672,0
E673,1
E674,0
E675,1
E676,0
E677,0
E678,1
E679,0
E680,1
E681,0
E682,1
E683,0
E684,0
E685,1
E686,1
E687,1
E688,1
E689,0
E690,1
E691,0
E692,1
E693,1
E694,0
E695,1
E696,1
E697,0
E698,0
E699,1
E700,1
E701,0
E702,1
E703,0
E704,0
E705,1
E706,1
E707,0
E708,0
E709,1
E710,0
E711,0
E712,0
E713,1
E714,0
E715,1
E716,1
E717,0
E718,1
E719,1
E720,1
E721,0
E722,1
E723,0
E724,0
E725,1
E726,0
E727,1
E728,0
E729,0
E730,1
E731,0
E732,1
E733,1
E734,0
E735,0
E736,0
E737,0
E738,1
E739,0
E740,1
E741,1
E742,0
E743,1
E744,1
E745,0
E746,0
E747,0
E748,1
E749,1
E750,0
E751,0
E752,0
E753,0
E754,1
E755,1
E756,0
E757,0
E758,1
E759,1
E760,0
E761,0
E762,1
E763,0
E764,0
E765,0
E766,0
E767,0
E768,1
E769,0
E770,1
E771,1
E772,1
E773,0
E774,1
E775,0
E776,1
E777,1
E778,0
E779,1
E780,0
E781,0
E782,1
E783,0
E784,0
E785,1
E786,1
E787,1
E788,1
E789,1
E790,0
E791,1
E792,0
E793,0
E794,1
E795,1
E796,0
E797,0
E798,0
E799,0
E800,0
E801,0
E802,1
E803,1
E804,1
E805,0
E806,1
E807,1
E808,1
E809,1
E810,0
E811,0
E812,0
E813,1
E814,1
E815,1
E816,1
E817,1
E818,1
E819,1
E820,0
E821,0
E822,0
E823,0
E824,1
E825,1
E826,0
E827,0
E828,1
E829,1
E830,0
E831,1
E832,1
E833,1
E834,0
E835,0
E836,0
E837,0
E838,1
E839,1
E840,1
E841,0
E842,0
E843,1
E844,0
E845,1
E846,0
E847,1
E848,1
E849,0
E850,0
E851,0
E852,0
E853,0
E854,0
E855,0
E856,0
E857,0
E858,0
E859,0
E860,1
E861,0
E862,1
E863,0
E864,1
E865,1
E866,0
E867,1
E868,1
E869,0
E870,1
E871,1
E872,1
E873,0
E874,1
E875,1
E876,1
E877,0
E878,1
E879,0
E880,1
E881,1
E882,0
E883,0
E884,1
E885,0
E886,0
E887,0
E888,1
E889,1
E890,1
E891,1
E892,1
E893,1
E894,0
E895,0
E896,0
E897,1
E898,1
E899,1
E900,1
E901,0
E902,1
E903,1
E904,1
E905,0
E906,1
E907,1
E908,0
E909,0
E910,0
E911,1
E912,0
E913,1
E914,0
E915,1
E916,0
E917,1
E918,1
E919,1
E920,1
E921,1
E922,1
E923,1
E924,1
E925,1
E926,1
E927,0
E928,1
E929,1
E930,1
E931,1
E932,1
E933,0
E934,0
E935,0
E936,0
E937,0
E938,1
E939,1
E940,0
E941,0
E942,0
E943,0
E944,0
E945,1
E946,1
E947,1
E948,0
E949,0
E950,0
E951,1
E952,1
E953,0
E954,1
E955,0
E956,0
E957,0
E958,1
E959,0
E960,1
E961,0
E962,0
E963,0
E964,0
E965,0
E966,1
E967,1
E968,1
E969,1
E970,1
E971,0
E972,0
E973,1
E974,0
E975,1
E976,0
E977,0
E978,0
E979,0
E980,0
E981,0
E982,0
E983,0
E984,1
E985,1
E986,0
E987,0
E988,1
E989,0
E990,1
E991,0
E992,1
E993,1
E994,0
E995,1
E996,0
E997,1
E998,1
E999,0
