,PseudoTime1,PseudoTime2,PseudoTime3
E600_405,NA,0.50628,NA
E397_767,0.96106,NA,NA
E732_276,0.34422,NA,NA
E15_721,0.90327,NA,NA
E4_320,NA,NA,0.3995
E436_553,NA,NA,0.69221
E41_452,NA,0.56533,NA
E288_113,NA,0.13945,NA
E251_270,0.33668,NA,NA
E144_173,0.21482,NA,NA
E570_507,NA,0.63442,NA
E697_343,NA,0.42839,NA
E379_797,0.99874,NA,NA
E8_427,NA,0.53392,NA
E531_24,0.02764,NA,NA
E852_8,0.00754,NA,NA
E303_583,NA,0.7299,NA
E417_709,NA,NA,0.88819
E447_81,NA,NA,0.09925
E585_305,0.38065,NA,NA
E830_548,0.68593,NA,NA
E975_763,0.95603,NA,NA
E597_399,0.49874,NA,NA
E157_78,NA,0.09548,NA
E424_757,0.94849,NA,NA
E280_146,NA,NA,0.1809
E216_122,NA,0.15075,NA
E491_35,0.04146,NA,NA
E858_85,0.10427,NA,NA
E854_30,NA,0.03518,NA
E966_381,NA,NA,0.47613
E947_610,NA,0.76382,NA
E430_511,0.63945,NA,NA
E738_772,NA,NA,0.96734
E733_286,0.35678,NA,NA
E776_528,NA,0.6608,NA
E472_174,NA,0.21608,NA
E193_273,NA,NA,0.34045
E364_679,NA,NA,0.8505
E983_456,NA,0.57035,NA
E298_120,NA,0.14824,NA
E675_498,0.62312,NA,NA
E150_277,NA,NA,0.34548
E788_75,NA,0.09171,NA
E807_158,NA,0.19598,NA
E647_150,0.18593,NA,NA
E106_744,0.93216,NA,NA
E136_606,0.75879,NA,NA
E787_446,0.55779,NA,NA
E132_777,NA,NA,0.97362
E963_408,NA,0.51005,NA
E780_653,NA,0.81784,NA
E635_56,NA,0.06784,NA
E316_131,0.16206,NA,NA
E214_766,0.9598,NA,NA
E1_758,NA,0.94975,NA
E363_35,0.04146,NA,NA
E791_408,NA,0.51005,NA
E245_7,NA,NA,0.00628
E148_173,NA,0.21482,NA
E373_250,NA,0.31156,NA
E343_743,NA,0.9309,NA
E612_716,0.89698,NA,NA
E369_397,NA,NA,0.49623
E501_471,0.5892,NA,NA
E352_149,NA,NA,0.18467
E712_777,0.97362,NA,NA
E998_84,NA,0.10302,NA
E874_578,NA,NA,0.72362
E835_421,NA,0.52638,NA
E310_186,NA,0.23116,NA
E7_175,NA,0.21734,NA
E719_231,NA,NA,0.28769
E279_715,0.89573,NA,NA
E769_227,NA,NA,0.28266
E292_701,NA,NA,0.87814
E108_457,NA,NA,0.57161
E359_274,NA,0.34171,NA
E479_178,0.22111,NA,NA
E977_216,0.26884,NA,NA
E512_713,NA,0.89322,NA
E550_706,NA,NA,0.88442
E862_241,0.30025,NA,NA
E952_733,NA,NA,0.91834
E91_259,NA,0.32286,NA
E371_190,NA,NA,0.23618
E621_663,NA,NA,0.8304
E677_362,0.45226,NA,NA
E429_269,NA,NA,0.33543
E20_385,0.48116,NA,NA
E648_150,NA,NA,0.18593
E599_417,0.52136,NA,NA
E683_658,0.82412,NA,NA
E334_525,NA,0.65704,NA
E146_554,NA,0.69347,NA
E795_267,NA,0.33291,NA
E629_10,NA,NA,0.01005
E299_532,NA,0.66583,NA
E433_142,NA,0.17588,NA
E956_305,0.38065,NA,NA
E368_476,0.59548,NA,NA
E661_605,NA,0.75754,NA
E967_470,NA,NA,0.58794
E543_38,NA,0.04523,NA
E670_183,NA,0.22739,NA
E515_629,0.78769,NA,NA
E845_642,NA,NA,0.80402
E520_506,NA,0.63317,NA
E622_319,NA,NA,0.39824
E54_133,NA,0.16457,NA
E139_470,NA,NA,0.58794
E716_368,NA,0.4598,NA
E821_346,NA,NA,0.43216
E820_679,NA,NA,0.8505
E267_287,NA,0.35804,NA
E212_316,NA,NA,0.39447
E523_3,NA,0.00126,NA
E615_162,0.20101,NA,NA
E37_447,0.55905,NA,NA
E671_568,NA,0.71106,NA
E767_35,NA,0.04146,NA
E335_23,NA,NA,0.02638
E238_686,NA,NA,0.8593
E485_11,0.01131,NA,NA
E336_769,NA,NA,0.96357
E255_484,0.60553,NA,NA
E322_442,0.55276,NA,NA
E673_433,0.54146,NA,NA
E475_352,0.4397,NA,NA
E559_127,NA,0.15704,NA
E321_730,NA,0.91457,NA
E119_445,NA,0.55653,NA
E82_137,0.1696,NA,NA
E586_156,NA,0.19347,NA
E698_631,NA,NA,0.7902
E843_697,NA,0.87312,NA
E575_118,NA,0.14573,NA
E403_254,NA,0.31658,NA
E330_662,NA,NA,0.82915
E183_740,0.92714,NA,NA
E941_615,0.7701,NA,NA
E638_525,NA,0.65704,NA
E468_191,NA,NA,0.23744
E584_581,NA,0.72739,NA
E667_501,NA,0.62688,NA
E950_32,NA,0.03769,NA
E934_36,NA,0.04271,NA
E154_60,NA,NA,0.07286
E374_233,NA,NA,0.2902
E764_70,0.08543,NA,NA
E850_681,NA,0.85302,NA
E127_445,0.55653,NA,NA
E938_11,NA,NA,0.01131
E174_575,NA,NA,0.71985
E370_743,0.9309,NA,NA
E391_477,0.59673,NA,NA
E308_424,NA,NA,0.53015
E992_31,NA,0.03643,NA
E171_381,NA,0.47613,NA
E958_590,NA,0.73869,NA
E628_123,NA,NA,0.15201
E705_711,NA,0.8907,NA
E987_517,NA,0.64698,NA
E533_53,0.06407,NA,NA
E362_288,NA,0.3593,NA
E936_13,NA,0.01382,NA
E446_75,NA,NA,0.09171
E999_30,NA,0.03518,NA
E184_729,NA,NA,0.91332
E953_435,NA,NA,0.54397
E287_87,0.10678,NA,NA
E763_466,NA,0.58291,NA
E498_16,NA,0.01759,NA
E31_481,0.60176,NA,NA
E22_440,0.55025,NA,NA
E182_693,NA,0.86809,NA
E684_443,NA,0.55402,NA
E93_505,NA,NA,0.63191
E341_512,0.6407,NA,NA
E760_132,NA,NA,0.16332
E413_137,NA,0.1696,NA
E107_360,NA,0.44975,NA
E155_700,0.87688,NA,NA
E646_411,NA,NA,0.51382
E547_64,0.07789,NA,NA
E271_390,NA,NA,0.48744
E231_125,0.15452,NA,NA
E282_393,NA,NA,0.49121
E2_635,NA,0.79523,NA
E793_607,NA,0.76005,NA
E205_756,NA,0.94724,NA
E659_293,NA,NA,0.36558
E88_72,0.08794,NA,NA
E275_366,0.45729,NA,NA
E393_139,0.17211,NA,NA
E405_608,NA,0.76131,NA
E463_753,NA,NA,0.94347
E806_132,NA,0.16332,NA
E45_6,0.00503,NA,NA
E404_613,NA,0.76759,NA
E200_554,NA,NA,0.69347
E76_132,NA,NA,0.16332
E564_304,NA,0.3794,NA
E207_41,NA,NA,0.04899
E268_341,NA,NA,0.42588
E818_272,0.3392,NA,NA
E994_419,NA,NA,0.52387
E486_120,0.14824,NA,NA
E218_431,0.53894,NA,NA
E943_755,NA,NA,0.94598
E84_41,0.04899,NA,NA
E691_373,NA,NA,0.46608
E223_279,NA,0.34799,NA
E892_784,0.98241,NA,NA
E951_226,NA,NA,0.28141
E881_208,NA,NA,0.25879
E185_79,NA,NA,0.09673
E18_688,NA,NA,0.86181
E296_474,NA,NA,0.59296
E61_292,NA,NA,0.36432
E846_32,NA,NA,0.03769
E608_288,NA,0.3593,NA
E724_457,NA,NA,0.57161
E556_263,0.32789,NA,NA
E537_143,NA,0.17714,NA
E569_152,0.18844,NA,NA
E861_435,0.54397,NA,NA
E662_224,0.27889,NA,NA
E815_782,0.9799,NA,NA
E420_645,0.80779,NA,NA
E946_5,NA,NA,0.00377
E714_774,0.96985,NA,NA
E731_273,NA,NA,0.34045
E400_17,0.01884,NA,NA
E901_212,NA,NA,0.26382
E441_666,0.83417,NA,NA
E201_534,NA,0.66834,NA
E924_83,NA,0.10176,NA
E955_278,NA,0.34673,NA
E342_337,NA,NA,0.42085
E510_437,NA,NA,0.54648
E607_74,0.09045,NA,NA
E702_248,0.30905,NA,NA
E21_331,0.41332,NA,NA
E759_710,NA,0.88945,NA
E885_323,NA,0.40327,NA
E27_715,NA,0.89573,NA
E116_33,NA,0.03894,NA
E903_688,0.86181,NA,NA
E696_592,0.74121,NA,NA
E65_265,NA,0.3304,NA
E63_330,NA,0.41206,NA
E460_132,NA,NA,0.16332
E470_305,NA,0.38065,NA
E777_401,NA,0.50126,NA
E594_198,NA,NA,0.24623
E851_413,NA,0.51633,NA
E177_240,0.29899,NA,NA
E526_174,0.21608,NA,NA
E503_780,NA,0.97739,NA
E882_554,NA,0.69347,NA
E247_209,NA,NA,0.26005
E98_630,NA,NA,0.78894
E213_587,0.73492,NA,NA
E449_271,NA,0.33794,NA
E124_595,NA,NA,0.74497
E931_507,NA,NA,0.63442
E409_463,0.57915,NA,NA
E741_661,0.82789,NA,NA
E317_18,0.0201,NA,NA
E595_366,0.45729,NA,NA
E834_392,NA,0.48995,NA
E226_494,NA,0.61809,NA
E674_89,NA,0.1093,NA
E632_701,NA,NA,0.87814
E249_709,NA,NA,0.88819
E286_699,0.87563,NA,NA
E869_445,0.55653,NA,NA
E534_171,NA,NA,0.21231
E121_652,0.81658,NA,NA
E778_793,NA,NA,0.99372
E389_78,NA,0.09548,NA
E90_120,NA,0.14824,NA
E701_91,NA,0.11181,NA
E973_751,NA,0.94095,NA
E169_254,0.31658,NA,NA
E775_471,0.5892,NA,NA
E258_306,0.38191,NA,NA
E347_164,0.20352,NA,NA
E695_205,0.25503,NA,NA
E480_38,NA,NA,0.04523
E798_417,0.52136,NA,NA
E248_599,NA,0.75,NA
E729_633,NA,NA,0.79271
E327_344,0.42965,NA,NA
E563_136,NA,0.16834,NA
E329_148,NA,0.18342,NA
E644_217,0.2701,NA,NA
E692_125,NA,NA,0.15452
E907_447,NA,0.55905,NA
E110_509,NA,0.63693,NA
E880_197,NA,0.24497,NA
E898_477,0.59673,NA,NA
E195_155,NA,NA,0.19221
E589_533,NA,NA,0.66709
E250_475,0.59422,NA,NA
E926_342,0.42714,NA,NA
E797_123,0.15201,NA,NA
E681_179,NA,NA,0.22236
E172_495,NA,0.61935,NA
E710_761,0.95352,NA,NA
E574_549,NA,NA,0.68719
E33_43,NA,NA,0.05151
E747_25,NA,NA,0.02889
E118_630,0.78894,NA,NA
E685_13,0.01382,NA,NA
E122_353,0.44095,NA,NA
E715_434,NA,NA,0.54271
E582_170,0.21106,NA,NA
E517_191,0.23744,NA,NA
E656_274,NA,NA,0.34171
E610_766,NA,0.9598,NA
E536_84,NA,0.10302,NA
E940_236,NA,NA,0.29397
E264_215,NA,0.26759,NA
E39_480,NA,NA,0.6005
E202_369,NA,0.46106,NA
E14_519,NA,NA,0.6495
E117_357,NA,0.44598,NA
E415_594,NA,NA,0.74372
E960_743,0.9309,NA,NA
E630_705,NA,NA,0.88317
E44_2,NA,0.0,NA
E257_319,NA,0.39824,NA
E868_662,0.82915,NA,NA
E284_343,NA,0.42839,NA
E887_776,NA,0.97236,NA
E538_564,0.70603,NA,NA
E466_117,0.14447,NA,NA
E356_307,NA,NA,0.38317
E380_353,NA,0.44095,NA
E545_131,NA,0.16206,NA
E102_760,NA,NA,0.95226
E928_768,0.96231,NA,NA
E143_223,0.27764,NA,NA
E857_307,NA,NA,0.38317
E326_220,NA,0.27387,NA
E293_37,0.04397,NA,NA
E198_356,0.44472,NA,NA
E513_686,NA,0.8593,NA
E457_104,NA,NA,0.12814
E289_47,NA,0.05653,NA
E870_346,NA,NA,0.43216
E120_461,0.57663,NA,NA
E982_310,NA,NA,0.38693
E407_768,NA,NA,0.96231
E549_419,NA,0.52387,NA
E711_13,NA,0.01382,NA
E222_629,NA,NA,0.78769
E276_149,NA,0.18467,NA
E325_646,NA,NA,0.80905
E744_329,NA,0.4108,NA
E555_302,0.37688,NA,NA
E375_627,0.78518,NA,NA
E126_113,NA,NA,0.13945
E752_704,NA,0.88191,NA
E997_328,NA,NA,0.40955
E888_4,NA,0.00251,NA
E689_53,0.06407,NA,NA
E340_798,NA,1.0,NA
E694_437,0.54648,NA,NA
E965_164,NA,NA,0.20352
E360_646,NA,0.80905,NA
E252_486,0.60804,NA,NA
E378_184,0.22864,NA,NA
E606_573,NA,0.71734,NA
E842_570,0.71357,NA,NA
E495_45,0.05402,NA,NA
E899_417,0.52136,NA,NA
E481_20,NA,NA,0.02261
E923_565,NA,NA,0.70729
E115_504,NA,0.63065,NA
E147_218,NA,NA,0.27136
E337_558,0.69849,NA,NA
E713_654,NA,0.8191,NA
E721_488,NA,NA,0.61055
E476_321,NA,0.40075,NA
E71_111,0.13693,NA,NA
E97_220,NA,0.27387,NA
E557_357,NA,NA,0.44598
E133_448,NA,0.5603,NA
E883_124,NA,NA,0.15327
E354_12,NA,0.01256,NA
E957_81,NA,0.09925,NA
E77_193,NA,0.23995,NA
E658_269,NA,NA,0.33543
E278_191,NA,0.23744,NA
E16_75,NA,0.09171,NA
E46_248,NA,NA,0.30905
E314_471,NA,NA,0.5892
E792_585,0.73241,NA,NA
E745_770,NA,0.96482,NA
E781_680,NA,0.85176,NA
E802_699,0.87563,NA,NA
E497_488,NA,0.61055,NA
E700_386,NA,NA,0.48241
E418_423,NA,0.52889,NA
E866_681,NA,NA,0.85302
E382_98,NA,NA,0.1206
E427_475,NA,0.59422,NA
E878_429,NA,0.53643,NA
E894_522,NA,NA,0.65327
E864_379,0.47362,NA,NA
E227_141,NA,NA,0.17462
E62_697,NA,NA,0.87312
E328_691,0.86558,NA,NA
E657_490,NA,0.61307,NA
E631_253,NA,0.31533,NA
E421_94,0.11558,NA,NA
E217_151,NA,NA,0.18719
E596_182,NA,NA,0.22613
E822_554,NA,0.69347,NA
E707_76,NA,NA,0.09296
E137_288,NA,NA,0.3593
E642_22,NA,0.02513,NA
E431_716,NA,0.89698,NA
E318_173,NA,0.21482,NA
E970_274,NA,0.34171,NA
E176_753,NA,0.94347,NA
E42_167,0.20729,NA,NA
E181_765,NA,0.95854,NA
E825_686,0.8593,NA,NA
E532_242,NA,NA,0.30151
E134_193,NA,0.23995,NA
E412_606,0.75879,NA,NA
E853_428,NA,NA,0.53518
E650_414,NA,NA,0.51759
E891_539,NA,0.67462,NA
E219_479,NA,0.59925,NA
E518_348,NA,0.43467,NA
E944_575,NA,0.71985,NA
E406_674,NA,0.84422,NA
E74_385,NA,0.48116,NA
E910_367,NA,NA,0.45854
E784_183,NA,NA,0.22739
E814_68,NA,NA,0.08291
E981_759,0.95101,NA,NA
E590_508,NA,0.63568,NA
E425_793,NA,0.99372,NA
E6_471,NA,NA,0.5892
E239_198,0.24623,NA,NA
E812_607,NA,NA,0.76005
E889_694,0.86935,NA,NA
E884_373,0.46608,NA,NA
E768_224,NA,0.27889,NA
E58_612,0.76633,NA,NA
E548_480,NA,0.6005,NA
E753_525,NA,NA,0.65704
E717_698,NA,0.87437,NA
E355_245,0.30528,NA,NA
E896_117,NA,0.14447,NA
E496_648,NA,0.81156,NA
E945_90,0.11055,NA,NA
E164_101,0.12437,NA,NA
E811_44,NA,0.05276,NA
E346_764,NA,0.95729,NA
E311_443,0.55402,NA,NA
E693_432,NA,0.5402,NA
E748_465,0.58166,NA,NA
E665_238,NA,0.29648,NA
E163_241,NA,0.30025,NA
E558_638,NA,NA,0.79899
E243_420,0.52513,NA,NA
E17_214,NA,0.26633,NA
E95_786,0.98492,NA,NA
E478_176,NA,0.21859,NA
E263_14,NA,0.01508,NA
E949_479,NA,0.59925,NA
E794_268,NA,NA,0.33417
E504_211,NA,NA,0.26256
E929_263,NA,0.32789,NA
E300_83,0.10176,NA,NA
E527_483,0.60427,NA,NA
E810_71,NA,0.08668,NA
E285_450,NA,NA,0.56281
E524_89,0.1093,NA,NA
E803_501,0.62688,NA,NA
E484_635,NA,NA,0.79523
E35_42,0.05025,NA,NA
E708_445,NA,0.55653,NA
E730_96,0.11809,NA,NA
E351_521,NA,NA,0.65201
E408_551,NA,0.6897,NA
E800_52,NA,NA,0.06281
E414_222,NA,0.27638,NA
E151_434,NA,NA,0.54271
E376_516,NA,NA,0.64573
E221_272,NA,0.3392,NA
E220_318,NA,NA,0.39698
E805_630,NA,0.78894,NA
E385_73,0.0892,NA,NA
E448_699,0.87563,NA,NA
E571_465,NA,NA,0.58166
E123_648,0.81156,NA,NA
E365_739,0.92588,NA,NA
E633_165,NA,0.20477,NA
E104_402,NA,0.50251,NA
E521_571,0.71482,NA,NA
E129_582,NA,NA,0.72864
E832_245,NA,0.30528,NA
E742_637,NA,NA,0.79774
E849_571,0.71482,NA,NA
E313_646,NA,0.80905,NA
E984_616,0.77136,NA,NA
E654_735,NA,0.92085,NA
E766_347,NA,NA,0.43342
E720_295,NA,NA,0.36809
E175_184,NA,NA,0.22864
E28_696,NA,NA,0.87186
E467_228,0.28392,NA,NA
E294_116,NA,0.14322,NA
E240_123,0.15201,NA,NA
E224_557,NA,0.69724,NA
E253_360,0.44975,NA,NA
E244_504,NA,NA,0.63065
E591_90,NA,NA,0.11055
E111_788,NA,0.98744,NA
E301_643,NA,NA,0.80528
E233_494,0.61809,NA,NA
E939_555,NA,NA,0.69472
E906_420,NA,0.52513,NA
E236_481,0.60176,NA,NA
E92_28,NA,0.03266,NA
E660_201,NA,0.25,NA
E736_378,NA,0.47236,NA
E735_415,0.51884,NA,NA
E402_270,NA,0.33668,NA
E942_76,NA,0.09296,NA
E158_60,NA,0.07286,NA
E419_562,NA,0.70352,NA
E770_671,0.84045,NA,NA
E353_94,0.11558,NA,NA
E493_641,0.80276,NA,NA
E867_103,NA,NA,0.12688
E349_442,NA,0.55276,NA
E516_643,NA,NA,0.80528
E357_72,NA,0.08794,NA
E508_794,NA,NA,0.99497
E828_461,NA,NA,0.57663
E863_745,0.93342,NA,NA
E309_745,0.93342,NA,NA
E528_634,NA,NA,0.79397
E138_629,NA,0.78769,NA
E492_221,NA,0.27513,NA
E877_793,0.99372,NA,NA
E848_14,0.01508,NA,NA
E530_58,0.07035,NA,NA
E50_784,0.98241,NA,NA
E651_786,NA,NA,0.98492
E790_95,NA,0.11683,NA
E750_600,0.75126,NA,NA
E47_337,0.42085,NA,NA
E726_181,NA,NA,0.22487
E930_5,0.00377,NA,NA
E653_261,NA,NA,0.32538
E971_196,0.24372,NA,NA
E100_287,NA,NA,0.35804
E232_147,NA,0.18216,NA
E488_283,0.35302,NA,NA
E649_264,NA,0.32915,NA
E529_119,NA,NA,0.14698
E893_494,0.61809,NA,NA
E627_186,NA,NA,0.23116
E573_725,NA,0.90829,NA
E55_110,NA,NA,0.13568
E68_101,NA,0.12437,NA
E67_663,NA,0.8304,NA
E844_117,NA,0.14447,NA
E783_161,NA,0.19975,NA
E440_411,NA,NA,0.51382
E383_675,0.84548,NA,NA
E161_180,0.22362,NA,NA
E687_186,NA,0.23116,NA
E0_711,NA,NA,0.8907
E439_588,0.73618,NA,NA
E180_411,0.51382,NA,NA
E831_756,NA,NA,0.94724
E900_33,NA,NA,0.03894
E875_293,NA,0.36558,NA
E974_652,NA,0.81658,NA
E105_355,NA,0.44347,NA
E680_718,0.8995,NA,NA
E568_776,0.97236,NA,NA
E443_393,NA,NA,0.49121
E978_646,NA,0.80905,NA
E73_175,NA,0.21734,NA
E399_603,NA,NA,0.75503
E57_172,0.21357,NA,NA
E918_232,0.28894,NA,NA
E959_483,NA,NA,0.60427
E566_24,NA,0.02764,NA
E192_129,NA,0.15955,NA
E384_621,NA,NA,0.77764
E833_121,NA,0.1495,NA
E751_455,NA,NA,0.5691
E312_610,NA,0.76382,NA
E872_341,0.42588,NA,NA
E873_589,NA,0.73744,NA
E489_710,NA,NA,0.88945
E577_650,NA,0.81407,NA
E817_373,NA,NA,0.46608
E306_327,0.40829,NA,NA
E450_32,NA,NA,0.03769
E969_321,NA,NA,0.40075
E686_211,0.26256,NA,NA
E78_419,NA,0.52387,NA
E190_697,NA,NA,0.87312
E737_125,0.15452,NA,NA
E551_608,NA,NA,0.76131
E544_81,0.09925,NA,NA
E401_447,NA,0.55905,NA
E29_463,NA,0.57915,NA
E48_738,0.92462,NA,NA
E911_108,0.13317,NA,NA
E426_109,0.13442,NA,NA
E580_472,NA,0.59045,NA
E434_481,NA,NA,0.60176
E511_531,0.66457,NA,NA
E80_96,NA,0.11809,NA
E166_146,NA,0.1809,NA
E109_744,NA,0.93216,NA
E99_706,NA,0.88442,NA
E755_213,0.26508,NA,NA
E620_772,0.96734,NA,NA
E270_631,NA,0.7902,NA
E320_97,0.11935,NA,NA
E128_205,0.25503,NA,NA
E727_791,NA,NA,0.99121
E995_365,NA,NA,0.45603
E152_742,NA,NA,0.92965
E410_562,0.70352,NA,NA
E199_102,NA,0.12563,NA
E94_613,0.76759,NA,NA
E890_629,0.78769,NA,NA
E464_592,NA,NA,0.74121
E225_365,NA,NA,0.45603
E572_162,NA,NA,0.20101
E36_722,0.90452,NA,NA
E344_337,NA,NA,0.42085
E499_710,NA,NA,0.88945
E535_44,NA,NA,0.05276
E381_767,NA,NA,0.96106
E756_404,NA,0.50503,NA
E919_75,NA,0.09171,NA
E474_28,NA,NA,0.03266
E228_338,0.42211,NA,NA
E739_362,NA,0.45226,NA
E234_466,NA,0.58291,NA
E838_38,NA,0.04523,NA
E23_220,NA,0.27387,NA
E131_759,NA,NA,0.95101
E611_715,NA,0.89573,NA
E307_328,0.40955,NA,NA
E361_549,NA,0.68719,NA
E196_130,NA,NA,0.1608
E740_533,NA,NA,0.66709
E703_11,NA,NA,0.01131
E976_145,0.17965,NA,NA
E827_582,NA,NA,0.72864
E771_776,NA,0.97236,NA
E203_275,0.34296,NA,NA
E38_174,NA,0.21608,NA
E859_377,NA,0.47111,NA
E980_192,NA,NA,0.23869
E991_26,NA,NA,0.03015
E876_632,0.79146,NA,NA
E324_566,NA,0.70854,NA
E576_600,NA,0.75126,NA
E664_752,NA,NA,0.94221
E509_298,NA,NA,0.37186
E5_745,0.93342,NA,NA
E540_581,NA,0.72739,NA
E840_609,0.76256,NA,NA
E617_697,NA,0.87312,NA
E261_80,NA,NA,0.09799
E809_785,NA,NA,0.98367
E879_325,NA,0.40578,NA
E458_608,NA,NA,0.76131
E655_775,0.97111,NA,NA
E886_363,0.45352,NA,NA
E539_374,0.46734,NA,NA
E996_103,0.12688,NA,NA
E168_784,0.98241,NA,NA
E473_467,NA,0.58417,NA
E437_622,NA,NA,0.77889
E390_669,0.83794,NA,NA
E392_234,NA,NA,0.29146
E552_687,NA,0.86055,NA
E968_459,0.57412,NA,NA
E304_131,0.16206,NA,NA
E204_254,0.31658,NA,NA
E546_365,NA,0.45603,NA
E452_169,NA,NA,0.2098
E506_376,0.46985,NA,NA
E377_668,NA,NA,0.83668
E836_26,NA,NA,0.03015
E993_433,NA,NA,0.54146
E272_299,0.37312,NA,NA
E348_318,0.39698,NA,NA
E319_512,0.6407,NA,NA
E604_340,NA,NA,0.42462
E601_150,0.18593,NA,NA
E560_327,NA,NA,0.40829
E12_233,NA,NA,0.2902
E961_69,NA,0.08417,NA
E598_394,NA,NA,0.49246
E749_768,NA,0.96231,NA
E718_110,0.13568,NA,NA
E189_11,NA,0.01131,NA
E11_671,NA,NA,0.84045
E178_50,0.0603,NA,NA
E676_206,NA,0.25628,NA
E70_335,0.41834,NA,NA
E774_711,NA,0.8907,NA
E237_266,NA,NA,0.33166
E908_141,NA,0.17462,NA
E624_268,NA,0.33417,NA
E461_62,NA,0.07538,NA
E444_3,0.00126,NA,NA
E990_428,NA,NA,0.53518
E49_90,0.11055,NA,NA
E43_497,NA,0.62186,NA
E141_306,NA,0.38191,NA
E912_568,NA,0.71106,NA
E215_644,NA,NA,0.80653
E395_522,0.65327,NA,NA
E808_272,NA,NA,0.3392
E507_244,NA,NA,0.30402
E423_629,NA,NA,0.78769
E159_603,0.75503,NA,NA
E824_566,NA,0.70854,NA
E669_315,NA,0.39322,NA
E135_145,0.17965,NA,NA
E636_402,NA,0.50251,NA
E462_706,0.88442,NA,NA
E191_494,NA,NA,0.61809
E565_415,NA,0.51884,NA
E442_51,NA,0.06156,NA
E75_101,NA,NA,0.12437
E130_695,0.8706,NA,NA
E229_604,NA,NA,0.75628
E699_146,NA,0.1809,NA
E482_177,NA,0.21985,NA
E704_622,0.77889,NA,NA
E613_255,NA,0.31784,NA
E170_414,NA,0.51759,NA
E725_644,NA,NA,0.80653
E663_405,0.50628,NA,NA
E52_184,0.22864,NA,NA
E387_116,0.14322,NA,NA
E773_16,NA,0.01759,NA
E948_344,NA,0.42965,NA
E583_174,0.21608,NA,NA
E643_640,0.80151,NA,NA
E167_57,NA,NA,0.0691
E388_413,NA,NA,0.51633
E639_105,NA,0.1294,NA
E839_628,0.78643,NA,NA
E331_554,NA,0.69347,NA
E246_210,0.26131,NA,NA
E398_27,0.03141,NA,NA
E625_756,0.94724,NA,NA
E860_78,0.09548,NA,NA
E188_449,NA,NA,0.56156
E456_748,NA,NA,0.93719
E723_116,NA,NA,0.14322
