,cl
E628,1
E629,1
E630,1
E631,1
E632,1
E633,0
E634,0
E635,1
E636,1
E637,1
E638,1
E639,0
E640,1
E641,1
E642,0
E643,0
E644,1
E645,0
E646,0
E647,1
E648,1
E649,1
E650,0
E651,1
E652,1
E653,0
E654,0
E655,0
E656,0
E657,0
E658,0
E659,1
E660,1
E661,0
E662,1
E663,0
E664,1
E665,0
E666,0
E667,1
E668,0
E669,0
E670,0
E671,0
E672,1
E673,1
E674,1
E675,1
E676,0
E677,0
E678,1
E679,0
E680,0
E681,0
E682,1
E683,1
E684,1
E685,1
E686,0
E687,1
E688,0
E689,1
E690,0
E691,1
E692,1
E693,1
E694,1
E695,0
E696,1
E697,0
E698,1
E699,0
E700,0
E701,1
E702,0
E703,1
E704,0
E705,1
E706,1
E707,0
E708,1
E709,1
E710,0
E711,1
E712,0
E713,1
E714,1
E715,1
E716,0
E717,1
E718,0
E719,0
E720,0
E721,0
E722,0
E723,1
E724,1
E725,0
E726,0
E727,0
E728,1
E729,0
E730,1
E731,1
E732,1
E733,1
E734,0
E735,0
E736,0
E737,0
E738,0
E739,0
E740,1
E741,1
E742,0
E743,0
E744,1
E745,0
E746,0
E747,0
E748,1
E749,1
E750,1
E751,1
E752,0
E753,1
E754,0
E755,0
E756,1
E757,0
E758,0
E759,1
E760,1
E761,1
E762,1
E763,0
E764,1
E765,0
E766,1
E767,1
E768,1
E769,0
E770,0
E771,1
E772,0
E773,1
E774,1
E775,1
E776,0
E777,0
E778,1
E779,1
E780,1
E781,1
E782,0
E783,1
E784,0
E785,0
E786,1
E787,1
E788,1
E789,1
E790,0
E791,1
E792,1
E793,0
E794,0
E795,0
E796,0
E797,0
E798,1
E799,0
E800,1
E801,0
E802,0
E803,1
E804,0
E805,1
E806,1
E807,0
E808,1
E809,1
E810,0
E811,1
E812,0
E813,0
E814,0
E815,1
E816,0
E817,0
E818,0
E819,1
E820,1
E821,1
E822,1
E823,0
E824,0
E825,1
E826,1
E827,1
E828,0
E829,0
E830,1
E831,0
E832,0
E833,1
E834,0
E835,1
E836,0
E837,0
E838,1
E839,1
E840,1
E841,1
E842,0
E843,1
E844,1
E845,0
E846,1
E847,1
E848,1
E849,0
E850,0
E851,1
E852,1
E853,0
E854,0
E855,1
E856,1
E857,0
E858,1
E859,0
E860,1
E861,1
E862,0
E863,1
E864,1
E865,0
E866,1
E867,0
E868,1
E869,0
E870,1
E871,0
E872,0
E873,1
E874,1
E875,0
E876,0
E877,1
E878,0
E879,0
E880,1
E881,1
E882,1
E883,0
E884,1
E885,0
E886,0
E887,1
E888,0
E889,1
E890,1
E891,0
E892,0
E893,0
E894,0
E895,0
E896,1
E897,1
E898,1
E899,0
E900,1
E901,1
E902,1
E903,0
E904,0
E905,0
E906,0
E907,1
E908,1
E909,1
E910,1
E911,1
E912,0
E913,0
E914,1
E915,1
E916,1
E917,1
E918,0
E919,0
E920,0
E921,0
E922,1
E923,1
E924,0
E925,0
E926,0
E927,0
E928,0
E929,1
E930,0
E931,0
E932,1
E933,1
E934,1
E935,1
E936,0
E937,1
E938,1
E939,1
E940,1
E941,1
E942,0
E943,1
E944,0
E945,0
E946,0
E947,1
E948,1
E949,1
E950,1
E951,0
E952,0
E953,1
E954,0
E955,1
E956,1
E957,0
E958,1
E959,1
E960,1
E961,1
E962,0
E963,0
E964,1
E965,1
E966,0
E967,1
E968,1
E969,0
E970,1
E971,1
E972,0
E973,0
E974,1
E975,1
E976,0
E977,0
E978,1
E979,1
E980,0
E981,0
E982,1
E983,1
E984,0
E985,0
E986,1
E987,1
E988,0
E989,1
E990,0
E991,0
E992,1
E993,1
E994,1
E995,0
E996,0
E997,0
E998,1
E999,1
