,PseudoTime1,PseudoTime2
E85_672,0.84191,NA
E165_172,0.21455,NA
E115_612,0.76662,NA
E627_332,0.41531,NA
E882_516,0.64617,NA
E52_512,0.64115,NA
E984_325,NA,0.40652
E663_130,0.16186,NA
E982_13,0.01506,NA
E75_221,0.27604,NA
E678_223,0.27854,NA
E618_738,NA,0.92472
E399_246,NA,0.3074
E794_553,0.6926,NA
E680_518,0.64868,NA
E426_684,NA,0.85696
E466_619,NA,0.77541
E939_379,NA,0.47428
E743_657,0.82309,NA
E207_350,0.43789,NA
E364_602,NA,0.75408
E729_660,0.82685,NA
E437_229,NA,0.28607
E84_79,0.09787,NA
E894_444,0.55583,NA
E599_398,0.49812,NA
E292_391,NA,0.48934
E94_695,NA,0.87077
E512_465,0.58218,NA
E486_402,NA,0.50314
E178_325,NA,0.40652
E690_329,0.41154,NA
E418_101,0.12547,NA
E283_495,0.61982,NA
E655_676,0.84693,NA
E302_11,0.01255,NA
E297_37,NA,0.04517
E352_248,NA,0.30991
E740_306,NA,0.38269
E768_545,NA,0.68256
E762_271,NA,0.33877
E159_419,0.52447,NA
E501_21,0.02509,NA
E910_795,0.99624,NA
E45_768,0.96236,NA
E68_348,NA,0.43538
E326_644,NA,0.80678
E660_434,NA,0.54329
E175_146,NA,0.18193
E39_431,NA,0.53952
E693_650,NA,0.8143
E494_25,NA,0.03011
E905_474,NA,0.59348
E899_685,NA,0.85822
E727_248,NA,0.30991
E205_118,NA,0.1468
E721_346,NA,0.43287
E497_516,NA,0.64617
E888_463,0.57967,NA
E427_161,NA,0.20075
E259_742,NA,0.92974
E373_141,NA,0.17566
E56_18,NA,0.02133
E254_421,NA,0.52698
E937_412,0.51568,NA
E2_714,NA,0.8946
E698_407,NA,0.50941
E757_170,0.21205,NA
E315_218,0.27227,NA
E997_663,NA,0.83061
E574_2,NA,0.00125
E340_89,0.11041,NA
E457_144,0.17942,NA
E870_547,NA,0.68507
E102_26,0.03137,NA
E502_164,0.20452,NA
E24_395,NA,0.49435
E210_94,NA,0.11669
E223_612,0.76662,NA
E0_406,0.50816,NA
E784_669,0.83814,NA
E549_325,NA,0.40652
E957_130,0.16186,NA
E253_698,0.87453,NA
E103_94,0.11669,NA
E19_474,0.59348,NA
E973_379,0.47428,NA
E602_328,0.41029,NA
E887_543,0.68005,NA
E624_390,0.48808,NA
E150_411,NA,0.51443
E948_88,0.10916,NA
E29_672,NA,0.84191
E95_312,0.39021,NA
E892_472,0.59097,NA
E174_425,NA,0.53199
E801_736,0.92221,NA
E751_186,0.23212,NA
E805_247,NA,0.30866
E463_60,NA,0.07403
E567_14,0.01631,NA
E504_353,NA,0.44166
E346_182,0.2271,NA
E295_64,0.07905,NA
E766_612,0.76662,NA
E756_113,NA,0.14053
E968_787,NA,0.9862
E238_435,NA,0.54454
E235_534,NA,0.66876
E832_261,NA,0.32622
E355_377,NA,0.47177
E644_561,0.70263,NA
E26_73,0.09034,NA
E796_339,0.42409,NA
E275_658,0.82434,NA
E140_126,NA,0.15684
E837_62,NA,0.07654
E105_655,0.82058,NA
E675_326,0.40778,NA
E452_468,NA,0.58595
E826_478,0.59849,NA
E691_42,0.05144,NA
E331_541,0.67754,NA
E211_747,0.93601,NA
E359_296,NA,0.37014
E593_706,NA,0.88457
E489_19,0.02258,NA
E771_97,0.12045,NA
E548_471,0.58971,NA
E201_94,NA,0.11669
E342_47,NA,0.05772
E208_299,NA,0.3739
E282_699,NA,0.87578
E478_786,0.98494,NA
E182_664,NA,0.83187
E21_113,NA,0.14053
E874_778,NA,0.97491
E702_112,NA,0.13927
E305_711,NA,0.89084
E428_252,NA,0.31493
E120_663,0.83061,NA
E936_42,NA,0.05144
E380_394,0.4931,NA
E944_564,0.7064,NA
E376_167,0.20828,NA
E402_11,NA,0.01255
E980_327,NA,0.40903
E846_518,NA,0.64868
E97_775,NA,0.97114
E242_88,0.10916,NA
E922_433,NA,0.54203
E393_186,NA,0.23212
E318_237,0.29611,NA
E746_273,0.34128,NA
E508_767,NA,0.9611
E410_576,NA,0.72146
E408_179,0.22334,NA
E866_581,0.72773,NA
E233_588,NA,0.73651
E682_788,NA,0.98745
E176_702,0.87955,NA
E354_71,NA,0.08783
E859_704,NA,0.88206
E881_784,NA,0.98243
E134_26,NA,0.03137
E203_669,NA,0.83814
E777_525,0.65747,NA
E707_466,NA,0.58344
E895_10,0.01129,NA
E747_248,0.30991,NA
E717_687,NA,0.86073
E187_486,NA,0.60853
E213_474,NA,0.59348
E719_695,0.87077,NA
E951_278,NA,0.34755
E491_467,0.58469,NA
E695_76,0.0941,NA
E146_688,0.86198,NA
E953_55,NA,0.06775
E656_384,NA,0.48055
E357_19,NA,0.02258
E596_602,NA,0.75408
E436_131,0.16311,NA
E267_508,NA,0.63614
E377_284,NA,0.35508
E815_384,0.48055,NA
E278_689,NA,0.86324
E128_407,NA,0.50941
E28_316,0.39523,NA
E569_514,0.64366,NA
E736_352,NA,0.4404
E361_538,NA,0.67378
E741_573,NA,0.71769
E455_81,NA,0.10038
E943_438,NA,0.54831
E648_678,NA,0.84944
E73_407,NA,0.50941
E869_398,0.49812,NA
E18_763,NA,0.95609
E865_686,0.85947,NA
E836_555,0.69511,NA
E156_436,NA,0.5458
E490_683,NA,0.85571
E136_106,NA,0.13174
E985_52,NA,0.06399
E834_294,NA,0.36763
E684_211,NA,0.26349
E110_178,NA,0.22208
E665_170,0.21205,NA
E55_78,0.09661,NA
E863_367,0.45922,NA
E542_577,NA,0.72271
E442_672,0.84191,NA
E488_796,0.99749,NA
E541_444,0.55583,NA
E505_709,0.88833,NA
E237_654,0.81932,NA
E929_609,0.76286,NA
E169_493,0.61731,NA
E250_245,0.30615,NA
E290_670,0.8394,NA
E172_168,0.20954,NA
E676_252,NA,0.31493
E666_544,NA,0.6813
E632_311,NA,0.38896
E366_1,NA,0.0
E323_449,0.56211,NA
E83_72,NA,0.08908
E785_94,NA,0.11669
E190_325,0.40652,NA
E584_386,0.48306,NA
E999_416,0.5207,NA
E41_460,NA,0.57591
E585_519,0.64994,NA
E998_368,0.46048,NA
E252_687,NA,0.86073
E202_450,NA,0.56336
E301_497,NA,0.62233
E667_184,0.22961,NA
E950_429,0.53701,NA
E829_177,0.22083,NA
E720_324,NA,0.40527
E243_687,NA,0.86073
E619_282,0.35257,NA
E479_54,NA,0.0665
E461_344,0.43036,NA
E763_599,0.75031,NA
E230_161,NA,0.20075
E344_691,NA,0.86575
E415_24,NA,0.02886
E432_177,NA,0.22083
E177_471,0.58971,NA
E532_199,0.24843,NA
E363_254,NA,0.31744
E989_184,0.22961,NA
E25_345,NA,0.43162
E482_491,0.61481,NA
E289_649,NA,0.81305
E409_143,0.17817,NA
E467_134,NA,0.16688
E125_109,NA,0.13551
E517_584,NA,0.73149
E926_41,NA,0.05019
E603_597,NA,0.7478
E70_425,0.53199,NA
E388_794,0.99498,NA
E731_474,NA,0.59348
E212_561,0.70263,NA
E231_454,0.56838,NA
E220_618,0.77415,NA
E594_15,NA,0.01757
E538_469,0.5872,NA
E42_589,NA,0.73777
E963_442,NA,0.55332
E114_564,0.7064,NA
E173_502,NA,0.62861
E464_47,NA,0.05772
E725_8,NA,0.00878
E200_400,0.50063,NA
E828_711,NA,0.89084
E424_553,0.6926,NA
E823_721,NA,0.90339
E492_398,NA,0.49812
E476_139,NA,0.17315
E81_18,0.02133,NA
E5_235,NA,0.2936
E540_235,0.2936,NA
E830_675,0.84567,NA
E459_141,0.17566,NA
E703_166,0.20703,NA
E438_766,0.95985,NA
E17_454,NA,0.56838
E658_705,NA,0.88331
E769_57,NA,0.07026
E974_653,0.81807,NA
E685_457,NA,0.57215
E636_514,NA,0.64366
E525_407,NA,0.50941
E814_32,NA,0.0389
E954_111,NA,0.13802
E752_598,NA,0.74906
E522_372,0.4655,NA
E450_753,NA,0.94354
E403_424,NA,0.53074
E754_7,NA,0.00753
E285_775,NA,0.97114
E831_57,NA,0.07026
E933_754,0.94479,NA
E407_469,0.5872,NA
E147_32,0.0389,NA
E272_232,NA,0.28984
E816_667,0.83563,NA
E806_367,NA,0.45922
E715_768,0.96236,NA
E625_793,NA,0.99373
E652_346,NA,0.43287
E6_383,0.4793,NA
E353_285,NA,0.35634
E368_573,NA,0.71769
E932_268,0.33501,NA
E271_773,NA,0.96863
E69_275,0.34379,NA
E107_373,0.46675,NA
E947_384,0.48055,NA
E465_77,NA,0.09536
E934_699,NA,0.87578
E844_235,NA,0.2936
E781_607,NA,0.76035
E277_373,NA,0.46675
E855_716,NA,0.89711
E483_350,0.43789,NA
E554_349,NA,0.43664
E626_138,NA,0.17189
E89_137,0.17064,NA
E351_339,0.42409,NA
E645_737,NA,0.92346
E191_584,0.73149,NA
E701_350,0.43789,NA
E713_721,NA,0.90339
E779_69,0.08532,NA
E726_469,NA,0.5872
E557_705,NA,0.88331
E189_180,0.22459,NA
E365_412,0.51568,NA
E671_379,0.47428,NA
E959_561,0.70263,NA
E521_751,0.94103,NA
E383_243,NA,0.30364
E813_737,NA,0.92346
E556_267,NA,0.33375
E783_547,NA,0.68507
E404_448,0.56085,NA
E735_742,NA,0.92974
E940_247,0.30866,NA
E530_361,0.45169,NA
E473_491,NA,0.61481
E867_277,NA,0.3463
E329_741,0.92848,NA
E787_289,NA,0.36136
E610_295,NA,0.36888
E833_10,0.01129,NA
E143_452,0.56587,NA
E877_40,NA,0.04893
E509_336,NA,0.42033
E972_493,0.61731,NA
E550_505,0.63237,NA
E543_34,0.04141,NA
E108_210,NA,0.26223
E27_455,0.56964,NA
E401_626,NA,0.78419
E400_568,NA,0.71142
E791_209,NA,0.26098
E792_593,0.74279,NA
E60_374,0.46801,NA
E369_65,0.0803,NA
E245_81,0.10038,NA
E864_75,0.09285,NA
E906_406,NA,0.50816
E571_83,0.10289,NA
E928_690,0.86449,NA
E638_518,0.64868,NA
E761_767,0.9611,NA
E183_145,NA,0.18068
E503_142,NA,0.17691
E261_303,0.37892,NA
E9_168,NA,0.20954
E468_370,NA,0.46299
E696_670,NA,0.8394
E686_495,NA,0.61982
E332_393,NA,0.49184
E848_214,0.26725,NA
E284_214,NA,0.26725
E573_86,NA,0.10665
E499_566,0.70891,NA
E927_557,0.69762,NA
E470_329,NA,0.41154
E969_284,NA,0.35508
E249_712,NA,0.8921
E144_301,0.37641,NA
E381_603,NA,0.75533
E258_263,0.32873,NA
E820_302,0.37767,NA
E281_420,NA,0.52572
E416_678,0.84944,NA
E523_117,0.14555,NA
E181_94,NA,0.11669
E372_320,0.40025,NA
E96_710,NA,0.88959
E907_570,NA,0.71393
E378_514,0.64366,NA
E11_383,NA,0.4793
E818_743,NA,0.93099
E287_19,0.02258,NA
E4_756,0.9473,NA
E854_564,0.7064,NA
E32_73,0.09034,NA
E879_402,0.50314,NA
E420_727,NA,0.91092
E621_120,NA,0.14931
E439_20,NA,0.02384
E797_57,NA,0.07026
E799_217,NA,0.27102
E227_679,NA,0.85069
E118_655,NA,0.82058
E152_69,NA,0.08532
E35_453,0.56713,NA
E966_196,NA,0.24467
E760_602,0.75408,NA
E661_452,NA,0.56587
E580_731,0.91593,NA
E723_459,NA,0.57465
E188_44,NA,0.05395
E960_145,0.18068,NA
E637_612,0.76662,NA
E812_584,NA,0.73149
E74_686,NA,0.85947
E226_335,0.41907,NA
E265_244,NA,0.30489
E824_130,0.16186,NA
E722_698,NA,0.87453
E119_702,0.87955,NA
E309_689,NA,0.86324
E605_339,0.42409,NA
E962_439,0.54956,NA
E338_645,0.80803,NA
E320_255,NA,0.3187
E577_166,0.20703,NA
E288_56,0.06901,NA
E387_722,NA,0.90464
E589_517,NA,0.64743
E566_77,NA,0.09536
E845_300,NA,0.37516
E411_527,0.65997,NA
E151_387,NA,0.48432
E651_104,0.12923,NA
E535_370,NA,0.46299
E924_5,0.00502,NA
E441_191,NA,0.23839
E349_176,0.21957,NA
E961_686,NA,0.85947
E620_270,NA,0.33752
E811_214,0.26725,NA
E255_230,NA,0.28733
E129_434,NA,0.54329
E568_33,0.04015,NA
E986_217,0.27102,NA
E406_596,0.74655,NA
E339_503,NA,0.62986
E65_708,NA,0.88708
E745_139,NA,0.17315
E942_733,0.91844,NA
E971_420,0.52572,NA
E43_629,0.78795,NA
E996_696,0.87202,NA
E789_117,0.14555,NA
E396_333,NA,0.41656
E733_70,NA,0.08657
E516_430,NA,0.53827
E431_22,NA,0.02635
E749_49,0.06023,NA
E662_208,NA,0.25972
E57_717,NA,0.89837
E808_604,NA,0.75659
E16_472,NA,0.59097
E841_506,0.63363,NA
E50_713,NA,0.89335
E978_428,0.53576,NA
E180_639,0.8005,NA
E994_275,NA,0.34379
E803_60,NA,0.07403
E967_168,NA,0.20954
E280_396,0.49561,NA
E274_639,0.8005,NA
E390_439,0.54956,NA
E851_637,0.79799,NA
E739_324,0.40527,NA
E141_427,NA,0.5345
E33_585,NA,0.73275
E443_343,0.42911,NA
E872_599,0.75031,NA
E737_490,0.61355,NA
E657_698,0.87453,NA
E262_396,0.49561,NA
E591_397,NA,0.49686
E706_388,0.48557,NA
E487_446,0.55834,NA
E310_726,0.90966,NA
E578_694,0.86951,NA
E155_178,NA,0.22208
E776_115,NA,0.14304
E527_482,NA,0.60351
E539_248,0.30991,NA
E137_613,0.76788,NA
E414_257,NA,0.3212
E875_665,NA,0.83312
E298_420,NA,0.52572
E912_437,NA,0.54705
E903_131,NA,0.16311
E104_34,NA,0.04141
E392_512,0.64115,NA
E786_787,NA,0.9862
E730_648,0.81179,NA
E398_544,NA,0.6813
E185_290,0.36261,NA
E611_381,0.47679,NA
E917_577,NA,0.72271
E534_782,0.97992,NA
E633_780,NA,0.97742
E251_577,0.72271,NA
E724_480,NA,0.601
E780_177,0.22083,NA
E453_395,NA,0.49435
E923_766,NA,0.95985
E49_613,NA,0.76788
E778_641,0.80301,NA
E397_402,0.50314,NA
E949_346,0.43287,NA
E800_466,0.58344,NA
E44_417,0.52196,NA
E229_422,0.52823,NA
E423_739,NA,0.92597
E646_163,NA,0.20326
E822_114,NA,0.14178
E683_84,0.10414,NA
E871_402,NA,0.50314
E798_482,0.60351,NA
E153_754,NA,0.94479
E206_1,NA,0.0
E883_106,NA,0.13174
E935_163,0.20326,NA
E506_476,0.59598,NA
E308_384,0.48055,NA
E649_576,0.72146,NA
E469_37,NA,0.04517
E67_762,NA,0.95483
E753_200,0.24969,NA
E87_166,NA,0.20703
E145_770,0.96487,NA
E919_699,0.87578,NA
E412_353,NA,0.44166
E111_51,0.06274,NA
E606_766,NA,0.95985
E451_784,0.98243,NA
E600_556,0.69636,NA
E793_93,NA,0.11543
E299_230,0.28733,NA
E244_64,NA,0.07905
E106_591,0.74028,NA
E313_623,0.78043,NA
E853_56,0.06901,NA
E856_341,NA,0.4266
E430_233,NA,0.29109
E417_401,NA,0.50188
E809_412,NA,0.51568
E474_200,0.24969,NA
E433_142,0.17691,NA
E537_259,NA,0.32371
E759_762,NA,0.95483
E889_280,0.35006,NA
E307_475,0.59473,NA
E839_266,0.3325,NA
E221_213,0.266,NA
E913_359,NA,0.44918
E77_723,NA,0.9059
E116_286,NA,0.35759
E650_280,0.35006,NA
E669_723,NA,0.9059
E222_302,NA,0.37767
E266_727,NA,0.91092
E382_203,0.25345,NA
E279_293,NA,0.36637
E668_651,NA,0.81556
E689_652,0.81681,NA
E256_139,NA,0.17315
E98_129,0.1606,NA
E544_532,0.66625,NA
E170_68,NA,0.08407
E219_475,NA,0.59473
E897_749,NA,0.93852
E86_491,NA,0.61481
E560_616,0.77164,NA
E581_30,NA,0.03639
E139_552,0.69134,NA
E385_374,0.46801,NA
E802_797,0.99875,NA
E515_525,NA,0.65747
E31_782,0.97992,NA
E513_580,NA,0.72647
E705_768,0.96236,NA
E348_734,NA,0.9197
E471_30,0.03639,NA
E303_773,0.96863,NA
E257_246,0.3074,NA
E225_407,0.50941,NA
E196_693,0.86826,NA
E306_598,0.74906,NA
E564_626,0.78419,NA
E268_291,NA,0.36386
E562_570,0.71393,NA
E63_517,NA,0.64743
E807_532,0.66625,NA
E579_711,NA,0.89084
E7_456,NA,0.57089
E462_777,0.97365,NA
E218_110,NA,0.13676
E681_644,NA,0.80678
E750_384,0.48055,NA
E168_488,NA,0.61104
E612_608,0.76161,NA
E765_325,0.40652,NA
E336_326,0.40778,NA
E511_358,0.44793,NA
E296_448,0.56085,NA
E193_705,NA,0.88331
E981_370,0.46299,NA
E22_454,0.56838,NA
E575_661,0.82811,NA
E171_476,0.59598,NA
E616_719,0.90088,NA
E614_659,0.8256,NA
E456_379,0.47428,NA
E911_68,NA,0.08407
E653_347,NA,0.43413
E510_320,0.40025,NA
E559_107,0.133,NA
E979_578,0.72396,NA
E36_715,0.89586,NA
E711_164,NA,0.20452
E526_517,0.64743,NA
E59_244,NA,0.30489
E909_422,0.52823,NA
E704_439,0.54956,NA
E248_494,0.61857,NA
E127_407,0.50941,NA
E672_319,NA,0.399
E955_523,NA,0.65496
E590_286,0.35759,NA
E434_411,NA,0.51443
E858_576,0.72146,NA
E878_558,NA,0.69887
E232_147,0.18319,NA
E993_531,0.66499,NA
E291_628,NA,0.7867
E122_313,NA,0.39147
E179_686,NA,0.85947
E54_569,0.71267,NA
E286_651,0.81556,NA
E885_283,NA,0.35383
E764_90,0.11167,NA
E709_779,0.97616,NA
E53_710,0.88959,NA
E902_80,NA,0.09912
E319_789,NA,0.98871
E931_384,0.48055,NA
E113_532,0.66625,NA
E449_768,0.96236,NA
E444_254,0.31744,NA
E520_169,NA,0.21079
E738_631,NA,0.79046
E918_267,0.33375,NA
E58_308,0.38519,NA
E908_232,0.28984,NA
E13_469,NA,0.5872
E615_612,0.76662,NA
E335_94,NA,0.11669
E958_594,0.74404,NA
E264_525,NA,0.65747
E460_748,0.93726,NA
E293_36,NA,0.04391
E186_316,0.39523,NA
E72_415,NA,0.51945
E333_16,NA,0.01882
E350_567,NA,0.71016
E160_33,NA,0.04015
E322_648,NA,0.81179
E914_677,NA,0.84818
E312_695,0.87077,NA
E500_712,0.8921,NA
E71_75,0.09285,NA
E773_388,NA,0.48557
E595_758,0.94981,NA
E964_110,0.13676,NA
E121_121,NA,0.15056
E558_445,0.55709,NA
E921_370,NA,0.46299
E448_475,NA,0.59473
E347_122,NA,0.15182
E197_218,NA,0.27227
E716_262,NA,0.32748
E748_460,NA,0.57591
E117_224,NA,0.2798
E531_46,NA,0.05646
E970_6,NA,0.00627
E838_724,0.90715,NA
E699_241,NA,0.30113
E300_100,NA,0.12422
E391_473,NA,0.59222
E38_145,0.18068,NA
E601_322,NA,0.40276
E216_46,NA,0.05646
E842_212,NA,0.26474
E337_346,NA,0.43287
E421_668,0.83689,NA
E847_82,0.10163,NA
E99_446,NA,0.55834
E358_678,0.84944,NA
E321_225,0.28105,NA
E317_376,NA,0.47051
E904_85,NA,0.1054
E992_247,NA,0.30866
E263_582,0.72898,NA
E945_509,NA,0.63739
E386_607,0.76035,NA
E687_434,0.54329,NA
E61_407,NA,0.50941
E92_285,NA,0.35634
E447_521,NA,0.65245
E860_555,NA,0.69511
E586_147,0.18319,NA
E767_247,0.30866,NA
E164_655,NA,0.82058
E379_256,0.31995,NA
E770_349,0.43664,NA
E995_608,0.76161,NA
E276_467,NA,0.58469
E742_346,NA,0.43287
E405_271,NA,0.33877
E886_23,0.0276,NA
E247_467,NA,0.58469
E607_66,0.08156,NA
E677_335,NA,0.41907
E639_744,0.93225,NA
E435_145,NA,0.18068
E446_73,0.09034,NA
E445_576,NA,0.72146
E976_27,0.03262,NA
E630_431,0.53952,NA
E774_783,NA,0.98118
E345_590,0.73902,NA
E215_140,NA,0.1744
E328_602,NA,0.75408
E708_90,0.11167,NA
E900_284,0.35508,NA
E93_541,NA,0.67754
E239_561,NA,0.70263
E728_646,0.80928,NA
E795_374,NA,0.46801
E100_534,NA,0.66876
E861_342,NA,0.42785
E132_164,NA,0.20452
E80_217,NA,0.27102
E66_713,0.89335,NA
E311_185,NA,0.23087
E192_87,0.1079,NA
E673_178,0.22208,NA
E217_236,0.29486,NA
E941_379,0.47428,NA
E324_793,NA,0.99373
E821_785,0.98369,NA
E23_796,0.99749,NA
E79_547,NA,0.68507
E304_564,0.7064,NA
E48_469,0.5872,NA
E628_12,0.0138,NA
E371_414,0.51819,NA
E524_242,0.30238,NA
E654_127,0.15809,NA
E149_679,0.85069,NA
E316_415,0.51945,NA
E367_798,1.0,NA
E360_717,NA,0.89837
E167_638,0.79925,NA
E990_557,0.69762,NA
E425_352,0.4404,NA
E518_345,NA,0.43162
E788_157,NA,0.19573
E194_280,0.35006,NA
E356_306,NA,0.38269
E477_745,0.9335,NA
E572_158,0.19699,NA
E782_220,NA,0.27478
E269_57,NA,0.07026
E138_23,NA,0.0276
E893_49,0.06023,NA
E10_186,NA,0.23212
E30_443,0.55458,NA
E389_524,NA,0.65621
E37_492,NA,0.61606
E90_557,0.69762,NA
E533_198,NA,0.24718
E82_644,0.80678,NA
E495_187,NA,0.23338
E88_87,NA,0.1079
E330_574,NA,0.71895
E343_61,0.07528,NA
E334_730,NA,0.91468
E246_621,NA,0.77792
E133_172,NA,0.21455
E891_328,0.41029,NA
E123_253,0.31619,NA
E458_366,0.45797,NA
E422_203,0.25345,NA
E270_285,NA,0.35634
E374_618,0.77415,NA
E240_675,0.84567,NA
E76_374,NA,0.46801
E775_637,0.79799,NA
E613_592,0.74153,NA
E47_293,0.36637,NA
E642_539,0.67503,NA
E819_523,0.65496,NA
E395_327,NA,0.40903
E898_614,NA,0.76913
E714_559,NA,0.70013
E325_74,0.09159,NA
E718_120,0.14931,NA
E631_43,0.0527,NA
E835_731,NA,0.91593
E209_237,NA,0.29611
E480_283,0.35383,NA
E46_83,NA,0.10289
E876_500,0.6261,NA
E224_124,NA,0.15433
