,cl
E268,0
E269,0
E270,1
E271,1
E272,1
E273,0
E274,0
E275,1
E276,1
E277,1
E278,1
E279,0
E280,0
E281,1
E282,1
E283,0
E284,0
E285,0
E286,1
E287,1
E288,1
E289,0
E290,1
E291,1
E292,1
E293,0
E294,1
E295,0
E296,0
E297,0
E298,0
E299,1
E300,1
E301,1
E302,1
E303,1
E304,1
E305,0
E306,1
E307,1
E308,0
E309,0
E310,0
E311,1
E312,0
E313,0
E314,1
E315,0
E316,0
E317,1
E318,1
E319,1
E320,1
E321,1
E322,1
E323,1
E324,0
E325,0
E326,1
E327,0
E328,1
E329,1
E330,0
E331,1
E332,1
E333,1
E334,0
E335,1
E336,1
E337,0
E338,1
E339,0
E340,0
E341,1
E342,0
E343,0
E344,1
E345,0
E346,0
E347,0
E348,0
E349,1
E350,0
E351,1
E352,1
E353,0
E354,1
E355,1
E356,0
E357,1
E358,1
E359,1
E360,0
E361,1
E362,0
E363,1
E364,0
E365,1
E366,1
E367,1
E368,1
E369,0
E370,1
E371,1
E372,1
E373,0
E374,0
E375,1
E376,0
E377,1
E378,0
E379,1
E380,1
E381,1
E382,0
E383,0
E384,0
E385,0
E386,1
E387,0
E388,0
E389,0
E390,1
E391,0
E392,0
E393,0
E394,1
E395,1
E396,1
E397,1
E398,1
E399,1
E400,1
E401,1
E402,0
E403,1
E404,1
E405,1
E406,1
E407,0
E408,1
E409,0
E410,1
E411,0
E412,1
E413,1
E414,1
E415,0
E416,0
E417,1
E418,1
E419,0
E420,0
E421,1
E422,0
E423,1
E424,0
E425,1
E426,1
E427,1
E428,1
E429,1
E430,1
E431,1
E432,0
E433,0
E434,0
E435,1
E436,1
E437,0
E438,1
E439,1
E440,1
E441,1
E442,0
E443,1
E444,0
E445,1
E446,1
E447,0
E448,1
E449,1
E450,1
E451,0
E452,1
E453,1
E454,1
E455,1
E456,1
E457,1
E458,0
E459,1
E460,0
E461,1
E462,1
E463,0
E464,1
E465,0
E466,0
E467,1
E468,1
E469,1
E470,1
E471,1
E472,1
E473,1
E474,1
E475,1
E476,1
E477,0
E478,1
E479,1
E480,0
E481,0
E482,1
E483,1
E484,1
E485,1
E486,0
E487,1
E488,1
E489,0
E490,1
E491,1
E492,1
E493,1
E494,0
E495,0
E496,1
E497,0
E498,1
E499,0
E500,0
E501,0
E502,1
E503,0
E504,1
E505,0
E506,0
E507,1
E508,1
E509,1
E510,1
E511,1
E512,1
E513,1
E514,0
E515,1
E516,0
E517,1
E518,1
E519,1
E520,1
E521,0
E522,0
E523,1
E524,1
E525,1
E526,1
E527,1
E528,1
E529,1
E530,1
E531,0
E532,1
E533,1
E534,1
E535,0
E536,1
E537,0
E538,1
E539,0
E540,1
E541,0
E542,1
E543,0
E544,1
E545,1
E546,0
E547,1
E548,0
E549,0
E550,0
E551,0
E552,1
E553,1
E554,1
E555,1
E556,1
E557,1
E558,0
E559,0
E560,1
E561,1
E562,0
E563,0
E564,0
E565,1
E566,0
E567,0
E568,1
E569,1
E570,1
E571,0
E572,0
E573,1
E574,1
E575,0
E576,1
E577,1
E578,0
E579,0
E580,1
E581,0
E582,0
E583,0
E584,0
E585,0
E586,1
E587,0
E588,0
E589,0
E590,1
E591,0
E592,1
E593,1
E594,1
E595,0
E596,0
E597,1
E598,0
E599,0
E600,0
E601,0
E602,0
E603,1
E604,0
E605,1
E606,0
E607,0
E608,0
E609,1
E610,0
E611,1
E612,1
E613,0
E614,1
E615,0
E616,1
E617,1
E618,0
E619,1
E620,1
E621,1
E622,1
E623,0
E624,1
E625,1
E626,1
E627,0
E628,1
E629,1
E630,0
E631,0
E632,1
E633,1
E634,0
E635,0
E636,1
E637,1
E638,0
E639,0
E640,0
E641,0
E642,1
E643,1
E644,1
E645,1
E646,0
E647,0
E648,1
E649,1
E650,1
E651,1
E652,0
E653,0
E654,0
E655,0
E656,0
E657,0
E658,0
E659,0
E660,0
E661,1
E662,1
E663,0
E664,0
E665,0
E666,1
E667,0
E668,1
E669,0
E670,0
E671,1
E672,1
E673,0
E674,1
E675,1
E676,0
E677,1
E678,0
E679,0
E680,0
E681,1
E682,1
E683,1
E684,1
E685,1
E686,0
E687,1
E688,1
E689,0
E690,0
E691,1
E692,1
E693,1
E694,1
E695,1
E696,0
E697,0
E698,1
E699,1
E700,0
E701,1
E702,1
E703,0
E704,1
E705,1
E706,0
E707,1
E708,0
E709,1
E710,1
E711,0
E712,1
E713,0
E714,1
E715,0
E716,0
E717,0
E718,0
E719,1
E720,1
E721,1
E722,0
E723,1
E724,0
E725,1
E726,0
E727,0
E728,1
E729,0
E730,1
E731,0
E732,0
E733,1
E734,1
E735,0
E736,1
E737,1
E738,0
E739,1
E740,1
E741,1
E742,0
E743,0
E744,1
E745,1
E746,1
E747,1
E748,1
E749,1
E750,0
E751,0
E752,0
E753,0
E754,1
E755,1
E756,1
E757,0
E758,1
E759,1
E760,0
E761,1
E762,1
E763,0
E764,0
E765,0
E766,0
E767,0
E768,1
E769,1
E770,1
E771,0
E772,1
E773,1
E774,0
E775,0
E776,0
E777,1
E778,1
E779,1
E780,1
E781,1
E782,1
E783,1
E784,1
E785,1
E786,1
E787,0
E788,0
E789,1
E790,1
E791,1
E792,0
E793,0
E794,1
E795,0
E796,0
E797,1
E798,0
E799,1
E800,0
E801,0
E802,0
E803,1
E804,1
E805,0
E806,0
E807,0
E808,0
E809,1
E810,1
E811,0
E812,1
E813,1
E814,0
E815,0
E816,0
E817,0
E818,1
E819,0
E820,0
E821,0
E822,0
E823,0
E824,0
E825,1
E826,0
E827,1
E828,0
E829,1
E830,1
E831,0
E832,0
E833,0
E834,0
E835,0
E836,1
E837,0
E838,0
E839,1
E840,0
E841,1
E842,1
E843,1
E844,1
E845,1
E846,1
E847,0
E848,1
E849,1
E850,0
E851,0
E852,0
E853,1
E854,1
E855,0
E856,1
E857,0
E858,0
E859,0
E860,0
E861,1
E862,1
E863,1
E864,0
E865,0
E866,1
E867,1
E868,1
E869,0
E870,1
E871,0
E872,0
E873,1
E874,1
E875,1
E876,1
E877,1
E878,1
E879,1
E880,0
E881,0
E882,0
E883,1
E884,0
E885,1
E886,0
E887,0
E888,1
E889,1
E890,0
E891,1
E892,1
E893,1
E894,0
E895,1
E896,0
E897,1
E898,1
E899,1
E900,1
E901,0
E902,1
E903,0
E904,1
E905,1
E906,0
E907,0
E908,1
E909,0
E910,0
E911,0
E912,1
E913,0
E914,1
E915,1
E916,0
E917,1
E918,1
E919,1
E920,0
E921,1
E922,0
E923,0
E924,1
E925,0
E926,0
E927,0
E928,0
E929,1
E930,1
E931,0
E932,1
E933,1
E934,1
E935,0
E936,1
E937,1
E938,0
E939,1
E940,0
E941,1
E942,1
E943,0
E944,0
E945,0
E946,1
E947,0
E948,1
E949,1
E950,1
E951,0
E952,1
E953,0
E954,1
E955,1
E956,0
E957,1
E958,1
E959,1
E960,0
E961,0
E962,1
E963,0
E964,1
E965,0
E966,1
E967,0
E968,1
E969,0
E970,0
E971,0
E972,0
E973,0
E974,1
E975,1
E976,0
E977,0
E978,0
E979,1
E980,0
E981,1
E982,1
E983,0
E984,0
E985,1
E986,0
E987,1
E988,0
E989,1
E990,0
E991,0
E992,1
E993,0
E994,1
E995,1
E996,0
E997,1
E998,0
E999,1
