,cl
E285,0
E286,0
E287,0
E288,0
E289,0
E290,0
E291,2
E292,1
E293,2
E294,0
E295,2
E296,0
E297,0
E298,1
E299,1
E300,2
E301,0
E302,0
E303,0
E304,1
E305,2
E306,1
E307,1
E308,1
E309,0
E310,2
E311,1
E312,2
E313,1
E314,1
E315,0
E316,0
E317,0
E318,1
E319,0
E320,1
E321,0
E322,2
E323,0
E324,2
E325,2
E326,2
E327,1
E328,0
E329,0
E330,2
E331,1
E332,0
E333,1
E334,1
E335,0
E336,0
E337,1
E338,2
E339,1
E340,0
E341,0
E342,1
E343,0
E344,1
E345,2
E346,0
E347,1
E348,2
E349,2
E350,1
E351,0
E352,2
E353,1
E354,1
E355,0
E356,2
E357,1
E358,2
E359,0
E360,0
E361,2
E362,0
E363,2
E364,1
E365,0
E366,0
E367,2
E368,1
E369,1
E370,0
E371,1
E372,1
E373,0
E374,1
E375,0
E376,2
E377,2
E378,1
E379,2
E380,1
E381,1
E382,2
E383,2
E384,1
E385,1
E386,2
E387,1
E388,2
E389,0
E390,1
E391,2
E392,0
E393,0
E394,2
E395,1
E396,0
E397,2
E398,0
E399,0
E400,1
E401,1
E402,2
E403,0
E404,1
E405,2
E406,2
E407,0
E408,2
E409,0
E410,0
E411,0
E412,0
E413,0
E414,0
E415,0
E416,0
E417,1
E418,2
E419,0
E420,0
E421,2
E422,1
E423,0
E424,2
E425,2
E426,0
E427,1
E428,2
E429,1
E430,2
E431,1
E432,2
E433,1
E434,0
E435,2
E436,0
E437,0
E438,1
E439,2
E440,0
E441,0
E442,2
E443,0
E444,0
E445,0
E446,1
E447,2
E448,1
E449,1
E450,0
E451,1
E452,0
E453,2
E454,2
E455,1
E456,2
E457,2
E458,0
E459,2
E460,0
E461,2
E462,2
E463,2
E464,2
E465,1
E466,2
E467,2
E468,1
E469,2
E470,0
E471,0
E472,1
E473,0
E474,0
E475,2
E476,2
E477,0
E478,0
E479,1
E480,2
E481,2
E482,2
E483,1
E484,2
E485,1
E486,1
E487,1
E488,0
E489,0
E490,2
E491,0
E492,0
E493,1
E494,0
E495,2
E496,1
E497,0
E498,2
E499,2
E500,2
E501,0
E502,2
E503,2
E504,1
E505,1
E506,0
E507,0
E508,1
E509,1
E510,1
E511,0
E512,0
E513,0
E514,0
E515,2
E516,0
E517,1
E518,0
E519,2
E520,2
E521,1
E522,2
E523,0
E524,0
E525,0
E526,2
E527,2
E528,2
E529,0
E530,1
E531,0
E532,2
E533,1
E534,1
E535,0
E536,2
E537,0
E538,1
E539,1
E540,0
E541,2
E542,0
E543,2
E544,2
E545,1
E546,0
E547,2
E548,0
E549,0
E550,1
E551,0
E552,2
E553,1
E554,1
E555,0
E556,1
E557,2
E558,0
E559,0
E560,1
E561,1
E562,2
E563,1
E564,0
E565,1
E566,0
E567,1
E568,1
E569,2
E570,1
E571,1
E572,1
E573,0
E574,0
E575,2
E576,0
E577,0
E578,0
E579,2
E580,2
E581,1
E582,1
E583,2
E584,2
E585,1
E586,2
E587,0
E588,1
E589,1
E590,0
E591,0
E592,2
E593,2
E594,1
E595,2
E596,2
E597,2
E598,0
E599,1
E600,0
E601,0
E602,0
E603,2
E604,0
E605,2
E606,0
E607,1
E608,1
E609,2
E610,0
E611,2
E612,2
E613,1
E614,2
E615,1
E616,0
E617,0
E618,2
E619,2
E620,0
E621,0
E622,1
E623,1
E624,2
E625,2
E626,0
E627,1
E628,2
E629,1
E630,2
E631,1
E632,1
E633,2
E634,2
E635,2
E636,0
E637,2
E638,2
E639,1
E640,1
E641,1
E642,1
E643,2
E644,2
E645,1
E646,2
E647,0
E648,2
E649,2
E650,0
E651,1
E652,1
E653,2
E654,1
E655,0
E656,0
E657,1
E658,2
E659,1
E660,1
E661,0
E662,0
E663,2
E664,0
E665,1
E666,2
E667,0
E668,0
E669,0
E670,2
E671,0
E672,0
E673,0
E674,1
E675,1
E676,0
E677,0
E678,0
E679,2
E680,0
E681,1
E682,2
E683,2
E684,0
E685,1
E686,0
E687,2
E688,2
E689,2
E690,2
E691,0
E692,0
E693,1
E694,1
E695,0
E696,1
E697,0
E698,2
E699,1
E700,0
E701,1
E702,1
E703,2
E704,0
E705,2
E706,1
E707,1
E708,0
E709,0
E710,2
E711,0
E712,2
E713,1
E714,1
E715,2
E716,1
E717,1
E718,0
E719,1
E720,0
E721,2
E722,0
E723,1
E724,2
E725,0
E726,1
E727,2
E728,0
E729,2
E730,2
E731,1
E732,1
E733,1
E734,2
E735,2
E736,1
E737,0
E738,0
E739,0
E740,1
E741,2
E742,2
E743,2
E744,2
E745,1
E746,1
E747,1
E748,1
E749,1
E750,0
E751,1
E752,0
E753,0
E754,2
E755,0
E756,0
E757,2
E758,2
E759,0
E760,1
E761,2
E762,2
E763,2
E764,2
E765,2
E766,1
E767,1
E768,0
E769,2
E770,1
E771,2
E772,1
E773,1
E774,0
E775,1
E776,1
E777,0
E778,1
E779,1
E780,2
E781,2
E782,0
E783,2
E784,2
E785,1
E786,2
E787,0
E788,1
E789,1
E790,0
E791,0
E792,0
E793,1
E794,0
E795,2
E796,2
E797,2
E798,0
E799,1
E800,1
E801,1
E802,2
E803,0
E804,2
E805,2
E806,0
E807,0
E808,0
E809,2
E810,2
E811,2
E812,1
E813,1
E814,1
E815,2
E816,2
E817,2
E818,0
E819,0
E820,1
E821,2
E822,1
E823,0
E824,1
E825,2
E826,1
E827,2
E828,0
E829,1
E830,2
E831,0
E832,2
E833,0
E834,2
E835,0
E836,0
E837,2
E838,0
E839,1
E840,2
E841,2
E842,1
E843,0
E844,2
E845,2
E846,2
E847,1
E848,0
E849,2
E850,2
E851,1
E852,2
E853,2
E854,2
E855,1
E856,0
E857,0
E858,0
E859,1
E860,2
E861,1
E862,0
E863,1
E864,0
E865,2
E866,0
E867,1
E868,0
E869,2
E870,1
E871,0
E872,0
E873,0
E874,2
E875,1
E876,1
E877,0
E878,1
E879,0
E880,1
E881,0
E882,0
E883,1
E884,1
E885,1
E886,2
E887,0
E888,2
E889,1
E890,1
E891,1
E892,1
E893,2
E894,0
E895,1
E896,1
E897,1
E898,1
E899,2
E900,1
E901,1
E902,2
E903,0
E904,2
E905,2
E906,0
E907,1
E908,2
E909,1
E910,1
E911,2
E912,0
E913,0
E914,0
E915,1
E916,2
E917,0
E918,1
E919,0
E920,2
E921,0
E922,2
E923,2
E924,1
E925,1
E926,1
E927,1
E928,0
E929,0
E930,0
E931,1
E932,2
E933,2
E934,2
E935,0
E936,0
E937,1
E938,0
E939,0
E940,1
E941,1
E942,2
E943,0
E944,0
E945,0
E946,1
E947,0
E948,1
E949,1
E950,2
E951,1
E952,0
E953,1
E954,0
E955,0
E956,0
E957,2
E958,2
E959,0
E960,1
E961,2
E962,2
E963,1
E964,0
E965,2
E966,0
E967,1
E968,0
E969,1
E970,0
E971,0
E972,2
E973,0
E974,2
E975,1
E976,1
E977,0
E978,2
E979,1
E980,1
E981,2
E982,1
E983,1
E984,1
E985,0
E986,1
E987,0
E988,0
E989,0
E990,2
E991,1
E992,0
E993,2
E994,2
E995,0
E996,2
E997,1
E998,2
E999,2
