,cl
E429,0
E430,0
E431,0
E432,0
E433,1
E434,1
E435,1
E436,0
E437,0
E438,1
E439,0
E440,0
E441,1
E442,0
E443,0
E444,0
E445,1
E446,0
E447,0
E448,1
E449,0
E450,0
E451,1
E452,0
E453,0
E454,0
E455,0
E456,1
E457,0
E458,1
E459,0
E460,1
E461,0
E462,0
E463,0
E464,0
E465,0
E466,0
E467,0
E468,0
E469,0
E470,1
E471,0
E472,1
E473,0
E474,0
E475,1
E476,0
E477,0
E478,0
E479,1
E480,0
E481,1
E482,1
E483,1
E484,0
E485,0
E486,0
E487,0
E488,0
E489,1
E490,0
E491,0
E492,0
E493,0
E494,0
E495,0
E496,1
E497,1
E498,0
E499,0
E500,1
E501,0
E502,0
E503,0
E504,1
E505,0
E506,0
E507,0
E508,0
E509,1
E510,1
E511,0
E512,1
E513,0
E514,0
E515,0
E516,0
E517,0
E518,0
E519,0
E520,1
E521,0
E522,0
E523,0
E524,1
E525,0
E526,1
E527,0
E528,0
E529,1
E530,1
E531,0
E532,0
E533,0
E534,0
E535,1
E536,1
E537,0
E538,1
E539,0
E540,0
E541,0
E542,0
E543,0
E544,0
E545,0
E546,1
E547,1
E548,1
E549,0
E550,0
E551,1
E552,0
E553,0
E554,0
E555,0
E556,1
E557,0
E558,0
E559,1
E560,0
E561,0
E562,0
E563,0
E564,1
E565,1
E566,0
E567,0
E568,1
E569,1
E570,0
E571,0
E572,0
E573,0
E574,0
E575,1
E576,0
E577,0
E578,0
E579,1
E580,1
E581,1
E582,1
E583,1
E584,1
E585,1
E586,0
E587,0
E588,0
E589,0
E590,0
E591,1
E592,1
E593,1
E594,0
E595,1
E596,0
E597,0
E598,0
E599,0
E600,1
E601,1
E602,1
E603,0
E604,0
E605,0
E606,0
E607,0
E608,0
E609,0
E610,1
E611,0
E612,1
E613,1
E614,0
E615,0
E616,1
E617,0
E618,0
E619,0
E620,0
E621,0
E622,0
E623,0
E624,1
E625,1
E626,0
E627,1
E628,0
E629,0
E630,0
E631,0
E632,0
E633,0
E634,1
E635,0
E636,0
E637,1
E638,0
E639,0
E640,1
E641,1
E642,0
E643,1
E644,0
E645,0
E646,1
E647,1
E648,1
E649,0
E650,0
E651,0
E652,1
E653,0
E654,1
E655,0
E656,0
E657,0
E658,1
E659,0
E660,0
E661,0
E662,0
E663,0
E664,1
E665,0
E666,0
E667,0
E668,0
E669,0
E670,0
E671,0
E672,0
E673,1
E674,0
E675,0
E676,1
E677,1
E678,0
E679,1
E680,1
E681,1
E682,0
E683,1
E684,0
E685,1
E686,0
E687,0
E688,1
E689,1
E690,1
E691,1
E692,0
E693,0
E694,1
E695,0
E696,1
E697,0
E698,1
E699,0
E700,0
E701,0
E702,0
E703,1
E704,1
E705,0
E706,0
E707,0
E708,0
E709,0
E710,0
E711,0
E712,0
E713,0
E714,0
E715,0
E716,0
E717,0
E718,1
E719,0
E720,1
E721,1
E722,0
E723,1
E724,1
E725,0
E726,1
E727,1
E728,0
E729,1
E730,0
E731,0
E732,0
E733,1
E734,0
E735,0
E736,1
E737,0
E738,0
E739,0
E740,1
E741,1
E742,1
E743,1
E744,0
E745,1
E746,1
E747,1
E748,1
E749,1
E750,0
E751,1
E752,0
E753,0
E754,1
E755,1
E756,1
E757,1
E758,0
E759,0
E760,1
E761,0
E762,0
E763,1
E764,1
E765,1
E766,1
E767,0
E768,0
E769,0
E770,0
E771,1
E772,1
E773,0
E774,0
E775,0
E776,1
E777,1
E778,0
E779,0
E780,1
E781,0
E782,0
E783,1
E784,1
E785,0
E786,0
E787,0
E788,0
E789,1
E790,1
E791,0
E792,0
E793,0
E794,0
E795,0
E796,1
E797,0
E798,1
E799,1
E800,1
E801,1
E802,0
E803,0
E804,1
E805,1
E806,0
E807,0
E808,1
E809,0
E810,1
E811,1
E812,0
E813,0
E814,1
E815,1
E816,0
E817,0
E818,0
E819,0
E820,1
E821,0
E822,1
E823,1
E824,1
E825,1
E826,1
E827,0
E828,0
E829,0
E830,1
E831,0
E832,1
E833,0
E834,1
E835,1
E836,1
E837,0
E838,0
E839,0
E840,0
E841,0
E842,0
E843,0
E844,0
E845,0
E846,0
E847,0
E848,0
E849,0
E850,0
E851,1
E852,1
E853,1
E854,1
E855,1
E856,1
E857,1
E858,0
E859,1
E860,0
E861,0
E862,0
E863,0
E864,1
E865,1
E866,0
E867,1
E868,0
E869,1
E870,0
E871,0
E872,1
E873,1
E874,0
E875,1
E876,0
E877,0
E878,0
E879,0
E880,0
E881,0
E882,0
E883,1
E884,1
E885,0
E886,0
E887,0
E888,0
E889,0
E890,1
E891,1
E892,0
E893,0
E894,0
E895,0
E896,1
E897,0
E898,0
E899,0
E900,0
E901,0
E902,0
E903,0
E904,0
E905,0
E906,1
E907,1
E908,0
E909,1
E910,0
E911,0
E912,0
E913,0
E914,1
E915,0
E916,0
E917,0
E918,1
E919,0
E920,0
E921,0
E922,0
E923,0
E924,1
E925,0
E926,1
E927,0
E928,0
E929,0
E930,1
E931,0
E932,0
E933,0
E934,0
E935,0
E936,1
E937,0
E938,1
E939,0
E940,0
E941,1
E942,0
E943,1
E944,1
E945,0
E946,1
E947,0
E948,0
E949,0
E950,0
E951,0
E952,0
E953,0
E954,0
E955,0
E956,1
E957,1
E958,0
E959,1
E960,0
E961,0
E962,1
E963,1
E964,0
E965,0
E966,0
E967,0
E968,0
E969,1
E970,0
E971,1
E972,0
E973,0
E974,0
E975,0
E976,0
E977,0
E978,1
E979,1
E980,0
E981,1
E982,0
E983,1
E984,0
E985,1
E986,0
E987,1
E988,1
E989,0
E990,0
E991,1
E992,1
E993,0
E994,1
E995,1
E996,0
E997,1
E998,0
E999,1
