,cl
E628,0
E629,1
E630,0
E631,0
E632,1
E633,1
E634,0
E635,0
E636,1
E637,0
E638,0
E639,0
E640,0
E641,1
E642,0
E643,0
E644,0
E645,1
E646,1
E647,0
E648,1
E649,0
E650,0
E651,0
E652,1
E653,1
E654,0
E655,0
E656,1
E657,0
E658,1
E659,1
E660,1
E661,1
E662,1
E663,0
E664,0
E665,0
E666,1
E667,0
E668,1
E669,1
E670,1
E671,0
E672,1
E673,0
E674,1
E675,0
E676,1
E677,1
E678,0
E679,1
E680,0
E681,1
E682,1
E683,0
E684,1
E685,1
E686,1
E687,0
E688,0
E689,0
E690,0
E691,0
E692,1
E693,1
E694,0
E695,0
E696,1
E697,1
E698,1
E699,1
E700,1
E701,0
E702,1
E703,0
E704,0
E705,0
E706,0
E707,1
E708,0
E709,0
E710,0
E711,1
E712,0
E713,1
E714,1
E715,0
E716,1
E717,1
E718,0
E719,0
E720,1
E721,1
E722,1
E723,1
E724,1
E725,1
E726,1
E727,1
E728,0
E729,0
E730,0
E731,1
E732,1
E733,1
E734,0
E735,1
E736,1
E737,0
E738,1
E739,0
E740,1
E741,1
E742,1
E743,0
E744,1
E745,1
E746,0
E747,0
E748,1
E749,0
E750,0
E751,0
E752,1
E753,0
E754,1
E755,0
E756,1
E757,0
E758,0
E759,1
E760,0
E761,0
E762,1
E763,0
E764,0
E765,0
E766,0
E767,0
E768,1
E769,1
E770,0
E771,0
E772,1
E773,1
E774,1
E775,0
E776,1
E777,0
E778,0
E779,0
E780,0
E781,1
E782,1
E783,1
E784,0
E785,1
E786,1
E787,1
E788,1
E789,0
E790,0
E791,1
E792,0
E793,1
E794,0
E795,1
E796,0
E797,1
E798,0
E799,1
E800,0
E801,0
E802,0
E803,1
E804,1
E805,1
E806,1
E807,0
E808,1
E809,1
E810,1
E811,0
E812,1
E813,1
E814,1
E815,0
E816,0
E817,0
E818,1
E819,0
E820,0
E821,0
E822,1
E823,1
E824,0
E825,0
E826,0
E827,1
E828,1
E829,0
E830,0
E831,1
E832,1
E833,0
E834,1
E835,1
E836,0
E837,1
E838,0
E839,0
E840,0
E841,0
E842,1
E843,1
E844,1
E845,1
E846,1
E847,0
E848,0
E849,1
E850,0
E851,0
E852,1
E853,0
E854,0
E855,1
E856,1
E857,0
E858,1
E859,1
E860,1
E861,1
E862,0
E863,0
E864,0
E865,0
E866,0
E867,1
E868,1
E869,0
E870,1
E871,1
E872,0
E873,1
E874,1
E875,1
E876,0
E877,1
E878,1
E879,0
E880,0
E881,1
E882,0
E883,1
E884,1
E885,1
E886,0
E887,0
E888,0
E889,0
E890,1
E891,0
E892,0
E893,0
E894,0
E895,0
E896,1
E897,1
E898,1
E899,1
E900,0
E901,0
E902,1
E903,1
E904,1
E905,1
E906,1
E907,1
E908,0
E909,0
E910,0
E911,1
E912,1
E913,1
E914,1
E915,0
E916,0
E917,1
E918,0
E919,0
E920,0
E921,1
E922,1
E923,1
E924,0
E925,0
E926,1
E927,0
E928,0
E929,0
E930,1
E931,0
E932,0
E933,0
E934,1
E935,0
E936,1
E937,0
E938,1
E939,1
E940,0
E941,0
E942,0
E943,1
E944,0
E945,1
E946,0
E947,0
E948,0
E949,0
E950,0
E951,1
E952,1
E953,1
E954,1
E955,1
E956,0
E957,0
E958,0
E959,0
E960,0
E961,1
E962,0
E963,1
E964,0
E965,1
E966,1
E967,1
E968,1
E969,1
E970,0
E971,0
E972,0
E973,0
E974,0
E975,0
E976,0
E977,1
E978,0
E979,0
E980,1
E981,0
E982,0
E983,0
E984,1
E985,1
E986,0
E987,1
E988,0
E989,0
E990,0
E991,0
E992,1
E993,0
E994,1
E995,0
E996,0
E997,1
E998,0
E999,0
