,PseudoTime1,PseudoTime2
E848_502,NA,0.50251
E422_614,0.61484,NA
E442_309,NA,0.30893
E474_7,NA,0.00602
E238_230,0.22969,NA
E178_865,NA,0.8666
E506_775,NA,0.77633
E302_41,0.04012,NA
E583_218,NA,0.21765
E21_641,NA,0.64193
E725_916,NA,0.91775
E533_892,NA,0.89368
E995_855,0.85657,NA
E117_209,0.20863,NA
E268_194,0.19358,NA
E556_895,0.89669,NA
E648_866,NA,0.8676
E141_805,NA,0.80642
E654_897,0.8987,NA
E194_52,NA,0.05115
E484_208,0.20762,NA
E941_113,NA,0.11234
E19_359,0.35908,NA
E198_171,0.17051,NA
E64_83,0.08225,NA
E309_888,NA,0.88967
E169_665,0.666,NA
E298_184,0.18355,NA
E903_706,NA,0.70712
E142_340,0.34002,NA
E830_972,NA,0.97392
E208_658,0.65898,NA
E714_695,NA,0.69609
E948_400,NA,0.4002
E517_60,0.05918,NA
E388_503,0.50351,NA
E463_665,0.666,NA
E421_172,0.17151,NA
E437_516,0.51655,NA
E385_161,0.16048,NA
E475_487,NA,0.48746
E704_375,NA,0.37513
E284_220,NA,0.21966
E108_425,0.42528,NA
E955_582,NA,0.58275
E148_431,NA,0.43129
E87_189,0.18857,NA
E702_573,0.57372,NA
E768_265,0.26479,NA
E232_641,0.64193,NA
E307_411,NA,0.41123
E361_857,NA,0.85858
E345_831,0.8325,NA
E584_792,0.79338,NA
E84_490,0.49047,NA
E817_68,0.0672,NA
E490_212,0.21163,NA
E77_437,NA,0.43731
E382_166,NA,0.1655
E39_815,NA,0.81645
E344_440,NA,0.44032
E478_931,0.9328,NA
E724_372,0.37212,NA
E574_76,NA,0.07523
E521_927,0.92879,NA
E602_515,NA,0.51555
E545_502,0.50251,NA
E934_362,0.36209,NA
E798_530,NA,0.53059
E428_905,0.90672,NA
E908_507,NA,0.50752
E752_831,0.8325,NA
E900_744,0.74524,NA
E32_465,NA,0.4654
E120_900,0.90171,NA
E353_714,NA,0.71515
E788_730,NA,0.73119
E673_633,0.6339,NA
E200_860,0.86158,NA
E340_252,0.25176,NA
E502_177,NA,0.17653
E328_780,0.78134,NA
E134_686,0.68706,NA
E242_42,NA,0.04112
E767_515,NA,0.51555
E616_889,NA,0.89067
E781_201,NA,0.2006
E847_377,NA,0.37713
E886_171,NA,0.17051
E127_811,0.81244,NA
E384_612,0.61284,NA
E299_904,0.90572,NA
E571_977,0.97894,NA
E758_119,0.11836,NA
E145_979,0.98094,NA
E222_973,NA,0.97492
E193_861,0.86259,NA
E431_748,0.74925,NA
E800_821,NA,0.82247
E164_683,NA,0.68405
E944_501,0.5015,NA
E537_715,0.71615,NA
E319_808,NA,0.80943
E890_411,NA,0.41123
E731_302,NA,0.30191
E599_305,0.30491,NA
E816_236,NA,0.23571
E44_746,NA,0.74724
E332_821,0.82247,NA
E363_280,0.27984,NA
E214_135,0.1344,NA
E534_566,0.5667,NA
E335_837,0.83852,NA
E346_255,0.25476,NA
E235_386,0.38616,NA
E649_872,NA,0.87362
E953_484,NA,0.48445
E487_43,NA,0.04213
E683_151,NA,0.15045
E936_711,0.71214,NA
E374_570,NA,0.57071
E782_705,0.70612,NA
E718_703,0.70411,NA
E379_305,0.30491,NA
E542_344,NA,0.34403
E236_77,NA,0.07623
E465_359,NA,0.35908
E598_527,NA,0.52758
E541_574,NA,0.57472
E892_231,0.23069,NA
E940_442,0.44233,NA
E135_991,0.99298,NA
E734_903,NA,0.90471
E966_916,NA,0.91775
E962_348,NA,0.34804
E815_305,0.30491,NA
E884_575,NA,0.57573
E137_420,0.42026,NA
E263_974,0.97593,NA
E998_393,NA,0.39318
E94_616,0.61685,NA
E1_365,NA,0.3651
E685_503,NA,0.50351
E352_348,NA,0.34804
E695_762,0.76329,NA
E109_279,NA,0.27884
E146_275,0.27482,NA
E532_904,NA,0.90572
E160_727,NA,0.72818
E445_859,0.86058,NA
E804_8,NA,0.00702
E958_968,NA,0.96991
E723_22,0.02106,NA
E663_44,0.04313,NA
E479_231,NA,0.23069
E129_567,NA,0.5677
E450_28,NA,0.02708
E981_190,NA,0.18957
E525_289,0.28887,NA
E697_109,NA,0.10832
E630_260,0.25978,NA
E311_931,0.9328,NA
E170_817,0.81846,NA
E859_80,0.07924,NA
E187_642,0.64293,NA
E211_64,NA,0.06319
E36_200,0.1996,NA
E230_865,NA,0.8666
E489_998,1.0,NA
E520_516,NA,0.51655
E852_819,NA,0.82046
E354_685,0.68606,NA
E772_181,0.18054,NA
E705_303,0.30291,NA
E667_880,0.88164,NA
E538_803,0.80441,NA
E296_17,NA,0.01605
E870_437,NA,0.43731
E959_8,NA,0.00702
E100_240,NA,0.23972
E50_405,0.40522,NA
E699_632,0.6329,NA
E241_991,NA,0.99298
E755_31,NA,0.03009
E779_1,0.0,NA
E203_380,0.38014,NA
E167_458,NA,0.45838
E736_523,0.52357,NA
E75_335,0.33501,NA
E166_979,0.98094,NA
E637_849,NA,0.85055
E662_681,NA,0.68205
E47_858,NA,0.85958
E162_97,NA,0.09629
E491_174,0.17352,NA
E911_889,NA,0.89067
E721_287,0.28686,NA
E387_522,NA,0.52257
E869_622,0.62287,NA
E67_96,NA,0.09529
E369_20,NA,0.01906
E228_654,NA,0.65496
E778_160,0.15948,NA
E963_703,NA,0.70411
E276_754,NA,0.75527
E930_802,NA,0.80341
E226_468,NA,0.46841
E689_406,NA,0.40622
E613_341,NA,0.34102
E362_239,0.23872,NA
E221_884,0.88566,NA
E740_708,NA,0.70913
E652_87,NA,0.08626
E552_186,0.18556,NA
E27_617,NA,0.61785
E813_755,0.75627,NA
E823_40,NA,0.03912
E48_264,0.26379,NA
E536_365,0.3651,NA
E416_787,NA,0.78837
E762_759,0.76028,NA
E300_312,NA,0.31194
E433_663,0.66399,NA
E562_642,NA,0.64293
E776_389,0.38917,NA
E325_561,NA,0.56169
E510_645,0.64594,NA
E62_307,NA,0.30692
E557_674,0.67503,NA
E172_2,0.001,NA
E582_678,NA,0.67904
E124_351,0.35105,NA
E773_291,0.29087,NA
E526_573,0.57372,NA
E223_991,0.99298,NA
E771_327,NA,0.32698
E34_354,NA,0.35406
E425_430,0.43029,NA
E924_451,NA,0.45135
E258_360,0.36008,NA
E575_699,NA,0.7001
E680_762,0.76329,NA
E644_816,0.81745,NA
E580_151,NA,0.15045
E111_839,0.84052,NA
E247_935,0.93681,NA
E186_472,0.47242,NA
E507_351,NA,0.35105
E470_562,NA,0.56269
E753_505,NA,0.50552
E420_142,0.14142,NA
E201_821,NA,0.82247
E482_293,0.29288,NA
E845_245,0.24473,NA
E386_900,NA,0.90171
E261_653,0.65396,NA
E939_416,0.41625,NA
E65_2,NA,0.001
E661_897,0.8987,NA
E224_352,NA,0.35206
E524_292,NA,0.29188
E906_997,NA,0.999
E881_380,0.38014,NA
E624_183,0.18255,NA
E152_431,NA,0.43129
E618_536,NA,0.53661
E69_801,0.80241,NA
E935_642,0.64293,NA
E213_679,NA,0.68004
E703_699,0.7001,NA
E71_235,0.2347,NA
E999_540,NA,0.54062
E943_927,NA,0.92879
E357_492,NA,0.49248
E103_113,NA,0.11234
E310_697,NA,0.69809
E875_771,NA,0.77232
E121_945,0.94684,NA
E43_985,NA,0.98696
E92_790,NA,0.79137
E814_759,NA,0.76028
E331_640,NA,0.64092
E231_984,0.98596,NA
E610_391,0.39117,NA
E835_218,NA,0.21765
E139_421,0.42126,NA
E378_981,NA,0.98295
E93_81,NA,0.08024
E669_639,NA,0.63992
E469_760,0.76128,NA
E322_371,NA,0.37111
E928_69,0.0682,NA
E629_224,0.22367,NA
E471_746,NA,0.74724
E339_425,NA,0.42528
E389_738,0.73922,NA
E347_313,0.31294,NA
E165_667,NA,0.668
E147_333,NA,0.333
E885_91,NA,0.09027
E404_447,NA,0.44734
E612_997,0.999,NA
E656_500,0.5005,NA
E558_97,0.09629,NA
E914_264,NA,0.26379
E40_900,0.90171,NA
E432_798,0.7994,NA
E505_763,0.76429,NA
E759_963,NA,0.96489
E794_801,NA,0.80241
E678_932,NA,0.9338
E761_843,NA,0.84453
E52_204,NA,0.20361
E435_984,0.98596,NA
E920_804,0.80542,NA
E933_951,NA,0.95286
E516_428,0.42828,NA
E659_365,0.3651,NA
E320_673,0.67402,NA
E854_617,NA,0.61785
E269_166,NA,0.1655
E246_423,0.42327,NA
E457_687,NA,0.68806
E191_300,NA,0.2999
E749_545,NA,0.54564
E273_210,0.20963,NA
E375_756,NA,0.75727
E204_806,NA,0.80742
E785_736,NA,0.73721
E73_320,0.31996,NA
E769_495,0.49549,NA
E229_790,NA,0.79137
E684_548,NA,0.54865
E283_960,NA,0.96189
E90_951,NA,0.95286
E56_376,0.37613,NA
E727_929,0.93079,NA
E29_35,0.0341,NA
E560_544,NA,0.54463
E113_825,0.82648,NA
E889_381,0.38114,NA
E78_851,0.85256,NA
E365_657,0.65797,NA
E653_344,0.34403,NA
E882_540,NA,0.54062
E89_896,NA,0.89769
E473_289,NA,0.28887
E144_36,NA,0.03511
E841_417,NA,0.41725
E824_80,0.07924,NA
E329_483,0.48345,NA
E63_103,NA,0.10231
E277_861,0.86259,NA
E217_320,NA,0.31996
E4_821,0.82247,NA
E960_961,NA,0.96289
E308_903,0.90471,NA
E585_166,NA,0.1655
E360_874,NA,0.87563
E961_448,0.44835,NA
E412_431,0.43129,NA
E887_604,0.60481,NA
E70_274,NA,0.27382
E791_863,0.86459,NA
E185_973,NA,0.97492
E132_605,0.60582,NA
E38_648,0.64895,NA
E391_57,0.05617,NA
E810_465,NA,0.4654
E606_176,0.17553,NA
E377_778,NA,0.77934
E440_753,0.75426,NA
E154_886,0.88766,NA
E619_839,NA,0.84052
E811_729,0.73019,NA
E158_716,NA,0.71715
E645_792,NA,0.79338
E274_158,NA,0.15747
E978_143,NA,0.14243
E150_897,NA,0.8987
E20_34,0.0331,NA
E600_773,0.77432,NA
E427_462,NA,0.46239
E904_938,0.93982,NA
E321_144,NA,0.14343
E179_800,0.8014,NA
E873_174,NA,0.17352
E181_661,0.66199,NA
E626_760,0.76128,NA
E76_421,NA,0.42126
E446_766,0.7673,NA
E784_64,NA,0.06319
E399_195,NA,0.19458
E947_144,NA,0.14343
E138_982,NA,0.98395
E636_268,NA,0.2678
E929_728,NA,0.72919
E449_829,0.83049,NA
E174_349,0.34905,NA
E997_354,NA,0.35406
E3_611,NA,0.61184
E711_551,0.55165,NA
E722_460,NA,0.46038
E206_232,0.2317,NA
E202_110,0.10933,NA
E757_563,0.56369,NA
E290_683,0.68405,NA
E245_292,NA,0.29188
E436_514,0.51454,NA
E831_308,0.30792,NA
E401_874,NA,0.87563
E188_659,NA,0.65998
E355_52,NA,0.05115
E763_420,0.42026,NA
E197_355,NA,0.35507
E395_431,NA,0.43129
E547_224,NA,0.22367
E901_921,NA,0.92277
E275_299,NA,0.2989
E249_109,NA,0.10832
E827_345,NA,0.34504
E679_791,0.79238,NA
E418_544,NA,0.54463
E393_16,0.01505,NA
E871_928,NA,0.92979
E569_693,0.69408,NA
E184_580,NA,0.58074
E451_724,NA,0.72518
E891_284,NA,0.28385
E563_716,0.71715,NA
E573_557,0.55767,NA
E937_264,0.26379,NA
E605_408,0.40822,NA
E864_35,0.0341,NA
E190_333,0.333,NA
E797_9,NA,0.00802
E317_903,0.90471,NA
E430_759,NA,0.76028
E789_994,0.99599,NA
E189_934,NA,0.93581
E114_203,NA,0.20261
E458_598,0.5988,NA
E443_187,0.18656,NA
E509_462,0.46239,NA
E838_133,NA,0.1324
E586_885,NA,0.88666
E264_822,NA,0.82347
E434_633,NA,0.6339
E994_597,NA,0.59779
E279_437,0.43731,NA
E333_177,NA,0.17653
E136_865,NA,0.8666
E865_822,0.82347,NA
E180_564,0.56469,NA
E10_658,0.65898,NA
E350_630,0.63089,NA
E820_152,0.15145,NA
E80_308,NA,0.30792
E899_521,NA,0.52156
E551_457,0.45737,NA
E411_790,NA,0.79137
E97_542,NA,0.54263
E589_510,NA,0.51053
E635_679,0.68004,NA
E665_233,0.2327,NA
E617_989,0.99097,NA
E376_504,NA,0.50451
E266_97,0.09629,NA
E292_421,NA,0.42126
E559_439,NA,0.43932
E710_647,NA,0.64794
E125_144,0.14343,NA
E744_604,0.60481,NA
E696_574,0.57472,NA
E984_97,0.09629,NA
E819_856,0.85757,NA
E219_985,0.98696,NA
E454_75,0.07422,NA
E878_960,NA,0.96189
E674_1,NA,0.0
E105_366,0.3661,NA
E977_882,NA,0.88365
E496_752,0.75326,NA
E110_123,NA,0.12237
E86_351,NA,0.35105
E792_9,0.00802,NA
E603_998,1.0,NA
E371_843,0.84453,NA
E368_172,NA,0.17151
E171_965,NA,0.9669
E254_329,NA,0.32899
E643_660,NA,0.66098
E153_734,0.73521,NA
E846_726,NA,0.72718
E367_857,NA,0.85858
E257_414,NA,0.41424
E839_797,0.7984,NA
E888_213,NA,0.21264
E720_962,0.96389,NA
E539_823,NA,0.82447
E821_64,NA,0.06319
E561_123,NA,0.12237
E402_977,0.97894,NA
E0_34,NA,0.0331
E770_113,NA,0.11234
E85_524,NA,0.52457
E829_240,NA,0.23972
E81_809,0.81043,NA
E467_830,0.83149,NA
E708_285,NA,0.28485
E987_176,NA,0.17553
E480_243,0.24273,NA
E16_510,NA,0.51053
E96_777,NA,0.77834
E965_230,0.22969,NA
E666_80,NA,0.07924
E905_597,0.59779,NA
E227_859,0.86058,NA
E742_407,0.40722,NA
E825_881,NA,0.88265
E12_859,NA,0.86058
E358_111,0.11033,NA
E913_180,0.17954,NA
E777_377,0.37713,NA
E118_168,NA,0.1675
E447_44,NA,0.04313
E588_202,NA,0.2016
E101_676,0.67703,NA
E455_668,NA,0.66901
E182_592,NA,0.59278
E593_445,NA,0.44534
E316_154,NA,0.15346
E348_442,NA,0.44233
E415_309,NA,0.30893
E893_782,0.78335,NA
E285_740,NA,0.74122
E833_886,0.88766,NA
E975_745,NA,0.74624
E448_428,0.42828,NA
E130_70,0.06921,NA
E927_13,0.01204,NA
E641_705,0.70612,NA
E338_248,NA,0.24774
E115_793,NA,0.79438
E578_887,NA,0.88867
E248_425,0.42528,NA
E631_144,0.14343,NA
E444_485,0.48546,NA
E828_568,0.56871,NA
E262_906,NA,0.90772
E394_206,0.20562,NA
E572_744,0.74524,NA
E795_258,NA,0.25777
E746_728,0.72919,NA
E22_925,NA,0.92678
E341_630,NA,0.63089
E265_418,NA,0.41825
E156_670,0.67101,NA
E743_173,NA,0.17252
E907_614,0.61484,NA
E8_598,0.5988,NA
E843_148,NA,0.14744
E979_876,NA,0.87763
E151_437,NA,0.43731
E215_34,0.0331,NA
E60_701,0.70211,NA
E620_214,0.21364,NA
E398_925,NA,0.92678
E670_554,0.55466,NA
E278_715,NA,0.71615
E917_935,0.93681,NA
E155_122,NA,0.12136
E550_787,NA,0.78837
E494_30,0.02909,NA
E54_92,0.09127,NA
E982_695,0.69609,NA
E926_982,0.98395,NA
E640_272,0.27182,NA
E237_597,0.59779,NA
E688_435,NA,0.43531
E461_683,0.68405,NA
E671_195,NA,0.19458
E983_199,NA,0.1986
E225_305,0.30491,NA
E642_858,NA,0.85958
E499_707,NA,0.70812
E713_159,NA,0.15848
E46_464,NA,0.46439
E53_29,NA,0.02808
E675_174,0.17352,NA
E719_285,0.28485,NA
E857_92,0.09127,NA
E682_195,NA,0.19458
E17_191,NA,0.19057
E868_755,0.75627,NA
E104_129,NA,0.12839
E954_470,NA,0.47041
E26_775,NA,0.77633
E687_19,NA,0.01805
E370_585,0.58576,NA
E234_97,NA,0.09629
E529_43,0.04213,NA
E303_326,NA,0.32598
E107_73,NA,0.07222
E549_146,NA,0.14544
E567_853,0.85456,NA
E568_589,0.58977,NA
E858_902,0.90371,NA
E883_27,NA,0.02608
E989_334,NA,0.334
E715_863,NA,0.86459
E464_784,0.78536,NA
E988_148,NA,0.14744
E793_550,NA,0.55065
E216_751,NA,0.75226
E956_82,NA,0.08124
E646_902,NA,0.90371
E508_223,NA,0.22267
E591_591,NA,0.59178
E812_607,NA,0.60782
E912_144,NA,0.14343
E481_919,NA,0.92076
E397_354,NA,0.35406
E543_122,0.12136,NA
E565_429,NA,0.42929
E512_160,0.15948,NA
E531_78,0.07723,NA
E23_304,NA,0.30391
E256_630,0.63089,NA
E932_356,NA,0.35607
E493_460,NA,0.46038
E764_934,NA,0.93581
E495_234,0.2337,NA
E700_796,NA,0.79739
E765_921,0.92277,NA
E801_75,0.07422,NA
E513_716,0.71715,NA
E822_322,NA,0.32197
E738_221,NA,0.22066
E28_166,NA,0.1655
E400_8,NA,0.00702
E632_101,0.1003,NA
E787_98,NA,0.09729
E707_806,NA,0.80742
E13_481,NA,0.48144
E601_871,0.87262,NA
E747_961,NA,0.96289
E732_377,NA,0.37713
E756_718,NA,0.71916
E576_501,0.5015,NA
E209_275,0.27482,NA
E515_31,NA,0.03009
E527_82,0.08124,NA
E850_373,0.37312,NA
E57_891,NA,0.89268
E312_997,NA,0.999
E623_719,NA,0.72016
E501_355,NA,0.35507
E327_436,NA,0.43631
E199_510,NA,0.51053
E74_270,NA,0.26981
E855_973,0.97492,NA
E938_283,0.28285,NA
E243_320,0.31996,NA
E417_45,NA,0.04413
E459_352,0.35206,NA
E83_420,0.42026,NA
E280_633,NA,0.6339
E503_407,NA,0.40722
E304_296,NA,0.29589
E796_624,NA,0.62487
E116_321,NA,0.32096
E964_495,NA,0.49549
E240_896,NA,0.89769
E403_25,NA,0.02407
E196_698,NA,0.6991
E717_983,NA,0.98495
E33_954,NA,0.95587
E91_922,NA,0.92377
E615_469,0.46941,NA
E25_996,NA,0.99799
E460_918,0.91976,NA
E651_924,NA,0.92578
E392_819,NA,0.82046
E486_871,NA,0.87262
E287_662,NA,0.66299
E807_842,NA,0.84353
E672_386,0.38616,NA
E748_139,0.13842,NA
E173_227,0.22668,NA
E851_425,0.42528,NA
E581_325,NA,0.32497
E597_413,0.41324,NA
E745_619,0.61986,NA
E535_464,NA,0.46439
E176_301,NA,0.3009
E790_169,NA,0.16851
E518_804,0.80542,NA
E774_301,NA,0.3009
E766_557,0.55767,NA
E336_61,0.06018,NA
E175_153,NA,0.15246
E609_427,NA,0.42728
E564_975,0.97693,NA
E976_254,0.25376,NA
E668_690,0.69107,NA
E212_508,NA,0.50853
E555_360,NA,0.36008
E862_273,NA,0.27282
E244_526,NA,0.52658
E305_563,NA,0.56369
E119_37,NA,0.03611
E485_440,NA,0.44032
E802_269,NA,0.26881
E239_503,NA,0.50351
E88_667,0.668,NA
E726_250,NA,0.24975
E429_893,NA,0.89468
E922_684,0.68506,NA
E866_616,NA,0.61685
E282_286,0.28586,NA
E570_701,0.70211,NA
E414_846,NA,0.84754
E969_634,0.6349,NA
E737_337,0.33701,NA
E396_791,0.79238,NA
E902_830,0.83149,NA
E676_495,0.49549,NA
E413_892,0.89368,NA
E658_784,0.78536,NA
E381_945,NA,0.94684
E45_514,0.51454,NA
E30_787,0.78837,NA
E259_11,NA,0.01003
E735_502,NA,0.50251
E488_236,0.23571,NA
E291_2,0.001,NA
E786_662,NA,0.66299
E992_265,NA,0.26479
E68_934,0.93581,NA
E195_541,NA,0.54162
E364_955,NA,0.95687
E832_447,0.44734,NA
E553_814,NA,0.81545
E286_816,0.81745,NA
E712_23,0.02207,NA
E808_956,NA,0.95787
E544_435,0.43531,NA
E949_71,0.07021,NA
E497_545,NA,0.54564
E210_249,0.24875,NA
E587_882,NA,0.88365
E548_977,NA,0.97894
E122_957,NA,0.95888
E49_277,NA,0.27683
E692_762,NA,0.76329
E595_923,0.92477,NA
E24_850,0.85155,NA
E356_341,NA,0.34102
E288_249,NA,0.24875
E297_808,0.80943,NA
E453_879,NA,0.88064
E511_383,NA,0.38315
E896_489,0.48947,NA
E15_193,NA,0.19258
E205_679,NA,0.68004
E973_276,NA,0.27583
E372_204,0.20361,NA
E504_235,0.2347,NA
E923_838,NA,0.83952
E803_760,0.76128,NA
E260_14,NA,0.01304
E405_346,NA,0.34604
E840_307,0.30692,NA
E220_808,NA,0.80943
E207_580,NA,0.58074
E7_859,NA,0.86058
E149_553,NA,0.55366
E9_180,0.17954,NA
E472_913,0.91474,NA
E607_489,0.48947,NA
E698_543,0.54363,NA
E634_326,0.32598,NA
E112_879,NA,0.88064
E614_925,0.92678,NA
E35_231,0.23069,NA
E729_943,0.94483,NA
E11_364,NA,0.36409
E102_327,0.32698,NA
E986_871,NA,0.87262
E952_786,NA,0.78736
E621_50,0.04915,NA
E627_736,NA,0.73721
E897_731,NA,0.7322
E439_135,0.1344,NA
E270_206,0.20562,NA
E594_178,NA,0.17753
E996_204,NA,0.20361
E289_437,0.43731,NA
E931_737,0.73821,NA
E126_642,NA,0.64293
E410_688,NA,0.68907
E751_737,NA,0.73821
E579_289,NA,0.28887
E633_979,NA,0.98094
E5_840,0.84152,NA
E968_496,0.49649,NA
E604_866,0.8676,NA
E909_747,0.74824,NA
E867_286,0.28586,NA
E59_679,NA,0.68004
E647_148,NA,0.14744
E690_863,NA,0.86459
E739_591,NA,0.59178
E192_612,0.61284,NA
E373_590,NA,0.59077
E253_595,NA,0.59579
E546_389,NA,0.38917
E919_665,0.666,NA
E419_672,0.67302,NA
E313_88,0.08726,NA
E334_463,NA,0.46339
E128_598,NA,0.5988
