,cl
E628,0
E629,0
E630,0
E631,0
E632,0
E633,0
E634,1
E635,1
E636,1
E637,0
E638,0
E639,0
E640,0
E641,0
E642,1
E643,0
E644,1
E645,0
E646,1
E647,0
E648,0
E649,0
E650,1
E651,0
E652,0
E653,0
E654,0
E655,0
E656,1
E657,1
E658,1
E659,0
E660,0
E661,1
E662,0
E663,0
E664,0
E665,1
E666,0
E667,0
E668,0
E669,0
E670,1
E671,1
E672,1
E673,1
E674,0
E675,0
E676,1
E677,0
E678,0
E679,0
E680,1
E681,1
E682,1
E683,1
E684,0
E685,0
E686,0
E687,0
E688,0
E689,0
E690,0
E691,1
E692,1
E693,0
E694,0
E695,1
E696,1
E697,0
E698,0
E699,1
E700,1
E701,0
E702,0
E703,1
E704,1
E705,0
E706,1
E707,0
E708,0
E709,0
E710,0
E711,1
E712,0
E713,1
E714,0
E715,1
E716,1
E717,1
E718,0
E719,0
E720,1
E721,0
E722,0
E723,0
E724,1
E725,1
E726,0
E727,1
E728,0
E729,1
E730,0
E731,1
E732,0
E733,0
E734,0
E735,1
E736,0
E737,0
E738,1
E739,0
E740,0
E741,1
E742,0
E743,1
E744,0
E745,0
E746,0
E747,1
E748,1
E749,1
E750,0
E751,1
E752,1
E753,0
E754,0
E755,0
E756,0
E757,1
E758,0
E759,1
E760,0
E761,0
E762,0
E763,1
E764,0
E765,0
E766,1
E767,1
E768,1
E769,0
E770,1
E771,1
E772,1
E773,1
E774,1
E775,0
E776,1
E777,0
E778,0
E779,1
E780,0
E781,0
E782,1
E783,1
E784,0
E785,0
E786,0
E787,1
E788,0
E789,0
E790,0
E791,0
E792,0
E793,1
E794,0
E795,0
E796,0
E797,1
E798,0
E799,0
E800,1
E801,0
E802,0
E803,0
E804,0
E805,1
E806,1
E807,1
E808,1
E809,0
E810,0
E811,1
E812,1
E813,0
E814,0
E815,1
E816,0
E817,0
E818,1
E819,1
E820,0
E821,1
E822,0
E823,0
E824,1
E825,0
E826,1
E827,0
E828,1
E829,1
E830,0
E831,0
E832,1
E833,0
E834,1
E835,0
E836,0
E837,1
E838,0
E839,0
E840,1
E841,0
E842,1
E843,0
E844,1
E845,1
E846,1
E847,0
E848,0
E849,0
E850,0
E851,0
E852,1
E853,1
E854,0
E855,1
E856,1
E857,1
E858,1
E859,1
E860,0
E861,0
E862,0
E863,0
E864,0
E865,1
E866,0
E867,0
E868,0
E869,0
E870,0
E871,0
E872,1
E873,0
E874,0
E875,1
E876,0
E877,0
E878,0
E879,0
E880,0
E881,0
E882,0
E883,1
E884,1
E885,0
E886,0
E887,1
E888,0
E889,0
E890,1
E891,0
E892,1
E893,0
E894,0
E895,1
E896,1
E897,1
E898,0
E899,1
E900,0
E901,1
E902,0
E903,0
E904,0
E905,0
E906,0
E907,1
E908,0
E909,1
E910,1
E911,1
E912,0
E913,0
E914,0
E915,0
E916,1
E917,0
E918,0
E919,0
E920,1
E921,1
E922,0
E923,1
E924,0
E925,0
E926,1
E927,0
E928,0
E929,0
E930,0
E931,0
E932,0
E933,0
E934,1
E935,1
E936,0
E937,0
E938,1
E939,1
E940,1
E941,1
E942,0
E943,0
E944,1
E945,1
E946,0
E947,0
E948,1
E949,1
E950,0
E951,1
E952,0
E953,0
E954,0
E955,0
E956,1
E957,0
E958,0
E959,0
E960,0
E961,1
E962,1
E963,0
E964,0
E965,1
E966,0
E967,0
E968,0
E969,0
E970,0
E971,1
E972,0
E973,1
E974,0
E975,0
E976,0
E977,0
E978,1
E979,0
E980,0
E981,0
E982,1
E983,0
E984,0
E985,1
E986,0
E987,0
E988,1
E989,0
E990,0
E991,1
E992,1
E993,1
E994,1
E995,1
E996,1
E997,0
E998,1
E999,1
