,PseudoTime1,PseudoTime2,PseudoTime3
E141_600,0.75157,NA,NA
E631_363,0.4542,NA,NA
E28_55,NA,NA,0.06775
E800_771,NA,NA,0.96612
E376_755,NA,0.94605,NA
E541_91,NA,0.11292,NA
E380_342,0.42785,NA,NA
E846_377,NA,0.47177,NA
E396_18,NA,0.02133,NA
E278_539,0.67503,NA,NA
E779_263,0.32873,NA,NA
E798_263,0.32873,NA,NA
E847_142,0.17691,NA,NA
E921_441,NA,0.55207,NA
E23_697,NA,0.87327,NA
E331_707,0.88582,NA,NA
E593_435,NA,0.54454,NA
E186_280,0.35006,NA,NA
E176_660,NA,0.82685,NA
E14_230,0.28733,NA,NA
E547_395,NA,0.49435,NA
E12_603,NA,0.75533,NA
E647_320,0.40025,NA,NA
E84_217,NA,NA,0.27102
E10_31,NA,0.03764,NA
E994_735,NA,0.92095,NA
E458_198,NA,NA,0.24718
E596_768,NA,0.96236,NA
E742_729,NA,0.91343,NA
E803_266,NA,NA,0.3325
E155_307,NA,NA,0.38394
E265_715,0.89586,NA,NA
E219_746,NA,NA,0.93476
E663_223,NA,0.27854,NA
E629_138,NA,NA,0.17189
E370_751,0.94103,NA,NA
E806_627,NA,0.78545,NA
E143_260,NA,0.32497,NA
E126_64,NA,0.07905,NA
E725_729,NA,0.91343,NA
E32_335,0.41907,NA,NA
E732_124,0.15433,NA,NA
E621_210,NA,0.26223,NA
E894_628,NA,0.7867,NA
E524_154,NA,0.19197,NA
E628_171,NA,0.2133,NA
E997_750,NA,NA,0.93977
E216_663,NA,NA,0.83061
E63_603,NA,0.75533,NA
E483_147,0.18319,NA,NA
E920_543,NA,0.68005,NA
E289_358,0.44793,NA,NA
E777_357,NA,NA,0.44668
E445_531,0.66499,NA,NA
E464_97,NA,0.12045,NA
E857_438,NA,NA,0.54831
E475_229,NA,0.28607,NA
E859_383,0.4793,NA,NA
E648_530,NA,0.66374,NA
E356_208,NA,0.25972,NA
E756_442,NA,0.55332,NA
E509_461,0.57716,NA,NA
E272_206,NA,0.25721,NA
E149_424,NA,0.53074,NA
E411_111,NA,0.13802,NA
E444_243,NA,0.30364,NA
E891_64,0.07905,NA,NA
E255_594,NA,0.74404,NA
E347_503,0.62986,NA,NA
E751_330,NA,NA,0.4128
E44_665,0.83312,NA,NA
E620_175,NA,0.21832,NA
E711_232,0.28984,NA,NA
E432_380,NA,0.47553,NA
E990_505,NA,0.63237,NA
E429_709,NA,NA,0.88833
E985_361,NA,0.45169,NA
E229_238,NA,NA,0.29737
E760_603,0.75533,NA,NA
E69_148,NA,NA,0.18444
E771_564,NA,0.7064,NA
E787_366,0.45797,NA,NA
E655_684,NA,NA,0.85696
E925_228,0.28482,NA,NA
E247_451,NA,0.56462,NA
E634_59,NA,0.07277,NA
E673_323,0.40402,NA,NA
E577_375,NA,NA,0.46926
E182_279,0.34881,NA,NA
E371_585,NA,NA,0.73275
E901_527,NA,NA,0.65997
E357_364,0.45546,NA,NA
E903_94,NA,0.11669,NA
E959_545,NA,0.68256,NA
E688_246,NA,0.3074,NA
E700_713,NA,0.89335,NA
E286_150,NA,0.18695,NA
E896_743,0.93099,NA,NA
E983_625,0.78294,NA,NA
E190_668,NA,NA,0.83689
E960_94,NA,NA,0.11669
E729_632,NA,0.79172,NA
E848_784,0.98243,NA,NA
E7_638,NA,0.79925,NA
E772_277,0.3463,NA,NA
E472_43,0.0527,NA,NA
E281_383,NA,0.4793,NA
E240_509,0.63739,NA,NA
E834_477,NA,0.59724,NA
E106_309,0.38645,NA,NA
E927_436,NA,NA,0.5458
E845_140,NA,0.1744,NA
E488_621,NA,0.77792,NA
E379_301,NA,0.37641,NA
E554_142,0.17691,NA,NA
E674_395,NA,NA,0.49435
E324_149,NA,0.1857,NA
E911_725,NA,0.90841,NA
E489_440,NA,NA,0.55082
E284_199,NA,NA,0.24843
E869_431,NA,0.53952,NA
E57_552,NA,0.69134,NA
E162_325,NA,NA,0.40652
E698_642,NA,0.80427,NA
E618_227,NA,0.28356,NA
E374_131,NA,NA,0.16311
E460_509,NA,NA,0.63739
E668_333,NA,NA,0.41656
E741_536,NA,0.67127,NA
E676_688,0.86198,NA,NA
E701_670,0.8394,NA,NA
E571_489,NA,NA,0.6123
E416_331,NA,0.41405,NA
E895_587,0.73526,NA,NA
E794_58,NA,0.07152,NA
E120_87,0.1079,NA,NA
E108_511,NA,0.6399,NA
E587_705,NA,NA,0.88331
E306_201,0.25094,NA,NA
E981_573,NA,0.71769,NA
E737_76,NA,0.0941,NA
E220_692,NA,0.867,NA
E54_131,NA,0.16311,NA
E283_272,NA,0.34003,NA
E973_379,NA,0.47428,NA
E154_179,0.22334,NA,NA
E735_253,NA,0.31619,NA
E285_235,NA,0.2936,NA
E508_794,NA,NA,0.99498
E906_771,NA,0.96612,NA
E104_796,NA,0.99749,NA
E291_109,NA,0.13551,NA
E314_323,NA,NA,0.40402
E426_43,0.0527,NA,NA
E817_65,NA,0.0803,NA
E642_362,0.45295,NA,NA
E543_664,NA,0.83187,NA
E956_176,0.21957,NA,NA
E118_267,0.33375,NA,NA
E858_658,NA,0.82434,NA
E549_58,NA,0.07152,NA
E346_184,0.22961,NA,NA
E360_397,NA,0.49686,NA
E658_143,NA,0.17817,NA
E78_21,NA,0.02509,NA
E836_376,NA,NA,0.47051
E493_88,0.10916,NA,NA
E872_265,0.33124,NA,NA
E189_85,NA,NA,0.1054
E477_621,0.77792,NA,NA
E961_779,NA,0.97616,NA
E369_9,0.01004,NA,NA
E437_541,NA,0.67754,NA
E586_473,NA,0.59222,NA
E804_613,NA,0.76788,NA
E71_687,0.86073,NA,NA
E321_586,NA,0.734,NA
E723_104,NA,NA,0.12923
E476_408,NA,0.51066,NA
E410_795,NA,0.99624,NA
E305_258,NA,0.32246,NA
E131_85,NA,0.1054,NA
E831_702,NA,NA,0.87955
E244_331,0.41405,NA,NA
E786_209,NA,0.26098,NA
E968_76,NA,0.0941,NA
E96_452,NA,NA,0.56587
E174_172,NA,0.21455,NA
E570_300,0.37516,NA,NA
E937_648,NA,NA,0.81179
E221_349,NA,0.43664,NA
E933_725,NA,0.90841,NA
E854_451,NA,0.56462,NA
E298_159,NA,NA,0.19824
E827_597,NA,0.7478,NA
E39_655,NA,NA,0.82058
E95_630,NA,0.78921,NA
E268_729,NA,NA,0.91343
E439_748,NA,0.93726,NA
E966_620,NA,0.77666,NA
E998_94,NA,0.11669,NA
E504_771,NA,NA,0.96612
E351_588,NA,NA,0.73651
E168_443,0.55458,NA,NA
E941_475,0.59473,NA,NA
E94_451,0.56462,NA,NA
E613_355,0.44417,NA,NA
E275_418,NA,0.52321,NA
E832_338,NA,0.42284,NA
E598_594,NA,NA,0.74404
E841_76,NA,0.0941,NA
E119_346,NA,0.43287,NA
E940_228,0.28482,NA,NA
E55_529,NA,NA,0.66248
E557_18,NA,0.02133,NA
E17_207,0.25847,NA,NA
E206_745,NA,NA,0.9335
E512_168,NA,0.20954,NA
E238_451,0.56462,NA,NA
E501_465,NA,0.58218,NA
E938_599,NA,0.75031,NA
E386_599,NA,0.75031,NA
E661_645,NA,0.80803,NA
E81_528,NA,0.66123,NA
E562_660,NA,0.82685,NA
E692_746,NA,0.93476,NA
E551_318,0.39774,NA,NA
E368_606,0.7591,NA,NA
E367_745,NA,0.9335,NA
E165_378,NA,NA,0.47302
E25_592,0.74153,NA,NA
E951_541,NA,NA,0.67754
E309_429,NA,0.53701,NA
E29_359,0.44918,NA,NA
E578_547,NA,0.68507,NA
E987_221,NA,NA,0.27604
E970_235,NA,NA,0.2936
E349_438,NA,0.54831,NA
E77_368,NA,NA,0.46048
E403_240,NA,0.29987,NA
E532_429,NA,0.53701,NA
E797_296,NA,0.37014,NA
E250_593,NA,0.74279,NA
E778_202,0.2522,NA,NA
E825_102,NA,0.12673,NA
E166_316,NA,0.39523,NA
E142_525,NA,NA,0.65747
E888_195,NA,0.24341,NA
E353_221,NA,NA,0.27604
E117_474,0.59348,NA,NA
E311_200,NA,NA,0.24969
E151_575,0.7202,NA,NA
E181_46,NA,NA,0.05646
E362_565,NA,0.70765,NA
E270_25,0.03011,NA,NA
E231_215,NA,NA,0.26851
E227_219,NA,0.27353,NA
E617_472,NA,NA,0.59097
E880_211,0.26349,NA,NA
E198_412,NA,NA,0.51568
E62_789,NA,NA,0.98871
E566_373,NA,NA,0.46675
E704_708,0.88708,NA,NA
E129_449,0.56211,NA,NA
E690_86,NA,0.10665,NA
E823_7,NA,NA,0.00753
E164_45,NA,NA,0.05521
E669_211,NA,0.26349,NA
E239_326,NA,0.40778,NA
E499_67,NA,0.08281,NA
E667_83,NA,0.10289,NA
E931_685,NA,NA,0.85822
E167_704,NA,0.88206,NA
E585_577,NA,NA,0.72271
E758_212,NA,0.26474,NA
E802_266,NA,0.3325,NA
E330_21,NA,NA,0.02509
E929_431,0.53952,NA,NA
E540_143,0.17817,NA,NA
E397_504,NA,0.63112,NA
E722_354,NA,0.44291,NA
E820_681,0.8532,NA,NA
E387_183,NA,NA,0.22836
E241_83,NA,0.10289,NA
E643_451,NA,0.56462,NA
E835_131,0.16311,NA,NA
E180_361,NA,0.45169,NA
E323_769,NA,0.96361,NA
E576_44,NA,0.05395,NA
E608_750,NA,NA,0.93977
E898_365,0.45671,NA,NA
E65_582,NA,NA,0.72898
E452_738,NA,NA,0.92472
E424_244,NA,0.30489,NA
E209_52,NA,0.06399,NA
E666_456,NA,0.57089,NA
E60_521,NA,0.65245,NA
E459_712,NA,0.8921,NA
E156_441,NA,0.55207,NA
E194_473,0.59222,NA,NA
E810_562,NA,0.70389,NA
E301_760,NA,NA,0.95232
E868_119,NA,0.14806,NA
E946_709,0.88833,NA,NA
E882_652,NA,0.81681,NA
E496_165,0.20577,NA,NA
E35_207,NA,0.25847,NA
E796_307,NA,0.38394,NA
E930_565,0.70765,NA,NA
E671_115,NA,0.14304,NA
E395_532,0.66625,NA,NA
E427_66,0.08156,NA,NA
E169_428,NA,0.53576,NA
E99_594,0.74404,NA,NA
E935_275,NA,0.34379,NA
E293_553,NA,0.6926,NA
E287_86,NA,NA,0.10665
E280_73,NA,0.09034,NA
E727_618,NA,0.77415,NA
E46_399,0.49937,NA,NA
E308_449,0.56211,NA,NA
E677_637,NA,0.79799,NA
E467_251,NA,0.31368,NA
E136_50,NA,0.06148,NA
E910_221,0.27604,NA,NA
E381_122,NA,NA,0.15182
E363_378,NA,0.47302,NA
E36_133,NA,0.16562,NA
E224_692,NA,NA,0.867
E40_596,0.74655,NA,NA
E21_332,NA,0.41531,NA
E175_383,NA,0.4793,NA
E914_300,NA,0.37516,NA
E290_189,NA,0.23588,NA
E364_386,NA,NA,0.48306
E184_219,NA,0.27353,NA
E785_131,NA,NA,0.16311
E926_361,0.45169,NA,NA
E492_272,NA,NA,0.34003
E744_532,NA,0.66625,NA
E38_119,NA,0.14806,NA
E924_32,0.0389,NA,NA
E569_296,NA,0.37014,NA
E500_74,NA,0.09159,NA
E899_633,NA,0.79297,NA
E568_91,NA,NA,0.11292
E877_765,NA,NA,0.95859
E254_307,NA,0.38394,NA
E789_496,NA,NA,0.62108
E317_632,NA,NA,0.79172
E641_709,NA,NA,0.88833
E992_416,0.5207,NA,NA
E589_493,0.61731,NA,NA
E516_488,NA,0.61104,NA
E603_291,NA,0.36386,NA
E147_638,NA,0.79925,NA
E412_586,NA,NA,0.734
E972_328,NA,0.41029,NA
E352_299,NA,0.3739,NA
E245_301,NA,0.37641,NA
E26_15,0.01757,NA,NA
E632_115,NA,NA,0.14304
E780_418,0.52321,NA,NA
E295_385,NA,0.48181,NA
E697_652,NA,NA,0.81681
E978_302,NA,0.37767,NA
E515_362,NA,0.45295,NA
E829_529,0.66248,NA,NA
E274_512,NA,0.64115,NA
E837_609,NA,0.76286,NA
E191_611,NA,0.76537,NA
E761_54,NA,0.0665,NA
E974_740,NA,0.92723,NA
E719_509,NA,NA,0.63739
E539_384,0.48055,NA,NA
E542_230,NA,0.28733,NA
E705_544,NA,0.6813,NA
E575_679,NA,0.85069,NA
E944_673,NA,NA,0.84316
E838_640,0.80176,NA,NA
E699_52,0.06399,NA,NA
E750_506,0.63363,NA,NA
E256_327,NA,0.40903,NA
E816_751,NA,0.94103,NA
E400_584,NA,NA,0.73149
E417_437,0.54705,NA,NA
E517_750,NA,NA,0.93977
E443_183,NA,NA,0.22836
E361_165,NA,0.20577,NA
E652_590,0.73902,NA,NA
E696_673,NA,0.84316,NA
E767_461,0.57716,NA,NA
E708_36,0.04391,NA,NA
E232_713,0.89335,NA,NA
E453_82,NA,0.10163,NA
E73_658,NA,0.82434,NA
E41_424,NA,NA,0.53074
E92_361,NA,0.45169,NA
E112_425,NA,0.53199,NA
E18_697,NA,0.87327,NA
E433_606,0.7591,NA,NA
E965_333,NA,NA,0.41656
E912_779,0.97616,NA,NA
E768_604,NA,NA,0.75659
E599_573,NA,0.71769,NA
E213_202,0.2522,NA,NA
E958_758,NA,0.94981,NA
E121_365,NA,0.45671,NA
E486_724,0.90715,NA,NA
E408_190,NA,0.23714,NA
E13_341,NA,0.4266,NA
E253_439,NA,0.54956,NA
E431_606,NA,NA,0.7591
E455_494,0.61857,NA,NA
E860_88,NA,0.10916,NA
E407_4,0.00376,NA,NA
E124_260,NA,0.32497,NA
E714_81,0.10038,NA,NA
E422_740,NA,NA,0.92723
E170_323,NA,0.40402,NA
E915_640,0.80176,NA,NA
E188_352,NA,NA,0.4404
E563_705,NA,NA,0.88331
E862_747,NA,0.93601,NA
E721_617,NA,0.7729,NA
E844_316,NA,0.39523,NA
E695_253,0.31619,NA,NA
E511_136,NA,NA,0.16939
E588_367,0.45922,NA,NA
E297_381,NA,0.47679,NA
E955_142,0.17691,NA,NA
E15_601,NA,0.75282,NA
E0_334,NA,0.41782,NA
E345_444,NA,0.55583,NA
E900_723,0.9059,NA,NA
E604_515,NA,0.64492,NA
E855_252,NA,NA,0.31493
E766_86,0.10665,NA,NA
E867_293,NA,NA,0.36637
E678_463,NA,0.57967,NA
E222_723,NA,0.9059,NA
E243_91,NA,0.11292,NA
E776_547,0.68507,NA,NA
E114_611,NA,0.76537,NA
E793_660,NA,NA,0.82685
E465_164,NA,NA,0.20452
E399_751,NA,NA,0.94103
E37_609,0.76286,NA,NA
E616_211,NA,0.26349,NA
E781_381,NA,0.47679,NA
E875_498,NA,0.62359,NA
E607_321,NA,NA,0.40151
E226_307,NA,0.38394,NA
E420_273,0.34128,NA,NA
E754_145,NA,0.18068,NA
E359_393,NA,NA,0.49184
E849_258,NA,0.32246,NA
E195_399,NA,0.49937,NA
E271_372,NA,0.4655,NA
E52_165,0.20577,NA,NA
E461_503,NA,0.62986,NA
E83_317,NA,0.39649,NA
E572_48,NA,NA,0.05897
E710_296,NA,0.37014,NA
E530_775,NA,NA,0.97114
E434_441,NA,0.55207,NA
E763_150,NA,0.18695,NA
E375_54,0.0665,NA,NA
E826_500,0.6261,NA,NA
E947_36,0.04391,NA,NA
E762_125,NA,0.15558,NA
E950_370,NA,0.46299,NA
E851_50,0.06148,NA,NA
E605_765,NA,0.95859,NA
E1_168,0.20954,NA,NA
E322_219,NA,0.27353,NA
E441_501,0.62735,NA,NA
E339_462,NA,NA,0.57842
E373_430,0.53827,NA,NA
E954_71,0.08783,NA,NA
E861_422,0.52823,NA,NA
E656_652,0.81681,NA,NA
E840_652,NA,0.81681,NA
E391_127,NA,0.15809,NA
E559_421,0.52698,NA,NA
E686_71,NA,NA,0.08783
E128_569,NA,0.71267,NA
E717_507,0.63488,NA,NA
E338_542,NA,0.6788,NA
E68_187,0.23338,NA,NA
E805_459,NA,0.57465,NA
E217_665,NA,NA,0.83312
E812_797,0.99875,NA,NA
E865_749,NA,0.93852,NA
E457_511,NA,0.6399,NA
E909_22,0.02635,NA,NA
E214_331,0.41405,NA,NA
E157_749,NA,0.93852,NA
E611_751,NA,0.94103,NA
E740_614,NA,NA,0.76913
E923_394,NA,0.4931,NA
E561_416,0.5207,NA,NA
E205_628,NA,0.7867,NA
E850_74,NA,0.09159,NA
E808_486,NA,NA,0.60853
E436_506,0.63363,NA,NA
E462_461,NA,0.57716,NA
E555_567,NA,0.71016,NA
E161_253,0.31619,NA,NA
E558_573,NA,0.71769,NA
E881_64,NA,NA,0.07905
E482_154,NA,0.19197,NA
E644_676,NA,0.84693,NA
E506_785,NA,0.98369,NA
E185_715,NA,NA,0.89586
E252_311,0.38896,NA,NA
E107_724,NA,0.90715,NA
E537_363,NA,0.4542,NA
E160_166,NA,0.20703,NA
E203_661,NA,0.82811,NA
E354_398,0.49812,NA,NA
E622_221,NA,NA,0.27604
E343_785,NA,NA,0.98369
E385_667,0.83563,NA,NA
E64_724,NA,0.90715,NA
E207_491,0.61481,NA,NA
E192_51,0.06274,NA,NA
E332_458,NA,NA,0.5734
E127_771,NA,NA,0.96612
E451_676,NA,NA,0.84693
E662_307,NA,0.38394,NA
E976_355,0.44417,NA,NA
E153_148,NA,0.18444,NA
E454_242,0.30238,NA,NA
E246_597,NA,0.7478,NA
E446_567,0.71016,NA,NA
E484_710,NA,0.88959,NA
E995_786,NA,NA,0.98494
E3_581,NA,0.72773,NA
E792_327,0.40903,NA,NA
E402_692,NA,0.867,NA
E335_507,NA,NA,0.63488
E769_226,NA,0.28231,NA
E684_38,0.04642,NA,NA
E962_679,NA,0.85069,NA
E866_523,0.65496,NA,NA
E56_445,NA,NA,0.55709
E545_285,NA,NA,0.35634
E687_59,NA,0.07277,NA
E731_540,NA,NA,0.67629
E949_136,0.16939,NA,NA
E795_649,NA,0.81305,NA
E393_761,NA,0.95358,NA
E595_161,NA,0.20075,NA
E646_601,NA,0.75282,NA
E715_385,NA,0.48181,NA
E242_453,0.56713,NA,NA
E485_488,0.61104,NA,NA
E146_179,NA,NA,0.22334
E548_270,NA,0.33752,NA
E394_144,NA,0.17942,NA
E24_352,NA,0.4404,NA
E405_314,NA,0.39272,NA
E468_730,NA,NA,0.91468
E273_648,NA,0.81179,NA
E79_491,NA,NA,0.61481
E574_357,NA,NA,0.44668
E248_205,NA,0.25596,NA
E565_99,0.12296,NA,NA
E110_527,NA,0.65997,NA
E942_416,NA,0.5207,NA
E639_748,0.93726,NA,NA
E520_367,NA,0.45922,NA
E47_609,0.76286,NA,NA
E774_463,NA,0.57967,NA
E474_621,NA,NA,0.77792
E388_235,NA,0.2936,NA
E215_494,NA,0.61857,NA
E234_281,NA,0.35132,NA
E135_226,0.28231,NA,NA
E262_483,0.60477,NA,NA
E579_61,NA,0.07528,NA
E630_66,NA,0.08156,NA
E150_580,NA,0.72647,NA
E269_282,NA,0.35257,NA
E428_728,NA,0.91217,NA
E378_343,0.42911,NA,NA
E495_424,NA,0.53074,NA
E743_682,NA,0.85445,NA
E337_208,NA,0.25972,NA
E518_85,NA,NA,0.1054
E650_389,NA,0.48683,NA
E993_39,NA,0.04768,NA
E749_543,0.68005,NA,NA
E313_785,NA,NA,0.98369
E334_59,0.07277,NA,NA
E319_264,0.32999,NA,NA
E580_727,NA,0.91092,NA
E490_311,NA,0.38896,NA
E277_154,0.19197,NA,NA
E886_14,NA,0.01631,NA
E689_461,NA,0.57716,NA
E905_12,NA,0.0138,NA
E716_691,NA,NA,0.86575
E852_164,NA,0.20452,NA
E913_777,NA,0.97365,NA
E22_342,0.42785,NA,NA
E53_190,NA,NA,0.23714
E988_739,NA,0.92597,NA
E594_585,NA,NA,0.73275
E544_30,0.03639,NA,NA
E503_742,NA,0.92974,NA
E111_387,NA,0.48432,NA
E463_726,NA,0.90966,NA
E430_305,NA,0.38143,NA
E529_12,NA,0.0138,NA
E693_686,0.85947,NA,NA
E43_643,0.80552,NA,NA
E8_345,0.43162,NA,NA
E807_220,0.27478,NA,NA
E235_199,NA,0.24843,NA
E610_463,NA,0.57967,NA
E964_105,NA,NA,0.13049
E137_522,NA,0.6537,NA
E134_294,0.36763,NA,NA
E236_544,0.6813,NA,NA
E560_653,NA,NA,0.81807
E685_67,0.08281,NA,NA
E392_595,NA,0.74529,NA
E615_559,NA,NA,0.70013
E783_298,NA,0.37265,NA
E212_137,NA,NA,0.17064
E89_484,NA,0.60602,NA
E196_399,NA,NA,0.49937
E187_264,NA,NA,0.32999
E856_2,NA,0.00125,NA
E513_544,NA,0.6813,NA
E720_720,NA,0.90213,NA
E683_199,NA,0.24843,NA
E310_387,NA,0.48432,NA
E597_286,NA,0.35759,NA
E341_293,NA,0.36637,NA
E612_87,NA,0.1079,NA
E971_249,NA,0.31117,NA
E200_452,NA,NA,0.56587
E525_76,NA,NA,0.0941
E707_420,NA,NA,0.52572
E626_564,NA,0.7064,NA
E884_116,0.14429,NA,NA
E470_151,NA,0.18821,NA
E638_68,NA,0.08407,NA
E502_208,NA,0.25972,NA
E934_267,NA,0.33375,NA
E30_557,0.69762,NA,NA
E329_205,0.25596,NA,NA
E989_762,NA,0.95483,NA
E372_102,0.12673,NA,NA
E679_395,NA,0.49435,NA
E260_138,NA,0.17189,NA
E456_346,NA,0.43287,NA
E980_78,0.09661,NA,NA
E681_180,NA,NA,0.22459
E251_509,0.63739,NA,NA
E507_411,NA,0.51443,NA
E821_778,NA,0.97491,NA
E267_284,NA,0.35508,NA
E225_626,NA,0.78419,NA
E728_780,NA,0.97742,NA
E564_594,NA,0.74404,NA
E328_135,NA,0.16813,NA
E72_474,NA,0.59348,NA
E494_150,0.18695,NA,NA
E34_381,NA,0.47679,NA
E885_367,0.45922,NA,NA
E42_215,NA,0.26851,NA
E809_324,NA,0.40527,NA
E423_516,0.64617,NA,NA
E625_238,NA,0.29737,NA
E327_586,0.734,NA,NA
E4_247,NA,0.30866,NA
E315_60,0.07403,NA,NA
E813_136,NA,0.16939,NA
E9_665,NA,0.83312,NA
E864_413,NA,0.51694,NA
E510_347,0.43413,NA,NA
E703_761,NA,0.95358,NA
E734_318,NA,0.39774,NA
E74_518,NA,0.64868,NA
E815_334,NA,0.41782,NA
E320_196,0.24467,NA,NA
E144_588,0.73651,NA,NA
E635_636,NA,NA,0.79674
E276_527,NA,0.65997,NA
E101_515,NA,0.64492,NA
E365_58,NA,0.07152,NA
E552_488,NA,0.61104,NA
E917_472,NA,0.59097,NA
E624_196,NA,0.24467,NA
E294_497,NA,0.62233,NA
E712_520,NA,0.65119,NA
E601_511,NA,0.6399,NA
E556_119,NA,NA,0.14806
E828_369,NA,0.46173,NA
E975_91,0.11292,NA,NA
E892_196,NA,NA,0.24467
E82_5,NA,0.00502,NA
E230_196,NA,NA,0.24467
E383_562,NA,0.70389,NA
E770_130,0.16186,NA,NA
E48_197,0.24592,NA,NA
E550_274,NA,NA,0.34253
E706_780,0.97742,NA,NA
E471_553,NA,NA,0.6926
E448_777,0.97365,NA,NA
E527_184,NA,0.22961,NA
E640_255,0.3187,NA,NA
E469_454,NA,0.56838,NA
E890_563,0.70514,NA,NA
E449_353,NA,NA,0.44166
E967_195,NA,NA,0.24341
E818_270,NA,0.33752,NA
E654_212,0.26474,NA,NA
E316_187,NA,0.23338,NA
E16_583,0.73024,NA,NA
E133_543,0.68005,NA,NA
E853_308,NA,0.38519,NA
E567_519,NA,NA,0.64994
E382_493,NA,0.61731,NA
E657_693,0.86826,NA,NA
E211_646,NA,0.80928,NA
E535_534,NA,0.66876,NA
E197_393,NA,NA,0.49184
E957_690,NA,0.86449,NA
E398_45,0.05521,NA,NA
E592_630,NA,0.78921,NA
