,cl
E429,1
E430,2
E431,1
E432,0
E433,1
E434,0
E435,1
E436,2
E437,0
E438,2
E439,1
E440,0
E441,2
E442,2
E443,2
E444,2
E445,2
E446,1
E447,2
E448,1
E449,1
E450,0
E451,1
E452,2
E453,1
E454,1
E455,1
E456,1
E457,1
E458,1
E459,2
E460,0
E461,1
E462,2
E463,0
E464,0
E465,1
E466,1
E467,1
E468,1
E469,2
E470,0
E471,0
E472,1
E473,2
E474,0
E475,0
E476,0
E477,1
E478,0
E479,1
E480,0
E481,1
E482,1
E483,1
E484,1
E485,1
E486,1
E487,1
E488,2
E489,0
E490,1
E491,2
E492,0
E493,1
E494,2
E495,0
E496,1
E497,0
E498,0
E499,1
E500,0
E501,2
E502,1
E503,0
E504,1
E505,1
E506,2
E507,2
E508,1
E509,1
E510,1
E511,0
E512,2
E513,2
E514,0
E515,2
E516,0
E517,1
E518,2
E519,1
E520,2
E521,1
E522,0
E523,0
E524,2
E525,0
E526,1
E527,1
E528,1
E529,0
E530,1
E531,0
E532,2
E533,1
E534,1
E535,2
E536,2
E537,2
E538,1
E539,1
E540,2
E541,2
E542,2
E543,2
E544,1
E545,1
E546,2
E547,1
E548,2
E549,0
E550,1
E551,2
E552,2
E553,1
E554,1
E555,2
E556,0
E557,1
E558,0
E559,2
E560,1
E561,1
E562,2
E563,1
E564,2
E565,1
E566,0
E567,1
E568,1
E569,2
E570,1
E571,1
E572,1
E573,2
E574,0
E575,1
E576,0
E577,2
E578,2
E579,0
E580,0
E581,1
E582,1
E583,0
E584,0
E585,1
E586,1
E587,0
E588,2
E589,1
E590,0
E591,0
E592,1
E593,1
E594,1
E595,1
E596,1
E597,1
E598,0
E599,0
E600,2
E601,2
E602,2
E603,1
E604,2
E605,2
E606,0
E607,1
E608,1
E609,1
E610,2
E611,2
E612,1
E613,1
E614,2
E615,1
E616,2
E617,0
E618,1
E619,1
E620,0
E621,2
E622,1
E623,1
E624,2
E625,1
E626,2
E627,1
E628,1
E629,1
E630,0
E631,1
E632,1
E633,1
E634,1
E635,0
E636,0
E637,1
E638,2
E639,1
E640,1
E641,1
E642,1
E643,0
E644,1
E645,1
E646,1
E647,2
E648,2
E649,1
E650,0
E651,1
E652,1
E653,1
E654,1
E655,0
E656,0
E657,1
E658,0
E659,1
E660,1
E661,0
E662,0
E663,1
E664,2
E665,1
E666,0
E667,0
E668,2
E669,2
E670,2
E671,2
E672,2
E673,2
E674,1
E675,1
E676,2
E677,2
E678,0
E679,0
E680,2
E681,1
E682,2
E683,1
E684,2
E685,1
E686,0
E687,1
E688,2
E689,1
E690,2
E691,2
E692,1
E693,1
E694,1
E695,2
E696,1
E697,2
E698,1
E699,1
E700,0
E701,1
E702,1
E703,1
E704,2
E705,2
E706,1
E707,1
E708,2
E709,0
E710,1
E711,2
E712,1
E713,1
E714,1
E715,0
E716,1
E717,1
E718,2
E719,1
E720,2
E721,2
E722,0
E723,1
E724,1
E725,0
E726,0
E727,0
E728,2
E729,1
E730,2
E731,1
E732,1
E733,1
E734,1
E735,1
E736,1
E737,2
E738,0
E739,0
E740,1
E741,2
E742,0
E743,1
E744,0
E745,1
E746,1
E747,1
E748,1
E749,1
E750,2
E751,1
E752,2
E753,2
E754,1
E755,2
E756,2
E757,0
E758,1
E759,0
E760,1
E761,0
E762,2
E763,1
E764,1
E765,1
E766,1
E767,1
E768,0
E769,1
E770,1
E771,2
E772,1
E773,1
E774,0
E775,1
E776,1
E777,2
E778,1
E779,1
E780,1
E781,0
E782,2
E783,1
E784,0
E785,1
E786,2
E787,2
E788,1
E789,1
E790,2
E791,0
E792,1
E793,1
E794,2
E795,0
E796,1
E797,1
E798,2
E799,1
E800,1
E801,1
E802,1
E803,2
E804,1
E805,0
E806,2
E807,2
E808,2
E809,1
E810,1
E811,1
E812,1
E813,1
E814,1
E815,2
E816,1
E817,1
E818,2
E819,2
E820,1
E821,0
E822,1
E823,0
E824,1
E825,1
E826,1
E827,1
E828,0
E829,1
E830,1
E831,0
E832,0
E833,2
E834,0
E835,0
E836,0
E837,0
E838,2
E839,1
E840,1
E841,1
E842,1
E843,2
E844,1
E845,1
E846,1
E847,1
E848,2
E849,2
E850,1
E851,1
E852,0
E853,1
E854,1
E855,1
E856,2
E857,0
E858,0
E859,1
E860,0
E861,1
E862,2
E863,1
E864,0
E865,1
E866,0
E867,1
E868,2
E869,1
E870,1
E871,2
E872,2
E873,2
E874,2
E875,1
E876,1
E877,0
E878,1
E879,2
E880,1
E881,0
E882,0
E883,1
E884,1
E885,1
E886,2
E887,2
E888,2
E889,1
E890,1
E891,1
E892,1
E893,1
E894,0
E895,1
E896,1
E897,1
E898,1
E899,2
E900,1
E901,1
E902,0
E903,2
E904,1
E905,2
E906,2
E907,1
E908,1
E909,1
E910,1
E911,0
E912,2
E913,0
E914,2
E915,1
E916,2
E917,2
E918,1
E919,2
E920,2
E921,2
E922,1
E923,0
E924,1
E925,1
E926,1
E927,1
E928,2
E929,2
E930,2
E931,1
E932,0
E933,2
E934,0
E935,2
E936,2
E937,1
E938,0
E939,0
E940,1
E941,1
E942,1
E943,0
E944,0
E945,2
E946,1
E947,2
E948,1
E949,1
E950,2
E951,1
E952,0
E953,1
E954,1
E955,2
E956,2
E957,2
E958,2
E959,0
E960,1
E961,1
E962,1
E963,1
E964,0
E965,1
E966,2
E967,1
E968,2
E969,1
E970,0
E971,0
E972,1
E973,2
E974,0
E975,1
E976,1
E977,0
E978,1
E979,1
E980,1
E981,2
E982,1
E983,1
E984,1
E985,2
E986,1
E987,0
E988,0
E989,2
E990,0
E991,1
E992,2
E993,2
E994,1
E995,2
E996,2
E997,1
E998,1
E999,2
