,cl
E628,1
E629,1
E630,1
E631,1
E632,1
E633,0
E634,1
E635,1
E636,0
E637,0
E638,0
E639,0
E640,1
E641,1
E642,0
E643,0
E644,1
E645,0
E646,0
E647,0
E648,0
E649,0
E650,1
E651,0
E652,0
E653,1
E654,1
E655,1
E656,1
E657,1
E658,1
E659,1
E660,1
E661,1
E662,0
E663,1
E664,0
E665,1
E666,0
E667,1
E668,1
E669,0
E670,0
E671,0
E672,1
E673,1
E674,0
E675,1
E676,1
E677,0
E678,0
E679,1
E680,1
E681,1
E682,0
E683,0
E684,0
E685,0
E686,1
E687,0
E688,0
E689,0
E690,0
E691,0
E692,0
E693,1
E694,0
E695,1
E696,1
E697,0
E698,1
E699,1
E700,0
E701,0
E702,1
E703,1
E704,0
E705,1
E706,0
E707,0
E708,0
E709,1
E710,0
E711,1
E712,1
E713,0
E714,0
E715,0
E716,0
E717,0
E718,1
E719,1
E720,1
E721,1
E722,0
E723,1
E724,1
E725,0
E726,0
E727,1
E728,0
E729,1
E730,0
E731,0
E732,0
E733,1
E734,0
E735,0
E736,1
E737,1
E738,0
E739,0
E740,0
E741,0
E742,1
E743,0
E744,1
E745,1
E746,1
E747,0
E748,1
E749,0
E750,0
E751,0
E752,1
E753,0
E754,1
E755,0
E756,0
E757,1
E758,1
E759,0
E760,1
E761,0
E762,1
E763,1
E764,0
E765,1
E766,1
E767,0
E768,1
E769,1
E770,0
E771,0
E772,1
E773,1
E774,0
E775,1
E776,1
E777,1
E778,1
E779,1
E780,0
E781,0
E782,1
E783,0
E784,0
E785,0
E786,0
E787,0
E788,0
E789,1
E790,0
E791,1
E792,1
E793,0
E794,0
E795,0
E796,0
E797,0
E798,0
E799,0
E800,0
E801,1
E802,0
E803,1
E804,0
E805,0
E806,1
E807,0
E808,0
E809,1
E810,0
E811,1
E812,0
E813,1
E814,0
E815,1
E816,0
E817,1
E818,0
E819,1
E820,1
E821,0
E822,0
E823,0
E824,1
E825,0
E826,1
E827,0
E828,1
E829,0
E830,0
E831,1
E832,1
E833,1
E834,0
E835,0
E836,1
E837,1
E838,0
E839,1
E840,1
E841,0
E842,1
E843,0
E844,1
E845,1
E846,0
E847,0
E848,0
E849,0
E850,1
E851,1
E852,0
E853,0
E854,0
E855,1
E856,0
E857,1
E858,1
E859,1
E860,0
E861,1
E862,0
E863,1
E864,1
E865,1
E866,0
E867,1
E868,1
E869,1
E870,0
E871,0
E872,0
E873,0
E874,1
E875,0
E876,1
E877,1
E878,0
E879,1
E880,1
E881,1
E882,0
E883,0
E884,0
E885,0
E886,0
E887,1
E888,0
E889,1
E890,0
E891,0
E892,1
E893,1
E894,1
E895,0
E896,1
E897,0
E898,0
E899,0
E900,1
E901,0
E902,1
E903,0
E904,1
E905,1
E906,0
E907,1
E908,0
E909,1
E910,1
E911,0
E912,0
E913,1
E914,0
E915,1
E916,1
E917,1
E918,0
E919,1
E920,1
E921,1
E922,1
E923,0
E924,0
E925,0
E926,1
E927,1
E928,1
E929,0
E930,0
E931,1
E932,0
E933,0
E934,1
E935,1
E936,1
E937,1
E938,1
E939,1
E940,1
E941,0
E942,0
E943,0
E944,1
E945,1
E946,1
E947,0
E948,0
E949,1
E950,0
E951,0
E952,0
E953,0
E954,0
E955,0
E956,0
E957,1
E958,0
E959,0
E960,0
E961,1
E962,0
E963,0
E964,0
E965,1
E966,0
E967,1
E968,1
E969,1
E970,1
E971,0
E972,1
E973,0
E974,1
E975,0
E976,1
E977,0
E978,0
E979,0
E980,0
E981,0
E982,1
E983,0
E984,1
E985,1
E986,0
E987,0
E988,0
E989,0
E990,0
E991,0
E992,0
E993,1
E994,0
E995,1
E996,0
E997,0
E998,0
E999,0
