,PseudoTime1,PseudoTime2,PseudoTime3
E493_365,NA,0.45671,NA
E877_490,NA,NA,0.61355
E373_500,NA,NA,0.6261
E567_706,NA,0.88457,NA
E335_633,NA,NA,0.79297
E367_494,0.61857,NA,NA
E998_22,0.02635,NA,NA
E811_192,0.23965,NA,NA
E645_610,NA,0.76412,NA
E419_248,NA,NA,0.30991
E624_596,0.74655,NA,NA
E125_579,NA,NA,0.72522
E780_265,0.33124,NA,NA
E76_576,NA,NA,0.72146
E826_640,NA,0.80176,NA
E805_31,0.03764,NA,NA
E218_247,NA,NA,0.30866
E923_105,0.13049,NA,NA
E467_406,0.50816,NA,NA
E274_186,0.23212,NA,NA
E438_117,NA,0.14555,NA
E730_492,0.61606,NA,NA
E717_130,NA,0.16186,NA
E715_300,0.37516,NA,NA
E10_171,NA,NA,0.2133
E596_773,0.96863,NA,NA
E266_462,NA,0.57842,NA
E946_677,NA,0.84818,NA
E526_142,0.17691,NA,NA
E445_87,NA,NA,0.1079
E876_625,NA,0.78294,NA
E428_60,0.07403,NA,NA
E329_559,NA,NA,0.70013
E39_114,NA,NA,0.14178
E164_371,NA,0.46424,NA
E750_78,NA,NA,0.09661
E2_362,NA,NA,0.45295
E433_781,NA,0.97867,NA
E731_642,NA,0.80427,NA
E868_712,NA,NA,0.8921
E817_191,0.23839,NA,NA
E966_109,NA,NA,0.13551
E356_340,0.42535,NA,NA
E332_26,NA,NA,0.03137
E118_103,NA,NA,0.12798
E172_502,0.62861,NA,NA
E137_257,0.3212,NA,NA
E940_482,NA,0.60351,NA
E541_664,0.83187,NA,NA
E932_673,0.84316,NA,NA
E665_731,NA,0.91593,NA
E819_429,NA,NA,0.53701
E378_673,NA,0.84316,NA
E898_597,NA,0.7478,NA
E7_124,NA,NA,0.15433
E174_24,NA,NA,0.02886
E357_525,NA,0.65747,NA
E234_305,0.38143,NA,NA
E410_426,NA,NA,0.53325
E560_312,NA,0.39021,NA
E691_92,NA,NA,0.11418
E605_210,0.26223,NA,NA
E855_11,NA,0.01255,NA
E783_785,0.98369,NA,NA
E136_658,0.82434,NA,NA
E777_155,NA,NA,0.19322
E696_610,NA,0.76412,NA
E612_599,0.75031,NA,NA
E781_645,0.80803,NA,NA
E103_272,0.34003,NA,NA
E758_580,0.72647,NA,NA
E273_147,0.18319,NA,NA
E879_76,NA,NA,0.0941
E729_512,0.64115,NA,NA
E902_247,0.30866,NA,NA
E785_600,NA,0.75157,NA
E143_720,0.90213,NA,NA
E864_88,NA,NA,0.10916
E928_212,NA,NA,0.26474
E854_586,0.734,NA,NA
E306_787,NA,0.9862,NA
E600_702,NA,NA,0.87955
E840_680,0.85194,NA,NA
E457_241,0.30113,NA,NA
E589_702,NA,0.87955,NA
E759_334,NA,NA,0.41782
E566_16,NA,NA,0.01882
E595_316,0.39523,NA,NA
E163_672,NA,NA,0.84191
E768_785,NA,NA,0.98369
E836_6,NA,NA,0.00627
E873_43,NA,NA,0.0527
E697_654,NA,NA,0.81932
E342_179,NA,0.22334,NA
E656_548,NA,NA,0.68632
E219_126,NA,NA,0.15684
E372_210,NA,0.26223,NA
E861_413,NA,0.51694,NA
E147_555,0.69511,NA,NA
E351_378,NA,NA,0.47302
E640_139,NA,0.17315,NA
E862_557,NA,NA,0.69762
E456_148,0.18444,NA,NA
E935_391,NA,NA,0.48934
E485_204,NA,0.25471,NA
E720_754,NA,NA,0.94479
E867_97,NA,0.12045,NA
E926_241,NA,0.30113,NA
E138_683,NA,NA,0.85571
E956_710,NA,NA,0.88959
E576_106,NA,NA,0.13174
E26_28,NA,0.03388,NA
E368_482,NA,0.60351,NA
E799_774,NA,0.96989,NA
E28_51,NA,0.06274,NA
E674_489,NA,0.6123,NA
E339_194,NA,0.24216,NA
E319_131,NA,NA,0.16311
E509_642,NA,0.80427,NA
E795_270,0.33752,NA,NA
E314_356,NA,0.44542,NA
E162_349,NA,NA,0.43664
E236_187,NA,0.23338,NA
E578_321,NA,NA,0.40151
E451_428,NA,0.53576,NA
E881_512,NA,NA,0.64115
E187_775,NA,NA,0.97114
E789_10,NA,0.01129,NA
E546_84,NA,NA,0.10414
E152_436,NA,0.5458,NA
E417_762,NA,0.95483,NA
E531_445,NA,NA,0.55709
E738_63,NA,NA,0.07779
E703_623,0.78043,NA,NA
E885_443,NA,0.55458,NA
E66_643,0.80552,NA,NA
E132_549,0.68758,NA,NA
E907_128,NA,0.15935,NA
E484_166,0.20703,NA,NA
E121_9,0.01004,NA,NA
E739_561,NA,NA,0.70263
E914_640,NA,NA,0.80176
E786_226,0.28231,NA,NA
E755_32,NA,NA,0.0389
E432_579,0.72522,NA,NA
E248_149,NA,NA,0.1857
E727_684,0.85696,NA,NA
E420_5,NA,NA,0.00502
E155_435,NA,NA,0.54454
E606_797,NA,NA,0.99875
E252_400,NA,0.50063,NA
E569_328,0.41029,NA,NA
E507_203,NA,NA,0.25345
E447_579,0.72522,NA,NA
E808_774,NA,NA,0.96989
E568_482,NA,0.60351,NA
E487_41,NA,0.05019,NA
E878_690,NA,0.86449,NA
E476_393,0.49184,NA,NA
E766_717,NA,0.89837,NA
E974_113,0.14053,NA,NA
E481_662,0.82936,NA,NA
E889_732,NA,0.91719,NA
E197_268,NA,0.33501,NA
E127_364,NA,0.45546,NA
E278_283,NA,NA,0.35383
E892_632,NA,0.79172,NA
E94_593,NA,0.74279,NA
E29_500,NA,NA,0.6261
E183_358,NA,0.44793,NA
E577_100,NA,NA,0.12422
E24_134,0.16688,NA,NA
E366_660,NA,NA,0.82685
E607_794,NA,0.99498,NA
E972_239,0.29862,NA,NA
E134_437,NA,0.54705,NA
E520_147,0.18319,NA,NA
E726_44,NA,0.05395,NA
E650_166,NA,NA,0.20703
E91_712,NA,NA,0.8921
E263_457,NA,NA,0.57215
E446_286,NA,0.35759,NA
E88_303,0.37892,NA,NA
E792_556,NA,NA,0.69636
E967_427,NA,0.5345,NA
E639_500,NA,0.6261,NA
E648_559,0.70013,NA,NA
E778_609,NA,0.76286,NA
E818_583,NA,NA,0.73024
E33_181,0.22585,NA,NA
E827_584,0.73149,NA,NA
E486_303,NA,0.37892,NA
E934_197,0.24592,NA,NA
E395_178,NA,0.22208,NA
E825_215,0.26851,NA,NA
E161_635,NA,NA,0.79548
E951_159,NA,0.19824,NA
E96_119,NA,0.14806,NA
E343_193,NA,NA,0.2409
E542_541,NA,NA,0.67754
E276_720,0.90213,NA,NA
E365_236,NA,NA,0.29486
E397_371,0.46424,NA,NA
E191_20,0.02384,NA,NA
E293_91,0.11292,NA,NA
E354_109,NA,0.13551,NA
E421_449,0.56211,NA,NA
E863_556,NA,0.69636,NA
E527_137,0.17064,NA,NA
E984_235,NA,0.2936,NA
E268_311,NA,NA,0.38896
E246_713,NA,NA,0.89335
E279_19,NA,NA,0.02258
E987_17,NA,NA,0.02008
E793_180,NA,0.22459,NA
E616_628,NA,NA,0.7867
E599_680,NA,0.85194,NA
E348_195,0.24341,NA,NA
E806_477,NA,NA,0.59724
E40_530,NA,NA,0.66374
E437_412,NA,NA,0.51568
E459_1,0.0,NA,NA
E801_131,NA,0.16311,NA
E52_616,NA,0.77164,NA
E662_535,NA,NA,0.67001
E556_692,NA,0.867,NA
E525_473,NA,NA,0.59222
E626_8,NA,NA,0.00878
E619_305,0.38143,NA,NA
E414_503,NA,NA,0.62986
E905_747,0.93601,NA,NA
E823_570,NA,NA,0.71393
E586_283,0.35383,NA,NA
E673_596,NA,NA,0.74655
E259_13,NA,0.01506,NA
E666_230,0.28733,NA,NA
E200_597,NA,NA,0.7478
E554_189,NA,0.23588,NA
E168_106,NA,NA,0.13174
E61_122,0.15182,NA,NA
E501_492,NA,NA,0.61606
E408_307,0.38394,NA,NA
E705_235,0.2936,NA,NA
E969_252,NA,0.31493,NA
E630_786,0.98494,NA,NA
E957_75,0.09285,NA,NA
E518_600,NA,NA,0.75157
E285_653,NA,NA,0.81807
E210_367,NA,0.45922,NA
E230_519,NA,NA,0.64994
E927_458,NA,0.5734,NA
E196_527,NA,0.65997,NA
E388_339,0.42409,NA,NA
E627_510,NA,0.63864,NA
E597_757,0.94856,NA,NA
E225_198,0.24718,NA,NA
E86_254,NA,0.31744,NA
E324_779,0.97616,NA,NA
E547_797,0.99875,NA,NA
E188_767,NA,0.9611,NA
E404_604,NA,0.75659,NA
E78_158,NA,NA,0.19699
E387_505,NA,0.63237,NA
E148_281,NA,0.35132,NA
E821_727,0.91092,NA,NA
E403_103,NA,NA,0.12798
E663_581,0.72773,NA,NA
E973_655,NA,NA,0.82058
E377_421,0.52698,NA,NA
E150_416,NA,NA,0.5207
E602_200,NA,NA,0.24969
E228_63,NA,NA,0.07779
E800_60,NA,0.07403,NA
E202_276,NA,0.34504,NA
E102_292,NA,NA,0.36512
E947_353,NA,NA,0.44166
E318_699,NA,0.87578,NA
E716_447,NA,0.5596,NA
E615_594,NA,0.74404,NA
E791_532,NA,NA,0.66625
E508_337,NA,0.42158,NA
E965_233,NA,NA,0.29109
E405_71,0.08783,NA,NA
E491_76,NA,NA,0.0941
E796_551,0.69009,NA,NA
E982_777,NA,0.97365,NA
E211_304,NA,NA,0.38018
E330_774,0.96989,NA,NA
E684_4,NA,NA,0.00376
E764_639,0.8005,NA,NA
E110_176,NA,NA,0.21957
E488_793,NA,NA,0.99373
E472_671,NA,0.84065,NA
E205_38,0.04642,NA,NA
E950_321,0.40151,NA,NA
E55_187,NA,0.23338,NA
E882_512,NA,NA,0.64115
E38_183,0.22836,NA,NA
E11_141,0.17566,NA,NA
E442_113,0.14053,NA,NA
E194_604,NA,0.75659,NA
E338_222,0.27729,NA,NA
E477_704,NA,NA,0.88206
E292_410,NA,0.51317,NA
E962_145,0.18068,NA,NA
E262_787,NA,NA,0.9862
E953_403,NA,0.50439,NA
E201_571,NA,NA,0.71518
E995_417,NA,NA,0.52196
E402_167,0.20828,NA,NA
E18_339,0.42409,NA,NA
E977_84,NA,NA,0.10414
E482_131,0.16311,NA,NA
E80_767,0.9611,NA,NA
E593_275,0.34379,NA,NA
E544_321,NA,NA,0.40151
E249_254,NA,NA,0.31744
E748_301,NA,0.37641,NA
E173_51,0.06274,NA,NA
E307_36,NA,0.04391,NA
E203_724,0.90715,NA,NA
E423_231,NA,NA,0.28858
E629_373,NA,0.46675,NA
E376_486,0.60853,NA,NA
E264_156,NA,NA,0.19448
E592_587,0.73526,NA,NA
E144_560,NA,0.70138,NA
E884_410,NA,0.51317,NA
E515_292,0.36512,NA,NA
E668_80,NA,NA,0.09912
E75_640,NA,NA,0.80176
E933_296,0.37014,NA,NA
E145_690,NA,NA,0.86449
E284_60,NA,0.07403,NA
E846_650,0.8143,NA,NA
E839_76,NA,0.0941,NA
E62_720,NA,NA,0.90213
E775_625,NA,0.78294,NA
E692_292,NA,NA,0.36512
E990_130,0.16186,NA,NA
E460_743,NA,NA,0.93099
E751_575,NA,0.7202,NA
E71_126,NA,NA,0.15684
E151_485,NA,NA,0.60728
E886_359,0.44918,NA,NA
E166_798,NA,NA,1.0
E500_736,0.92221,NA,NA
E849_363,0.4542,NA,NA
E670_628,0.7867,NA,NA
E198_236,NA,NA,0.29486
E573_737,NA,NA,0.92346
E771_117,0.14555,NA,NA
E622_160,NA,0.1995,NA
E453_310,0.3877,NA,NA
E916_5,0.00502,NA,NA
E82_702,0.87955,NA,NA
E44_41,NA,NA,0.05019
E422_564,NA,0.7064,NA
E19_645,NA,0.80803,NA
E517_542,NA,0.6788,NA
E394_81,0.10038,NA,NA
E65_7,NA,NA,0.00753
E251_398,NA,0.49812,NA
E107_142,0.17691,NA,NA
E223_632,NA,0.79172,NA
E903_60,NA,NA,0.07403
E558_626,NA,NA,0.78419
E41_41,NA,0.05019,NA
E30_33,NA,NA,0.04015
E787_231,NA,NA,0.28858
E917_30,NA,NA,0.03639
E704_307,NA,NA,0.38394
E331_294,NA,0.36763,NA
E177_276,NA,0.34504,NA
E496_148,NA,0.18444,NA
E105_679,0.85069,NA,NA
E565_47,NA,0.05772,NA
E571_254,NA,0.31744,NA
E301_676,NA,NA,0.84693
E829_113,NA,0.14053,NA
E871_523,NA,NA,0.65496
E207_330,NA,0.4128,NA
E98_400,0.50063,NA,NA
E425_99,0.12296,NA,NA
E671_508,NA,NA,0.63614
E381_594,NA,0.74404,NA
E215_421,0.52698,NA,NA
E545_29,NA,0.03513,NA
E384_136,NA,0.16939,NA
E243_30,NA,NA,0.03639
E328_276,NA,NA,0.34504
E707_657,NA,0.82309,NA
E611_139,0.17315,NA,NA
E537_230,NA,NA,0.28733
E117_432,NA,NA,0.54078
E770_758,NA,0.94981,NA
E185_182,NA,NA,0.2271
E347_81,NA,0.10038,NA
E288_131,NA,NA,0.16311
E828_593,NA,NA,0.74279
E124_70,0.08657,NA,NA
E475_201,0.25094,NA,NA
E6_299,0.3739,NA,NA
E657_526,NA,0.65872,NA
E594_344,NA,0.43036,NA
E74_347,0.43413,NA,NA
E883_528,NA,0.66123,NA
E763_249,0.31117,NA,NA
E989_626,NA,NA,0.78419
E135_636,NA,0.79674,NA
E803_636,NA,NA,0.79674
E265_443,NA,NA,0.55458
E346_608,NA,NA,0.76161
E87_51,NA,NA,0.06274
E444_270,NA,NA,0.33752
E409_492,NA,NA,0.61606
E874_217,0.27102,NA,NA
E737_333,NA,NA,0.41656
E180_676,0.84693,NA,NA
E294_410,NA,NA,0.51317
E267_273,0.34128,NA,NA
E913_202,NA,NA,0.2522
E891_304,NA,0.38018,NA
E661_650,NA,NA,0.8143
E638_574,0.71895,NA,NA
E912_215,NA,NA,0.26851
E930_82,NA,NA,0.10163
E590_708,NA,NA,0.88708
E812_500,NA,0.6261,NA
E552_597,0.7478,NA,NA
E67_178,NA,0.22208,NA
E4_577,NA,NA,0.72271
E910_15,NA,0.01757,NA
E709_273,NA,NA,0.34128
E389_378,NA,NA,0.47302
E850_401,0.50188,NA,NA
E391_211,0.26349,NA,NA
E563_636,NA,0.79674,NA
E632_675,NA,0.84567,NA
E483_13,NA,0.01506,NA
E281_185,0.23087,NA,NA
E193_176,NA,0.21957,NA
E536_200,0.24969,NA,NA
E178_792,NA,NA,0.99247
E321_29,NA,NA,0.03513
E744_679,0.85069,NA,NA
E303_97,NA,NA,0.12045
E830_81,0.10038,NA,NA
E779_722,NA,0.90464,NA
E106_29,NA,NA,0.03513
E519_54,0.0665,NA,NA
E495_551,0.69009,NA,NA
E964_394,NA,NA,0.4931
E896_523,NA,0.65496,NA
E34_70,0.08657,NA,NA
E613_615,NA,0.77039,NA
E698_616,0.77164,NA,NA
E682_386,0.48306,NA,NA
E620_205,NA,NA,0.25596
E109_355,NA,NA,0.44417
E941_197,NA,0.24592,NA
E835_454,NA,NA,0.56838
E700_263,NA,NA,0.32873
E524_295,NA,NA,0.36888
E820_525,NA,0.65747,NA
E604_489,NA,NA,0.6123
E139_685,NA,0.85822,NA
E464_483,0.60477,NA,NA
E129_423,NA,0.52949,NA
E474_530,NA,NA,0.66374
E390_236,NA,0.29486,NA
E220_124,0.15433,NA,NA
E658_350,0.43789,NA,NA
E644_322,0.40276,NA,NA
E42_75,0.09285,NA,NA
E843_547,NA,NA,0.68507
E784_309,0.38645,NA,NA
E308_695,NA,0.87077,NA
E360_119,NA,NA,0.14806
E724_626,NA,NA,0.78419
E235_538,0.67378,NA,NA
E122_306,NA,NA,0.38269
E993_77,0.09536,NA,NA
E14_663,NA,0.83061,NA
E938_129,NA,NA,0.1606
E847_676,NA,0.84693,NA
E689_189,0.23588,NA,NA
E859_657,NA,0.82309,NA
E119_68,0.08407,NA,NA
E398_423,NA,NA,0.52949
E59_584,0.73149,NA,NA
E190_144,NA,NA,0.17942
E280_76,0.0941,NA,NA
E628_233,0.29109,NA,NA
E454_581,0.72773,NA,NA
E798_112,NA,NA,0.13927
E857_411,NA,NA,0.51443
E858_131,NA,NA,0.16311
E131_308,NA,NA,0.38519
E908_486,0.60853,NA,NA
E888_674,0.84442,NA,NA
E383_218,0.27227,NA,NA
E747_523,NA,0.65496,NA
E699_138,NA,0.17189,NA
E844_337,0.42158,NA,NA
E551_327,NA,NA,0.40903
E160_319,0.399,NA,NA
E153_191,0.23839,NA,NA
E23_501,0.62735,NA,NA
E126_630,0.78921,NA,NA
E719_569,NA,0.71267,NA
E239_273,0.34128,NA,NA
E271_50,0.06148,NA,NA
E511_305,NA,NA,0.38143
E99_492,0.61606,NA,NA
E702_425,NA,0.53199,NA
E553_690,NA,0.86449,NA
E893_222,0.27729,NA,NA
E762_252,0.31493,NA,NA
E866_345,NA,NA,0.43162
E722_358,NA,NA,0.44793
E694_434,NA,0.54329,NA
E681_299,NA,0.3739,NA
E358_215,0.26851,NA,NA
E35_76,0.0941,NA,NA
E85_412,NA,NA,0.51568
E652_178,NA,0.22208,NA
E678_578,NA,NA,0.72396
E749_715,NA,0.89586,NA
E352_705,0.88331,NA,NA
E790_114,NA,NA,0.14178
E231_760,NA,NA,0.95232
E149_228,NA,0.28482,NA
E733_301,NA,0.37641,NA
E416_194,NA,NA,0.24216
E936_118,NA,NA,0.1468
E948_774,NA,0.96989,NA
E305_286,0.35759,NA,NA
E894_586,NA,NA,0.734
E9_536,0.67127,NA,NA
E363_247,0.30866,NA,NA
E296_443,NA,NA,0.55458
E980_796,NA,0.99749,NA
E841_537,0.67252,NA,NA
E550_727,NA,0.91092,NA
E723_761,NA,0.95358,NA
E216_441,NA,0.55207,NA
E237_35,NA,NA,0.04266
E832_641,0.80301,NA,NA
E543_363,0.4542,NA,NA
E942_171,0.2133,NA,NA
E937_250,NA,0.31242,NA
E601_4,NA,NA,0.00376
E154_491,NA,0.61481,NA
E45_68,NA,0.08407,NA
E336_385,NA,NA,0.48181
E561_608,NA,0.76161,NA
E401_572,NA,0.71644,NA
E304_438,NA,0.54831,NA
E961_486,0.60853,NA,NA
E856_238,NA,NA,0.29737
E57_490,NA,NA,0.61355
E46_781,NA,0.97867,NA
E708_740,NA,NA,0.92723
E386_413,0.51694,NA,NA
E54_540,0.67629,NA,NA
E108_305,0.38143,NA,NA
E824_612,NA,0.76662,NA
E510_2,NA,0.00125,NA
E407_560,NA,NA,0.70138
E344_332,NA,0.41531,NA
E725_796,NA,NA,0.99749
E1_403,NA,0.50439,NA
E312_743,0.93099,NA,NA
E323_782,NA,NA,0.97992
E462_610,0.76412,NA,NA
E400_378,NA,0.47302,NA
E114_616,0.77164,NA,NA
E664_285,NA,NA,0.35634
E48_357,NA,NA,0.44668
E115_735,NA,0.92095,NA
E813_517,NA,0.64743,NA
E695_528,NA,NA,0.66123
E909_328,NA,0.41029,NA
E734_175,0.21832,NA,NA
E979_656,NA,0.82183,NA
E104_358,0.44793,NA,NA
E113_744,0.93225,NA,NA
E833_10,NA,NA,0.01129
E614_681,0.8532,NA,NA
E489_539,NA,NA,0.67503
E479_729,NA,0.91343,NA
E158_229,0.28607,NA,NA
E192_622,NA,0.77917,NA
E514_87,NA,NA,0.1079
E949_494,NA,0.61857,NA
E353_751,NA,0.94103,NA
E922_11,0.01255,NA,NA
E988_198,NA,NA,0.24718
E954_213,NA,NA,0.266
E426_253,NA,NA,0.31619
E497_438,NA,NA,0.54831
E506_112,NA,NA,0.13927
E70_414,NA,NA,0.51819
E797_90,0.11167,NA,NA
E773_374,NA,0.46801,NA
E646_752,0.94228,NA,NA
E986_345,NA,0.43162,NA
E5_161,NA,NA,0.20075
E204_124,NA,0.15433,NA
E302_588,NA,NA,0.73651
E540_418,NA,NA,0.52321
E997_386,NA,0.48306,NA
E618_312,0.39021,NA,NA
E834_317,0.39649,NA,NA
E287_783,NA,NA,0.98118
E943_642,NA,NA,0.80427
E221_444,0.55583,NA,NA
E370_159,NA,NA,0.19824
E458_301,NA,NA,0.37641
E449_1,NA,0.0,NA
E677_691,NA,NA,0.86575
E53_352,NA,0.4404,NA
E167_2,NA,NA,0.00125
E641_23,NA,0.0276,NA
E93_770,NA,NA,0.96487
E814_333,NA,0.41656,NA
E297_201,NA,NA,0.25094
E214_769,NA,NA,0.96361
E290_97,NA,NA,0.12045
E100_710,NA,0.88959,NA
E247_362,NA,NA,0.45295
E582_560,NA,0.70138,NA
E584_497,0.62233,NA,NA
E69_71,NA,NA,0.08783
E32_411,NA,0.51443,NA
E241_222,NA,NA,0.27729
E349_333,0.41656,NA,NA
E490_81,0.10038,NA,NA
E587_740,NA,NA,0.92723
E60_231,0.28858,NA,NA
E760_399,NA,0.49937,NA
E911_587,0.73526,NA,NA
E424_390,0.48808,NA,NA
E765_621,0.77792,NA,NA
E968_768,NA,NA,0.96236
E513_436,NA,NA,0.5458
E250_798,1.0,NA,NA
E229_209,NA,0.26098,NA
E244_215,NA,0.26851,NA
E761_7,0.00753,NA,NA
E123_466,0.58344,NA,NA
E890_301,NA,0.37641,NA
E635_215,0.26851,NA,NA
E257_339,NA,NA,0.42409
E625_100,0.12422,NA,NA
E171_639,NA,0.8005,NA
E669_543,NA,NA,0.68005
E64_446,0.55834,NA,NA
E502_546,0.68381,NA,NA
E333_77,NA,0.09536,NA
E81_706,0.88457,NA,NA
E952_33,NA,NA,0.04015
E341_344,NA,NA,0.43036
E959_409,NA,NA,0.51192
E379_516,0.64617,NA,NA
E978_137,0.17064,NA,NA
E676_780,NA,NA,0.97742
E714_579,NA,0.72522,NA
E175_448,0.56085,NA,NA
E469_438,0.54831,NA,NA
E539_455,NA,0.56964,NA
E609_736,0.92221,NA,NA
E499_723,0.9059,NA,NA
E887_290,NA,NA,0.36261
E176_766,0.95985,NA,NA
E272_557,NA,NA,0.69762
E431_515,NA,0.64492,NA
E31_634,0.79423,NA,NA
E411_505,NA,NA,0.63237
E872_266,NA,NA,0.3325
E146_693,NA,0.86826,NA
E516_272,NA,NA,0.34003
E270_456,NA,0.57089,NA
E634_252,0.31493,NA,NA
E985_97,NA,NA,0.12045
E680_489,NA,NA,0.6123
E380_624,NA,0.78168,NA
E224_634,NA,NA,0.79423
E25_673,NA,NA,0.84316
E958_211,0.26349,NA,NA
E944_454,NA,NA,0.56838
E199_332,NA,0.41531,NA
E256_257,0.3212,NA,NA
E925_121,NA,0.15056,NA
E492_444,NA,NA,0.55583
E238_377,NA,NA,0.47177
E97_272,NA,0.34003,NA
E450_169,NA,NA,0.21079
E311_601,NA,0.75282,NA
E283_104,0.12923,NA,NA
E939_330,NA,NA,0.4128
E465_300,NA,0.37516,NA
E831_334,NA,NA,0.41782
E116_459,NA,NA,0.57465
E169_553,NA,NA,0.6926
E112_91,NA,NA,0.11292
E0_324,0.40527,NA,NA
E289_765,NA,NA,0.95859
E742_774,0.96989,NA,NA
E51_635,0.79548,NA,NA
E752_676,NA,NA,0.84693
E636_29,NA,NA,0.03513
E20_112,NA,0.13927,NA
E685_85,NA,0.1054,NA
E68_513,NA,NA,0.64241
E392_91,NA,NA,0.11292
E880_65,NA,0.0803,NA
E788_158,NA,0.19699,NA
E688_482,0.60351,NA,NA
E355_489,NA,NA,0.6123
E184_97,0.12045,NA,NA
E687_119,0.14806,NA,NA
E655_492,NA,NA,0.61606
E853_233,0.29109,NA,NA
E90_712,NA,0.8921,NA
E996_205,0.25596,NA,NA
E179_248,NA,NA,0.30991
E503_717,0.89837,NA,NA
E361_539,0.67503,NA,NA
E654_574,NA,0.71895,NA
E906_34,NA,NA,0.04141
E240_580,NA,0.72647,NA
E745_22,NA,0.02635,NA
E298_284,NA,0.35508,NA
E120_94,NA,NA,0.11669
E463_40,0.04893,NA,NA
E443_567,NA,NA,0.71016
E869_689,0.86324,NA,NA
E575_506,0.63363,NA,NA
E794_176,NA,NA,0.21957
E631_77,NA,0.09536,NA
E16_29,NA,0.03513,NA
E530_620,NA,0.77666,NA
E895_353,NA,0.44166,NA
E559_605,NA,NA,0.75784
E991_303,NA,0.37892,NA
E195_282,NA,NA,0.35257
E374_655,NA,0.82058,NA
E56_441,NA,NA,0.55207
E320_260,NA,0.32497,NA
E385_469,NA,0.5872,NA
E92_618,0.77415,NA,NA
E816_307,0.38394,NA,NA
E848_20,NA,NA,0.02384
E728_208,NA,NA,0.25972
E804_797,0.99875,NA,NA
E588_187,NA,0.23338,NA
E580_429,0.53701,NA,NA
E140_356,0.44542,NA,NA
E399_129,NA,NA,0.1606
E870_681,NA,0.8532,NA
E253_595,0.74529,NA,NA
E686_293,NA,NA,0.36637
E291_222,0.27729,NA,NA
E528_637,0.79799,NA,NA
E672_210,NA,NA,0.26223
E322_560,0.70138,NA,NA
E258_4,NA,0.00376,NA
E970_82,NA,NA,0.10163
E327_503,NA,0.62986,NA
E473_212,NA,NA,0.26474
E897_500,NA,0.6261,NA
E8_647,NA,NA,0.81054
E480_250,0.31242,NA,NA
E295_686,0.85947,NA,NA
E434_50,NA,NA,0.06148
E693_607,NA,0.76035,NA
E159_390,0.48808,NA,NA
E810_25,0.03011,NA,NA
E309_96,NA,NA,0.1192
E721_335,0.41907,NA,NA
E776_616,NA,0.77164,NA
E429_182,NA,0.2271,NA
E209_250,0.31242,NA,NA
E406_484,0.60602,NA,NA
E899_769,0.96361,NA,NA
E275_516,NA,NA,0.64617
E182_216,NA,0.26976,NA
E608_206,NA,0.25721,NA
E345_38,0.04642,NA,NA
E222_64,NA,NA,0.07905
E617_579,NA,NA,0.72522
E49_691,0.86575,NA,NA
E15_514,0.64366,NA,NA
E37_153,NA,0.19072,NA
E471_726,NA,NA,0.90966
