,cl
E408,1
E409,0
E410,1
E411,1
E412,1
E413,1
E414,0
E415,1
E416,0
E417,0
E418,0
E419,1
E420,0
E421,1
E422,1
E423,0
E424,0
E425,0
E426,0
E427,0
E428,0
E429,1
E430,0
E431,0
E432,1
E433,1
E434,0
E435,1
E436,0
E437,1
E438,1
E439,0
E440,1
E441,1
E442,0
E443,1
E444,0
E445,0
E446,0
E447,0
E448,1
E449,0
E450,1
E451,0
E452,0
E453,0
E454,0
E455,1
E456,0
E457,1
E458,0
E459,0
E460,0
E461,1
E462,1
E463,1
E464,0
E465,0
E466,1
E467,1
E468,1
E469,1
E470,1
E471,1
E472,0
E473,0
E474,0
E475,0
E476,1
E477,0
E478,1
E479,1
E480,0
E481,0
E482,1
E483,0
E484,0
E485,1
E486,1
E487,0
E488,1
E489,0
E490,1
E491,0
E492,0
E493,1
E494,0
E495,1
E496,0
E497,1
E498,0
E499,0
E500,0
E501,1
E502,0
E503,0
E504,1
E505,1
E506,0
E507,1
E508,0
E509,0
E510,0
E511,0
E512,0
E513,0
E514,1
E515,0
E516,1
E517,0
E518,1
E519,0
E520,0
E521,0
E522,1
E523,0
E524,1
E525,0
E526,0
E527,1
E528,0
E529,1
E530,0
E531,1
E532,0
E533,1
E534,1
E535,1
E536,0
E537,1
E538,1
E539,1
E540,0
E541,1
E542,0
E543,1
E544,0
E545,0
E546,1
E547,0
E548,0
E549,1
E550,0
E551,1
E552,0
E553,0
E554,0
E555,0
E556,0
E557,0
E558,0
E559,0
E560,0
E561,1
E562,1
E563,0
E564,1
E565,1
E566,1
E567,1
E568,1
E569,1
E570,0
E571,1
E572,0
E573,1
E574,0
E575,1
E576,1
E577,0
E578,0
E579,1
E580,1
E581,1
E582,0
E583,1
E584,0
E585,1
E586,0
E587,0
E588,1
E589,1
E590,0
E591,1
E592,1
E593,1
E594,0
E595,1
E596,0
E597,1
E598,0
E599,0
E600,0
E601,0
E602,0
E603,0
E604,1
E605,1
E606,1
E607,0
E608,0
E609,0
E610,1
E611,0
E612,1
E613,1
E614,1
E615,1
E616,0
E617,1
E618,0
E619,0
E620,0
E621,0
E622,1
E623,1
E624,0
E625,1
E626,1
E627,1
E628,0
E629,0
E630,1
E631,1
E632,1
E633,1
E634,0
E635,0
E636,1
E637,1
E638,0
E639,0
E640,1
E641,1
E642,0
E643,1
E644,1
E645,0
E646,1
E647,1
E648,0
E649,0
E650,1
E651,0
E652,1
E653,0
E654,1
E655,0
E656,0
E657,0
E658,1
E659,1
E660,1
E661,0
E662,0
E663,1
E664,0
E665,0
E666,0
E667,1
E668,1
E669,0
E670,1
E671,0
E672,0
E673,1
E674,0
E675,1
E676,1
E677,0
E678,0
E679,0
E680,1
E681,0
E682,0
E683,1
E684,0
E685,1
E686,1
E687,0
E688,0
E689,1
E690,1
E691,0
E692,0
E693,0
E694,0
E695,0
E696,1
E697,0
E698,1
E699,0
E700,1
E701,1
E702,0
E703,1
E704,1
E705,1
E706,1
E707,0
E708,0
E709,0
E710,1
E711,0
E712,0
E713,1
E714,1
E715,0
E716,1
E717,1
E718,1
E719,1
E720,0
E721,0
E722,1
E723,0
E724,1
E725,0
E726,1
E727,0
E728,0
E729,0
E730,0
E731,1
E732,1
E733,1
E734,0
E735,1
E736,1
E737,0
E738,1
E739,0
E740,1
E741,0
E742,1
E743,0
E744,0
E745,0
E746,1
E747,1
E748,0
E749,0
E750,1
E751,1
E752,1
E753,1
E754,1
E755,0
E756,0
E757,0
E758,0
E759,0
E760,1
E761,0
E762,1
E763,1
E764,0
E765,0
E766,0
E767,0
E768,1
E769,1
E770,1
E771,1
E772,0
E773,1
E774,1
E775,1
E776,1
E777,1
E778,0
E779,0
E780,0
E781,0
E782,0
E783,0
E784,0
E785,1
E786,0
E787,1
E788,1
E789,0
E790,0
E791,0
E792,1
E793,1
E794,0
E795,1
E796,0
E797,1
E798,1
E799,1
E800,1
E801,0
E802,1
E803,0
E804,0
E805,1
E806,0
E807,1
E808,1
E809,0
E810,1
E811,1
E812,0
E813,0
E814,1
E815,1
E816,0
E817,1
E818,1
E819,0
E820,1
E821,0
E822,0
E823,1
E824,0
E825,0
E826,1
E827,1
E828,0
E829,0
E830,0
E831,1
E832,0
E833,0
E834,1
E835,0
E836,1
E837,1
E838,0
E839,0
E840,0
E841,1
E842,0
E843,1
E844,0
E845,1
E846,0
E847,1
E848,0
E849,0
E850,0
E851,1
E852,1
E853,0
E854,0
E855,0
E856,0
E857,1
E858,1
E859,1
E860,1
E861,1
E862,0
E863,0
E864,1
E865,0
E866,1
E867,0
E868,0
E869,1
E870,0
E871,1
E872,1
E873,0
E874,1
E875,1
E876,1
E877,1
E878,1
E879,1
E880,1
E881,1
E882,1
E883,0
E884,0
E885,1
E886,0
E887,0
E888,0
E889,1
E890,0
E891,1
E892,0
E893,0
E894,0
E895,1
E896,0
E897,1
E898,0
E899,0
E900,0
E901,1
E902,1
E903,0
E904,1
E905,0
E906,1
E907,1
E908,1
E909,1
E910,0
E911,1
E912,0
E913,0
E914,1
E915,0
E916,1
E917,0
E918,0
E919,0
E920,1
E921,1
E922,1
E923,0
E924,1
E925,1
E926,1
E927,0
E928,1
E929,1
E930,0
E931,1
E932,0
E933,1
E934,1
E935,1
E936,1
E937,1
E938,1
E939,0
E940,0
E941,0
E942,1
E943,1
E944,0
E945,1
E946,0
E947,1
E948,1
E949,1
E950,1
E951,1
E952,1
E953,1
E954,1
E955,1
E956,0
E957,0
E958,1
E959,1
E960,0
E961,1
E962,0
E963,1
E964,1
E965,1
E966,0
E967,1
E968,0
E969,1
E970,1
E971,1
E972,0
E973,0
E974,1
E975,0
E976,1
E977,0
E978,0
E979,1
E980,0
E981,0
E982,0
E983,1
E984,0
E985,0
E986,1
E987,0
E988,1
E989,0
E990,1
E991,0
E992,0
E993,1
E994,1
E995,0
E996,1
E997,1
E998,0
E999,0
