,cl
E408,0
E409,1
E410,0
E411,1
E412,1
E413,1
E414,0
E415,0
E416,1
E417,1
E418,0
E419,0
E420,1
E421,0
E422,0
E423,1
E424,0
E425,0
E426,1
E427,1
E428,0
E429,0
E430,1
E431,1
E432,0
E433,0
E434,1
E435,0
E436,1
E437,0
E438,0
E439,0
E440,1
E441,0
E442,0
E443,1
E444,1
E445,1
E446,0
E447,0
E448,0
E449,0
E450,1
E451,1
E452,1
E453,0
E454,0
E455,1
E456,0
E457,1
E458,1
E459,1
E460,1
E461,1
E462,1
E463,0
E464,0
E465,1
E466,0
E467,1
E468,0
E469,1
E470,1
E471,1
E472,0
E473,0
E474,0
E475,0
E476,0
E477,1
E478,0
E479,1
E480,0
E481,0
E482,0
E483,1
E484,0
E485,0
E486,0
E487,0
E488,0
E489,0
E490,1
E491,1
E492,1
E493,1
E494,0
E495,1
E496,1
E497,0
E498,1
E499,1
E500,0
E501,0
E502,1
E503,0
E504,1
E505,1
E506,1
E507,1
E508,0
E509,0
E510,1
E511,1
E512,1
E513,1
E514,1
E515,1
E516,1
E517,1
E518,1
E519,1
E520,1
E521,0
E522,1
E523,1
E524,0
E525,1
E526,0
E527,0
E528,1
E529,1
E530,1
E531,1
E532,1
E533,1
E534,0
E535,1
E536,1
E537,0
E538,0
E539,1
E540,0
E541,0
E542,1
E543,1
E544,1
E545,1
E546,1
E547,0
E548,1
E549,1
E550,0
E551,1
E552,0
E553,1
E554,0
E555,1
E556,0
E557,1
E558,0
E559,0
E560,1
E561,0
E562,0
E563,1
E564,0
E565,0
E566,0
E567,0
E568,1
E569,1
E570,1
E571,1
E572,1
E573,1
E574,1
E575,1
E576,0
E577,0
E578,1
E579,1
E580,0
E581,1
E582,1
E583,0
E584,1
E585,0
E586,0
E587,1
E588,1
E589,1
E590,1
E591,0
E592,1
E593,1
E594,0
E595,1
E596,0
E597,0
E598,1
E599,1
E600,0
E601,0
E602,0
E603,0
E604,0
E605,1
E606,1
E607,0
E608,0
E609,1
E610,0
E611,1
E612,1
E613,1
E614,0
E615,0
E616,1
E617,1
E618,0
E619,0
E620,1
E621,1
E622,0
E623,1
E624,1
E625,0
E626,0
E627,0
E628,0
E629,1
E630,1
E631,1
E632,1
E633,1
E634,0
E635,0
E636,1
E637,1
E638,1
E639,1
E640,0
E641,1
E642,0
E643,1
E644,1
E645,1
E646,1
E647,0
E648,1
E649,0
E650,1
E651,1
E652,1
E653,0
E654,1
E655,1
E656,1
E657,0
E658,0
E659,0
E660,1
E661,1
E662,1
E663,1
E664,0
E665,1
E666,0
E667,1
E668,0
E669,0
E670,0
E671,1
E672,1
E673,0
E674,1
E675,0
E676,0
E677,0
E678,0
E679,0
E680,0
E681,0
E682,1
E683,1
E684,1
E685,0
E686,0
E687,1
E688,0
E689,1
E690,1
E691,1
E692,1
E693,0
E694,1
E695,1
E696,0
E697,1
E698,1
E699,1
E700,0
E701,1
E702,1
E703,0
E704,1
E705,0
E706,0
E707,0
E708,0
E709,1
E710,0
E711,0
E712,0
E713,1
E714,0
E715,0
E716,0
E717,1
E718,0
E719,0
E720,1
E721,1
E722,1
E723,1
E724,0
E725,0
E726,0
E727,1
E728,1
E729,0
E730,0
E731,0
E732,0
E733,1
E734,1
E735,1
E736,1
E737,1
E738,0
E739,0
E740,0
E741,0
E742,0
E743,1
E744,1
E745,0
E746,1
E747,0
E748,1
E749,0
E750,0
E751,0
E752,0
E753,0
E754,1
E755,0
E756,0
E757,0
E758,1
E759,1
E760,0
E761,1
E762,1
E763,1
E764,0
E765,0
E766,0
E767,0
E768,1
E769,0
E770,1
E771,1
E772,0
E773,1
E774,1
E775,0
E776,0
E777,1
E778,0
E779,0
E780,0
E781,0
E782,1
E783,0
E784,0
E785,0
E786,0
E787,0
E788,0
E789,0
E790,1
E791,0
E792,1
E793,1
E794,1
E795,1
E796,0
E797,1
E798,0
E799,1
E800,1
E801,0
E802,0
E803,1
E804,1
E805,1
E806,1
E807,1
E808,0
E809,0
E810,1
E811,0
E812,0
E813,1
E814,0
E815,0
E816,1
E817,0
E818,1
E819,1
E820,0
E821,0
E822,1
E823,1
E824,0
E825,0
E826,1
E827,1
E828,1
E829,0
E830,0
E831,0
E832,1
E833,0
E834,1
E835,0
E836,0
E837,0
E838,1
E839,0
E840,0
E841,1
E842,1
E843,1
E844,0
E845,0
E846,1
E847,1
E848,1
E849,0
E850,1
E851,1
E852,0
E853,0
E854,0
E855,0
E856,1
E857,0
E858,1
E859,1
E860,1
E861,1
E862,1
E863,1
E864,1
E865,1
E866,0
E867,0
E868,0
E869,1
E870,0
E871,0
E872,1
E873,1
E874,1
E875,1
E876,1
E877,0
E878,0
E879,1
E880,0
E881,1
E882,0
E883,0
E884,0
E885,1
E886,0
E887,1
E888,0
E889,1
E890,0
E891,0
E892,0
E893,1
E894,1
E895,1
E896,0
E897,0
E898,1
E899,1
E900,0
E901,1
E902,0
E903,0
E904,1
E905,1
E906,1
E907,1
E908,1
E909,0
E910,1
E911,1
E912,1
E913,0
E914,0
E915,0
E916,0
E917,1
E918,0
E919,1
E920,1
E921,1
E922,1
E923,1
E924,1
E925,0
E926,1
E927,0
E928,1
E929,1
E930,1
E931,0
E932,1
E933,1
E934,0
E935,0
E936,1
E937,0
E938,1
E939,0
E940,0
E941,0
E942,0
E943,1
E944,1
E945,0
E946,0
E947,1
E948,0
E949,1
E950,0
E951,1
E952,1
E953,1
E954,1
E955,0
E956,0
E957,0
E958,0
E959,1
E960,1
E961,1
E962,0
E963,1
E964,1
E965,0
E966,0
E967,0
E968,1
E969,1
E970,0
E971,0
E972,0
E973,1
E974,0
E975,0
E976,1
E977,0
E978,1
E979,0
E980,1
E981,1
E982,0
E983,1
E984,1
E985,0
E986,1
E987,1
E988,0
E989,0
E990,0
E991,1
E992,1
E993,0
E994,1
E995,1
E996,1
E997,1
E998,1
E999,1
