,PseudoTime1,PseudoTime2
E823_456,NA,0.57035
E120_254,0.31658,NA
E126_131,NA,0.16206
E879_560,NA,0.70101
E67_266,NA,0.33166
E534_492,NA,0.61558
E948_341,NA,0.42588
E116_386,0.48241,NA
E987_712,0.89196,NA
E835_541,0.67714,NA
E780_362,0.45226,NA
E676_328,NA,0.40955
E359_531,0.66457,NA
E942_318,NA,0.39698
E783_612,0.76633,NA
E43_736,0.92211,NA
E654_739,NA,0.92588
E569_119,NA,0.14698
E146_162,0.20101,NA
E18_145,NA,0.17965
E996_570,NA,0.71357
E251_363,0.45352,NA
E661_451,0.56407,NA
E945_516,NA,0.64573
E790_517,0.64698,NA
E180_733,0.91834,NA
E482_537,NA,0.67211
E456_589,0.73744,NA
E317_777,0.97362,NA
E453_194,0.24121,NA
E684_102,0.12563,NA
E623_361,NA,0.45101
E219_335,NA,0.41834
E691_30,0.03518,NA
E893_9,0.00879,NA
E551_491,NA,0.61432
E300_418,0.52261,NA
E159_769,0.96357,NA
E758_203,0.25251,NA
E636_749,NA,0.93844
E416_426,0.53266,NA
E576_165,NA,0.20477
E653_759,0.95101,NA
E450_214,NA,0.26633
E902_92,NA,0.11307
E545_743,0.9309,NA
E382_328,NA,0.40955
E470_791,NA,0.99121
E206_72,0.08794,NA
E154_445,NA,0.55653
E189_596,NA,0.74623
E186_470,0.58794,NA
E814_100,NA,0.12312
E241_184,0.22864,NA
E530_69,0.08417,NA
E613_359,NA,0.44849
E200_539,NA,0.67462
E558_150,0.18593,NA
E458_787,0.98618,NA
E597_703,NA,0.88065
E933_506,NA,0.63317
E535_266,NA,0.33166
E183_144,NA,0.17839
E41_629,0.78769,NA
E484_293,0.36558,NA
E305_551,NA,0.6897
E795_5,NA,0.00377
E72_765,NA,0.95854
E660_169,NA,0.2098
E502_665,0.83291,NA
E673_289,NA,0.36055
E199_564,NA,0.70603
E45_651,NA,0.81533
E829_114,0.1407,NA
E442_324,0.40452,NA
E810_589,NA,0.73744
E898_333,0.41583,NA
E637_316,NA,0.39447
E310_795,NA,0.99623
E318_426,0.53266,NA
E808_251,NA,0.31281
E824_450,0.56281,NA
E689_588,NA,0.73618
E565_710,NA,0.88945
E37_634,0.79397,NA
E928_269,NA,0.33543
E777_399,NA,0.49874
E841_42,NA,0.05025
E498_525,0.65704,NA
E834_283,NA,0.35302
E398_270,NA,0.33668
E906_289,NA,0.36055
E590_259,0.32286,NA
E191_619,NA,0.77513
E323_189,NA,0.23492
E373_277,0.34548,NA
E747_396,NA,0.49497
E143_652,NA,0.81658
E452_126,0.15578,NA
E624_191,0.23744,NA
E109_558,0.69849,NA
E337_288,NA,0.3593
E89_65,NA,0.07915
E17_30,NA,0.03518
E806_550,0.68844,NA
E118_457,NA,0.57161
E357_15,0.01633,NA
E307_71,0.08668,NA
E483_527,0.65955,NA
E527_533,NA,0.66709
E511_744,0.93216,NA
E621_198,0.24623,NA
E91_670,0.8392,NA
E214_600,NA,0.75126
E731_29,NA,0.03392
E90_57,NA,0.0691
E215_156,NA,0.19347
E523_674,0.84422,NA
E519_362,0.45226,NA
E173_601,NA,0.75251
E425_768,0.96231,NA
E132_34,0.0402,NA
E8_32,NA,0.03769
E176_759,0.95101,NA
E372_577,NA,0.72236
E649_623,0.78015,NA
E699_157,0.19472,NA
E541_608,NA,0.76131
E855_529,0.66206,NA
E367_425,0.53141,NA
E287_640,NA,0.80151
E796_546,0.68342,NA
E51_242,NA,0.30151
E674_665,0.83291,NA
E867_508,0.63568,NA
E704_617,NA,0.77261
E224_105,0.1294,NA
E842_576,0.72111,NA
E489_462,0.57789,NA
E270_624,NA,0.78141
E856_74,0.09045,NA
E682_680,0.85176,NA
E860_561,NA,0.70226
E950_76,NA,0.09296
E421_93,NA,0.11432
E759_523,0.65452,NA
E908_316,NA,0.39447
E351_774,NA,0.96985
E997_628,NA,0.78643
E843_725,NA,0.90829
E640_454,NA,0.56784
E584_219,0.27261,NA
E56_737,0.92337,NA
E451_476,0.59548,NA
E298_769,0.96357,NA
E694_780,0.97739,NA
E384_577,NA,0.72236
E42_619,0.77513,NA
E631_610,NA,0.76382
E240_788,NA,0.98744
E495_225,NA,0.28015
E417_792,0.99246,NA
E271_791,NA,0.99121
E596_48,0.05779,NA
E507_446,NA,0.55779
E542_783,0.98116,NA
E931_346,NA,0.43216
E585_4,NA,0.00251
E611_476,0.59548,NA
E581_155,NA,0.19221
E852_308,NA,0.38442
E561_499,NA,0.62437
E949_731,NA,0.91583
E213_20,NA,0.02261
E977_624,0.78141,NA
E971_451,NA,0.56407
E554_459,0.57412,NA
E325_250,NA,0.31156
E622_636,NA,0.79648
E7_433,0.54146,NA
E786_123,0.15201,NA
E929_558,NA,0.69849
E277_768,NA,0.96231
E139_37,NA,0.04397
E113_128,NA,0.15829
E579_289,NA,0.36055
E92_647,NA,0.8103
E935_289,NA,0.36055
E249_239,0.29774,NA
E243_514,0.64322,NA
E670_559,NA,0.69975
E859_473,NA,0.59171
E662_133,0.16457,NA
E281_669,NA,0.83794
E406_621,0.77764,NA
E123_766,NA,0.9598
E34_520,NA,0.65075
E335_293,NA,0.36558
E924_486,NA,0.60804
E46_156,0.19347,NA
E192_609,0.76256,NA
E371_390,NA,0.48744
E221_563,0.70477,NA
E204_413,NA,0.51633
E376_457,0.57161,NA
E84_85,0.10427,NA
E671_619,0.77513,NA
E469_292,NA,0.36432
E209_258,0.32161,NA
E33_509,0.63693,NA
E566_81,NA,0.09925
E151_419,NA,0.52387
E205_428,0.53518,NA
E904_104,NA,0.12814
E340_141,NA,0.17462
E328_61,0.07412,NA
E293_303,NA,0.37814
E872_760,NA,0.95226
E994_533,NA,0.66709
E319_734,0.9196,NA
E59_197,NA,0.24497
E605_554,NA,0.69347
E775_298,NA,0.37186
E690_39,NA,0.04648
E364_296,0.36935,NA
E128_505,0.63191,NA
E121_39,0.04648,NA
E793_780,NA,0.97739
E162_703,0.88065,NA
E261_728,0.91206,NA
E587_101,0.12437,NA
E239_391,NA,0.48869
E360_145,NA,0.17965
E603_216,0.26884,NA
E819_630,0.78894,NA
E313_533,NA,0.66709
E141_53,NA,0.06407
E512_105,0.1294,NA
E443_720,NA,0.90201
E578_582,0.72864,NA
E466_393,NA,0.49121
E430_185,0.2299,NA
E467_112,NA,0.13819
E391_290,NA,0.36181
E923_46,0.05528,NA
E610_454,NA,0.56784
E352_451,NA,0.56407
E735_146,NA,0.1809
E900_75,0.09171,NA
E840_230,0.28643,NA
E919_107,0.13191,NA
E288_434,NA,0.54271
E514_577,NA,0.72236
E955_600,NA,0.75126
E410_174,NA,0.21608
E667_129,NA,0.15955
E549_290,NA,0.36181
E194_615,0.7701,NA
E103_395,0.49372,NA
E66_499,NA,0.62437
E518_348,NA,0.43467
E435_429,NA,0.53643
E346_572,0.71608,NA
E392_404,NA,0.50503
E749_354,0.44221,NA
E539_676,NA,0.84673
E330_373,0.46608,NA
E564_619,NA,0.77513
E868_79,0.09673,NA
E836_742,NA,0.92965
E397_717,0.89824,NA
E105_237,NA,0.29523
E509_707,0.88568,NA
E100_65,0.07915,NA
E399_42,0.05025,NA
E895_149,NA,0.18467
E93_543,0.67965,NA
E756_552,0.69095,NA
E181_85,0.10427,NA
E562_112,NA,0.13819
E688_566,0.70854,NA
E203_633,NA,0.79271
E312_595,NA,0.74497
E809_111,0.13693,NA
E696_338,NA,0.42211
E252_135,0.16709,NA
E415_514,NA,0.64322
E700_783,NA,0.98116
E306_776,NA,0.97236
E619_530,0.66332,NA
E646_687,NA,0.86055
E48_306,0.38191,NA
E14_612,0.76633,NA
E957_55,0.06658,NA
E265_788,NA,0.98744
E481_428,0.53518,NA
E115_468,NA,0.58543
E752_72,NA,0.08794
E177_791,0.99121,NA
E816_786,0.98492,NA
E487_210,0.26131,NA
E871_260,NA,0.32412
E751_3,NA,0.00126
E3_545,0.68216,NA
E462_287,NA,0.35804
E493_98,NA,0.1206
E375_77,0.09422,NA
E131_503,0.6294,NA
E648_742,0.92965,NA
E884_183,0.22739,NA
E912_746,0.93467,NA
E658_327,NA,0.40829
E782_411,0.51382,NA
E39_753,0.94347,NA
E6_581,0.72739,NA
E83_622,NA,0.77889
E424_350,0.43719,NA
E463_702,NA,0.8794
E377_569,0.71231,NA
E432_319,NA,0.39824
E119_522,NA,0.65327
E160_370,0.46231,NA
E387_657,NA,0.82286
E230_286,0.35678,NA
E284_555,0.69472,NA
E258_258,NA,0.32161
E754_147,NA,0.18216
E444_82,0.1005,NA
E517_542,0.67839,NA
E652_608,NA,0.76131
E395_292,0.36432,NA
E733_656,NA,0.82161
E259_251,NA,0.31281
E601_742,0.92965,NA
E976_295,NA,0.36809
E22_211,NA,0.26256
E763_61,NA,0.07412
E973_792,0.99246,NA
E960_251,0.31281,NA
E744_273,0.34045,NA
E11_588,0.73618,NA
E324_356,0.44472,NA
E943_768,NA,0.96231
E914_663,NA,0.8304
E508_617,0.77261,NA
E320_153,0.1897,NA
E606_435,NA,0.54397
E125_426,0.53266,NA
E356_18,NA,0.0201
E925_329,NA,0.4108
E972_491,0.61432,NA
E268_320,0.3995,NA
E709_305,0.38065,NA
E887_552,0.69095,NA
E813_422,0.52764,NA
E850_207,0.25754,NA
E870_782,0.9799,NA
E414_459,0.57412,NA
E10_10,0.01005,NA
E730_38,0.04523,NA
E620_115,0.14196,NA
E58_632,NA,0.79146
E505_748,NA,0.93719
E327_116,NA,0.14322
E705_406,NA,0.50754
E62_75,NA,0.09171
E374_74,0.09045,NA
E437_288,NA,0.3593
E354_52,NA,0.06281
E342_604,0.75628,NA
E106_356,NA,0.44472
E472_366,0.45729,NA
E473_105,0.1294,NA
E175_582,NA,0.72864
E897_456,NA,0.57035
E650_610,NA,0.76382
E496_479,0.59925,NA
E964_531,NA,0.66457
E210_669,0.83794,NA
E702_189,0.23492,NA
E858_315,NA,0.39322
E533_433,NA,0.54146
E616_766,0.9598,NA
E142_601,0.75251,NA
E193_212,NA,0.26382
E959_633,NA,0.79271
E394_438,0.54774,NA
E968_92,0.11307,NA
E122_187,0.23241,NA
E934_430,NA,0.53769
E940_582,0.72864,NA
E801_178,0.22111,NA
E988_150,NA,0.18593
E369_171,0.21231,NA
E504_376,NA,0.46985
E368_517,NA,0.64698
E81_357,NA,0.44598
E36_152,0.18844,NA
E770_340,NA,0.42462
E32_497,0.62186,NA
E88_72,NA,0.08794
E748_400,0.5,NA
E556_706,0.88442,NA
E366_490,NA,0.61307
E877_56,NA,0.06784
E630_759,NA,0.95101
E423_79,0.09673,NA
E567_243,NA,0.30276
E156_38,NA,0.04523
E441_414,NA,0.51759
E848_529,0.66206,NA
E275_709,0.88819,NA
E794_136,0.16834,NA
E571_655,NA,0.82035
E921_766,NA,0.9598
E764_661,0.82789,NA
E409_691,0.86558,NA
E27_715,NA,0.89573
E947_530,NA,0.66332
E167_762,NA,0.95477
E651_232,0.28894,NA
E315_291,0.36307,NA
E657_416,0.5201,NA
E50_647,0.8103,NA
E864_740,NA,0.92714
E568_752,NA,0.94221
E70_564,NA,0.70603
E440_411,NA,0.51382
E560_485,0.60678,NA
E491_31,0.03643,NA
E980_477,0.59673,NA
E983_141,NA,0.17462
E913_9,0.00879,NA
E753_202,NA,0.25126
E158_416,NA,0.5201
E714_459,NA,0.57412
E788_723,NA,0.90578
E713_216,NA,0.26884
E256_88,0.10804,NA
E393_411,0.51382,NA
E679_191,0.23744,NA
E280_95,NA,0.11683
E830_32,0.03769,NA
E761_143,0.17714,NA
E418_523,0.65452,NA
E548_609,0.76256,NA
E295_421,NA,0.52638
E147_584,0.73116,NA
E643_89,NA,0.1093
E766_727,0.9108,NA
E833_30,0.03518,NA
E273_15,NA,0.01633
E229_501,0.62688,NA
E322_651,0.81533,NA
E198_511,0.63945,NA
E738_514,NA,0.64322
E812_59,0.07161,NA
E982_722,0.90452,NA
E461_179,NA,0.22236
E283_378,0.47236,NA
E905_348,0.43467,NA
E282_777,0.97362,NA
E54_67,NA,0.08166
E28_630,0.78894,NA
E659_757,NA,0.94849
E727_374,0.46734,NA
E799_172,NA,0.21357
E916_233,NA,0.2902
E769_128,NA,0.15829
E638_34,0.0402,NA
E531_17,NA,0.01884
E805_176,NA,0.21859
E96_224,0.27889,NA
E102_759,0.95101,NA
E477_583,0.7299,NA
E861_795,NA,0.99623
E784_333,0.41583,NA
E506_93,0.11432,NA
E255_691,NA,0.86558
E400_541,NA,0.67714
E434_211,0.26256,NA
E888_503,0.6294,NA
E170_105,NA,0.1294
E171_247,0.30779,NA
E112_158,0.19598,NA
E930_368,0.4598,NA
E966_484,0.60553,NA
E599_333,0.41583,NA
E363_494,0.61809,NA
E866_564,NA,0.70603
E529_147,NA,0.18216
E31_599,NA,0.75
E267_564,NA,0.70603
E598_182,0.22613,NA
E57_521,NA,0.65201
E412_543,NA,0.67965
E78_128,0.15829,NA
E428_121,0.1495,NA
E773_490,NA,0.61307
E0_412,NA,0.51508
E632_721,NA,0.90327
E82_445,0.55653,NA
E820_306,NA,0.38191
E347_217,NA,0.2701
E383_38,NA,0.04523
E269_758,NA,0.94975
E402_717,NA,0.89824
E5_461,0.57663,NA
E938_99,NA,0.12186
E633_585,NA,0.73241
E223_447,NA,0.55905
E479_489,NA,0.61181
E903_281,0.3505,NA
E164_230,NA,0.28643
E993_632,NA,0.79146
E550_356,0.44472,NA
E894_605,0.75754,NA
E575_523,NA,0.65452
E711_530,0.66332,NA
E420_546,0.68342,NA
E455_513,NA,0.64196
E460_689,0.86307,NA
E991_347,0.43342,NA
E468_265,NA,0.3304
E44_237,NA,0.29523
E736_478,NA,0.59799
E891_403,NA,0.50377
E231_458,NA,0.57286
E975_245,0.30528,NA
E628_456,0.57035,NA
E591_590,NA,0.73869
E642_645,0.80779,NA
E345_449,0.56156,NA
E845_21,NA,0.02387
E308_587,0.73492,NA
E321_316,NA,0.39447
E438_271,NA,0.33794
E344_697,0.87312,NA
E114_335,0.41834,NA
E155_356,NA,0.44472
E516_710,NA,0.88945
E104_523,NA,0.65452
E285_322,0.40201,NA
E296_397,NA,0.49623
E222_344,0.42965,NA
E403_668,0.83668,NA
E878_145,NA,0.17965
E892_370,0.46231,NA
E135_707,NA,0.88568
E144_341,0.42588,NA
E728_114,0.1407,NA
E471_392,NA,0.48995
E429_648,NA,0.81156
E99_486,0.60804,NA
E426_436,0.54523,NA
E381_736,NA,0.92211
E881_651,NA,0.81533
E853_500,0.62563,NA
E217_779,0.97613,NA
E449_171,0.21231,NA
E26_221,NA,0.27513
E149_332,0.41457,NA
E593_6,NA,0.00503
E350_528,NA,0.6608
E574_551,0.6897,NA
E875_42,NA,0.05025
E922_708,NA,0.88693
E899_318,0.39698,NA
E825_329,0.4108,NA
E457_533,NA,0.66709
E134_40,NA,0.04774
E362_312,NA,0.38945
E97_76,NA,0.09296
E821_625,0.78266,NA
E683_387,NA,0.48367
E260_15,0.01633,NA
E815_264,NA,0.32915
E197_274,0.34171,NA
E582_159,0.19724,NA
E245_474,0.59296,NA
E279_407,0.50879,NA
E136_712,0.89196,NA
E961_527,NA,0.65955
E20_400,0.5,NA
E726_755,NA,0.94598
E686_768,NA,0.96231
E967_186,NA,0.23116
E178_102,NA,0.12563
E937_437,NA,0.54648
E965_46,NA,0.05528
E108_728,0.91206,NA
E792_383,NA,0.47864
E422_582,NA,0.72864
E497_401,NA,0.50126
E854_330,0.41206,NA
E687_165,0.20477,NA
E405_178,0.22111,NA
E19_380,0.47487,NA
E401_340,0.42462,NA
E811_638,NA,0.79899
E289_723,NA,0.90578
E110_371,0.46357,NA
E291_249,0.3103,NA
E218_623,0.78015,NA
E939_333,0.41583,NA
E228_287,0.35804,NA
E73_315,NA,0.39322
E559_725,0.90829,NA
E803_402,0.50251,NA
E29_537,NA,0.67211
E168_268,0.33417,NA
E499_648,0.81156,NA
E2_166,0.20603,NA
E86_530,0.66332,NA
E926_793,NA,0.99372
E838_598,0.74874,NA
E311_576,NA,0.72111
E85_456,0.57035,NA
E61_584,NA,0.73116
E665_456,0.57035,NA
E544_710,0.88945,NA
E698_741,NA,0.92839
E64_231,NA,0.28769
E664_475,0.59422,NA
E101_779,NA,0.97613
E849_267,0.33291,NA
E274_732,NA,0.91709
E501_223,NA,0.27764
E953_185,NA,0.2299
E797_405,NA,0.50628
E717_471,NA,0.5892
E390_592,NA,0.74121
E918_12,0.01256,NA
E685_367,NA,0.45854
E174_222,0.27638,NA
E309_694,0.86935,NA
E195_410,NA,0.51256
E537_680,NA,0.85176
E760_356,NA,0.44472
E524_377,NA,0.47111
E521_638,0.79899,NA
E316_210,NA,0.26131
E127_301,0.37563,NA
E68_491,NA,0.61432
E157_66,0.0804,NA
E915_282,0.35176,NA
E701_707,NA,0.88568
E543_721,NA,0.90327
E47_93,0.11432,NA
E74_522,NA,0.65327
E304_190,0.23618,NA
E602_101,0.12437,NA
E956_315,0.39322,NA
E627_68,NA,0.08291
E355_577,NA,0.72236
E804_736,0.92211,NA
E208_569,NA,0.71231
E378_769,0.96357,NA
E386_547,NA,0.68467
E614_670,NA,0.8392
E138_86,NA,0.10553
E666_213,0.26508,NA
E563_177,0.21985,NA
E349_797,NA,0.99874
E952_483,NA,0.60427
E789_469,0.58668,NA
E907_81,NA,0.09925
E454_744,0.93216,NA
E227_410,0.51256,NA
E515_772,0.96734,NA
E552_106,0.13065,NA
E557_90,0.11055,NA
E675_779,NA,0.97613
E513_74,0.09045,NA
E615_464,NA,0.5804
E874_746,NA,0.93467
E427_562,0.70352,NA
E586_556,0.69598,NA
E741_770,0.96482,NA
E669_283,0.35302,NA
E75_206,NA,0.25628
E941_169,0.2098,NA
E365_412,NA,0.51508
E187_80,NA,0.09799
E292_47,0.05653,NA
E153_519,NA,0.6495
E634_129,0.15955,NA
E9_313,NA,0.3907
E901_159,NA,0.19724
E607_281,0.3505,NA
E379_543,0.67965,NA
E629_738,0.92462,NA
E774_448,NA,0.5603
E785_732,NA,0.91709
E851_389,NA,0.48618
E695_464,0.5804,NA
E500_392,0.48995,NA
E419_598,NA,0.74874
E60_696,NA,0.87186
E478_523,NA,0.65452
E202_519,NA,0.6495
E742_568,NA,0.71106
E250_754,NA,0.94472
E600_597,0.74749,NA
E248_501,0.62688,NA
E876_295,NA,0.36809
E827_483,NA,0.60427
E890_544,0.6809,NA
E725_396,0.49497,NA
E909_536,NA,0.67085
E433_703,NA,0.88065
E720_468,0.58543,NA
E826_379,NA,0.47362
E276_161,0.19975,NA
E944_221,0.27513,NA
E263_199,0.24749,NA
E15_133,0.16457,NA
E787_372,NA,0.46482
E680_499,NA,0.62437
E755_55,0.06658,NA
E746_343,NA,0.42839
E190_622,0.77889,NA
E979_285,NA,0.35553
E589_392,NA,0.48995
E778_87,0.10678,NA
E588_632,NA,0.79146
E38_692,0.86683,NA
E645_97,0.11935,NA
E693_422,0.52764,NA
E329_554,0.69347,NA
E413_717,NA,0.89824
E290_515,0.64447,NA
E94_495,0.61935,NA
E459_462,0.57789,NA
E133_609,NA,0.76256
E13_271,0.33794,NA
E150_702,NA,0.8794
E951_196,NA,0.24372
E656_767,0.96106,NA
E12_307,0.38317,NA
E53_171,NA,0.21231
E577_34,0.0402,NA
E262_712,0.89196,NA
E553_2,0.0,NA
E732_717,NA,0.89824
E55_243,NA,0.30276
E431_35,0.04146,NA
E475_128,0.15829,NA
E16_425,NA,0.53141
E999_659,0.82538,NA
E236_27,NA,0.03141
E446_501,0.62688,NA
E474_140,0.17337,NA
E242_664,0.83166,NA
E583_535,NA,0.6696
E609_134,0.16583,NA
E264_240,NA,0.29899
E301_711,0.8907,NA
E978_267,0.33291,NA
E297_417,NA,0.52136
E79_566,0.70854,NA
E408_423,NA,0.52889
E185_654,0.8191,NA
E724_21,NA,0.02387
E520_554,0.69347,NA
E232_554,0.69347,NA
E385_471,NA,0.5892
E4_717,0.89824,NA
E932_456,0.57035,NA
E608_204,0.25377,NA
E476_481,NA,0.60176
E863_593,0.74246,NA
E990_679,NA,0.8505
E332_668,0.83668,NA
E710_675,NA,0.84548
E286_112,NA,0.13819
E822_649,0.81281,NA
E246_460,NA,0.57538
E448_54,NA,0.06533
E644_575,NA,0.71985
E716_471,NA,0.5892
E244_709,NA,0.88819
E212_667,0.83543,NA
E338_382,0.47739,NA
E740_600,NA,0.75126
E348_215,NA,0.26759
E69_376,0.46985,NA
E25_160,0.19849,NA
E488_694,NA,0.86935
E226_223,0.27764,NA
E883_177,0.21985,NA
E294_216,0.26884,NA
E40_573,NA,0.71734
E184_164,NA,0.20352
E958_19,NA,0.02136
E233_164,0.20352,NA
E986_648,NA,0.81156
E847_122,NA,0.15075
E818_249,NA,0.3103
E76_787,NA,0.98618
E857_644,NA,0.80653
E353_137,0.1696,NA
E885_368,NA,0.4598
E708_161,0.19975,NA
E625_402,NA,0.50251
E238_148,NA,0.18342
E911_785,NA,0.98367
E721_55,0.06658,NA
E880_335,NA,0.41834
E540_550,0.68844,NA
E77_279,NA,0.34799
E663_330,NA,0.41206
E626_106,NA,0.13065
E480_698,0.87437,NA
E984_494,0.61809,NA
E635_328,0.40955,NA
E985_421,0.52638,NA
E161_582,0.72864,NA
E750_375,NA,0.46859
E303_578,NA,0.72362
E152_459,NA,0.57412
E235_566,NA,0.70854
E87_324,0.40452,NA
E370_42,0.05025,NA
E407_718,0.8995,NA
E862_28,0.03266,NA
E920_383,NA,0.47864
E336_395,0.49372,NA
E757_330,0.41206,NA
E536_651,0.81533,NA
E886_142,0.17588,NA
E129_675,0.84548,NA
E791_712,0.89196,NA
E220_256,NA,0.3191
E65_319,NA,0.39824
E889_119,NA,0.14698
E873_687,0.86055,NA
E594_623,0.78015,NA
E768_695,NA,0.8706
E547_16,0.01759,NA
E706_743,NA,0.9309
E737_54,0.06533,NA
E71_73,0.0892,NA
E779_516,0.64573,NA
E169_499,NA,0.62437
E490_376,NA,0.46985
E216_741,NA,0.92839
E817_358,NA,0.44724
E124_510,0.63819,NA
E572_647,0.8103,NA
E436_785,0.98367,NA
E165_323,0.40327,NA
E546_749,NA,0.93844
E21_260,0.32412,NA
E343_21,NA,0.02387
E272_231,0.28769,NA
E995_286,0.35678,NA
E910_70,0.08543,NA
E828_471,0.5892,NA
E388_519,NA,0.6495
E781_553,0.69221,NA
E63_712,NA,0.89196
E361_134,NA,0.16583
E314_441,NA,0.55151
E145_725,0.90829,NA
E718_156,NA,0.19347
E981_624,0.78141,NA
E140_96,NA,0.11809
E130_714,NA,0.89447
E739_58,0.07035,NA
E253_237,0.29523,NA
E35_438,0.54774,NA
E882_323,NA,0.40327
E917_797,0.99874,NA
E743_679,0.8505,NA
E612_485,NA,0.60678
E668_123,NA,0.15201
E681_248,0.30905,NA
E677_400,0.5,NA
E207_443,0.55402,NA
E465_653,0.81784,NA
E299_468,0.58543,NA
E532_664,0.83166,NA
E580_635,NA,0.79523
E331_401,0.50126,NA
E172_210,NA,0.26131
E798_718,NA,0.8995
E510_145,0.17965,NA
E712_676,0.84673,NA
E163_621,0.77764,NA
E936_562,NA,0.70352
E464_641,0.80276,NA
E166_452,NA,0.56533
E528_590,0.73869,NA
E358_534,NA,0.66834
E592_444,NA,0.55528
