,cl
E429,1
E430,0
E431,1
E432,0
E433,1
E434,2
E435,0
E436,2
E437,2
E438,1
E439,0
E440,2
E441,2
E442,0
E443,2
E444,2
E445,2
E446,1
E447,0
E448,1
E449,1
E450,2
E451,1
E452,2
E453,0
E454,0
E455,1
E456,0
E457,0
E458,2
E459,0
E460,2
E461,0
E462,0
E463,0
E464,0
E465,1
E466,0
E467,0
E468,1
E469,0
E470,2
E471,2
E472,1
E473,2
E474,2
E475,0
E476,0
E477,2
E478,2
E479,1
E480,0
E481,0
E482,0
E483,1
E484,0
E485,1
E486,1
E487,1
E488,2
E489,2
E490,0
E491,2
E492,2
E493,1
E494,2
E495,0
E496,1
E497,2
E498,0
E499,0
E500,0
E501,2
E502,0
E503,0
E504,1
E505,1
E506,2
E507,2
E508,1
E509,1
E510,1
E511,2
E512,2
E513,2
E514,2
E515,0
E516,2
E517,1
E518,2
E519,0
E520,0
E521,1
E522,0
E523,2
E524,2
E525,2
E526,0
E527,0
E528,0
E529,2
E530,1
E531,2
E532,0
E533,1
E534,1
E535,2
E536,0
E537,2
E538,1
E539,1
E540,2
E541,0
E542,2
E543,0
E544,2
E545,1
E546,2
E547,0
E548,2
E549,2
E550,1
E551,2
E552,0
E553,1
E554,1
E555,2
E556,1
E557,0
E558,2
E559,2
E560,1
E561,1
E562,0
E563,1
E564,2
E565,1
E566,2
E567,1
E568,1
E569,0
E570,1
E571,1
E572,1
E573,2
E574,2
E575,0
E576,2
E577,2
E578,2
E579,0
E580,0
E581,1
E582,1
E583,0
E584,0
E585,1
E586,0
E587,2
E588,1
E589,1
E590,2
E591,2
E592,0
E593,0
E594,1
E595,0
E596,0
E597,0
E598,2
E599,1
E600,2
E601,2
E602,2
E603,2
E604,2
E605,0
E606,2
E607,1
E608,1
E609,0
E610,2
E611,0
E612,0
E613,1
E614,0
E615,1
E616,2
E617,2
E618,0
E619,0
E620,2
E621,2
E622,1
E623,1
E624,0
E625,0
E626,2
E627,1
E628,0
E629,1
E630,0
E631,1
E632,1
E633,0
E634,0
E635,0
E636,2
E637,0
E638,0
E639,1
E640,1
E641,1
E642,1
E643,0
E644,0
E645,1
E646,0
E647,2
E648,0
E649,0
E650,2
E651,1
E652,1
E653,0
E654,1
E655,2
E656,2
E657,1
E658,0
E659,1
E660,1
E661,2
E662,2
E663,0
E664,2
E665,1
E666,0
E667,2
E668,2
E669,2
E670,0
E671,2
E672,2
E673,2
E674,1
E675,1
E676,2
E677,2
E678,2
E679,0
E680,2
E681,1
E682,0
E683,0
E684,2
E685,1
E686,2
E687,0
E688,0
E689,0
E690,0
E691,2
E692,2
E693,1
E694,1
E695,2
E696,1
E697,2
E698,0
E699,1
E700,2
E701,1
E702,1
E703,0
E704,2
E705,0
E706,1
E707,1
E708,2
E709,2
E710,0
E711,2
E712,0
E713,1
E714,1
E715,0
E716,1
E717,1
E718,2
E719,1
E720,2
E721,0
E722,2
E723,1
E724,2
E725,2
E726,1
E727,0
E728,2
E729,0
E730,0
E731,1
E732,1
E733,1
E734,0
E735,0
E736,1
E737,2
E738,2
E739,2
E740,1
E741,0
E742,0
E743,0
E744,0
E745,1
E746,1
E747,1
E748,1
E749,1
E750,2
E751,1
E752,2
E753,2
E754,0
E755,2
E756,2
E757,0
E758,0
E759,2
E760,1
E761,0
E762,0
E763,0
E764,0
E765,0
E766,1
E767,1
E768,2
E769,0
E770,1
E771,0
E772,1
E773,1
E774,2
E775,1
E776,1
E777,2
E778,1
E779,1
E780,0
E781,0
E782,2
E783,0
E784,0
E785,1
E786,0
E787,2
E788,1
E789,1
E790,2
E791,2
E792,2
E793,1
E794,2
E795,0
E796,0
E797,0
E798,2
E799,1
E800,1
E801,1
E802,0
E803,2
E804,0
E805,0
E806,2
E807,2
E808,2
E809,0
E810,0
E811,0
E812,1
E813,1
E814,1
E815,0
E816,0
E817,0
E818,2
E819,2
E820,1
E821,0
E822,1
E823,2
E824,1
E825,0
E826,1
E827,0
E828,2
E829,1
E830,0
E831,2
E832,0
E833,2
E834,0
E835,2
E836,2
E837,0
E838,2
E839,1
E840,0
E841,0
E842,1
E843,2
E844,0
E845,0
E846,0
E847,1
E848,2
E849,0
E850,0
E851,1
E852,0
E853,0
E854,0
E855,1
E856,2
E857,2
E858,2
E859,1
E860,0
E861,1
E862,2
E863,1
E864,2
E865,0
E866,2
E867,1
E868,2
E869,0
E870,1
E871,2
E872,2
E873,2
E874,0
E875,1
E876,1
E877,2
E878,1
E879,2
E880,1
E881,2
E882,2
E883,1
E884,1
E885,1
E886,0
E887,2
E888,0
E889,1
E890,1
E891,1
E892,1
E893,0
E894,2
E895,1
E896,1
E897,1
E898,1
E899,0
E900,1
E901,1
E902,0
E903,2
E904,0
E905,0
E906,2
E907,1
E908,0
E909,1
E910,1
E911,0
E912,2
E913,2
E914,2
E915,1
E916,0
E917,2
E918,1
E919,2
E920,0
E921,2
E922,0
E923,0
E924,1
E925,1
E926,1
E927,1
E928,2
E929,2
E930,2
E931,1
E932,0
E933,0
E934,0
E935,2
E936,2
E937,1
E938,2
E939,2
E940,1
E941,1
E942,0
E943,2
E944,2
E945,2
E946,1
E947,2
E948,1
E949,1
E950,0
E951,1
E952,2
E953,1
E954,2
E955,2
E956,2
E957,0
E958,0
E959,2
E960,1
E961,0
E962,0
E963,1
E964,2
E965,2
E966,2
E967,1
E968,2
E969,1
E970,2
E971,2
E972,0
E973,2
E974,0
E975,1
E976,1
E977,2
E978,0
E979,1
E980,1
E981,0
E982,1
E983,1
E984,1
E985,2
E986,1
E987,2
E988,2
E989,2
E990,0
E991,1
E992,2
E993,0
E994,0
E995,2
E996,0
E997,1
E998,0
E999,0
