,cl
E611,2
E612,1
E613,0
E614,1
E615,1
E616,0
E617,1
E618,1
E619,2
E620,0
E621,2
E622,0
E623,1
E624,2
E625,2
E626,2
E627,2
E628,2
E629,0
E630,1
E631,2
E632,1
E633,2
E634,2
E635,1
E636,2
E637,0
E638,2
E639,1
E640,1
E641,2
E642,2
E643,0
E644,1
E645,1
E646,1
E647,0
E648,2
E649,0
E650,2
E651,0
E652,2
E653,0
E654,1
E655,1
E656,0
E657,0
E658,0
E659,0
E660,0
E661,2
E662,0
E663,2
E664,1
E665,0
E666,2
E667,2
E668,1
E669,1
E670,1
E671,2
E672,2
E673,0
E674,0
E675,2
E676,0
E677,1
E678,1
E679,0
E680,0
E681,1
E682,2
E683,0
E684,1
E685,0
E686,1
E687,2
E688,1
E689,0
E690,1
E691,2
E692,0
E693,1
E694,2
E695,0
E696,1
E697,1
E698,1
E699,2
E700,0
E701,1
E702,0
E703,2
E704,1
E705,0
E706,2
E707,1
E708,2
E709,0
E710,2
E711,2
E712,1
E713,1
E714,0
E715,0
E716,1
E717,2
E718,1
E719,0
E720,1
E721,2
E722,2
E723,0
E724,2
E725,0
E726,1
E727,1
E728,0
E729,2
E730,0
E731,1
E732,2
E733,0
E734,0
E735,1
E736,0
E737,1
E738,1
E739,0
E740,1
E741,2
E742,2
E743,0
E744,2
E745,2
E746,0
E747,0
E748,0
E749,0
E750,1
E751,1
E752,2
E753,1
E754,2
E755,0
E756,0
E757,1
E758,0
E759,0
E760,1
E761,2
E762,2
E763,2
E764,1
E765,2
E766,1
E767,1
E768,0
E769,2
E770,1
E771,1
E772,1
E773,1
E774,1
E775,0
E776,1
E777,2
E778,0
E779,1
E780,0
E781,1
E782,2
E783,1
E784,1
E785,0
E786,0
E787,2
E788,1
E789,0
E790,0
E791,1
E792,1
E793,0
E794,1
E795,2
E796,1
E797,1
E798,2
E799,1
E800,2
E801,0
E802,1
E803,2
E804,1
E805,2
E806,2
E807,1
E808,2
E809,1
E810,0
E811,1
E812,2
E813,1
E814,2
E815,1
E816,2
E817,0
E818,0
E819,1
E820,2
E821,2
E822,1
E823,1
E824,2
E825,2
E826,0
E827,2
E828,2
E829,1
E830,1
E831,0
E832,0
E833,1
E834,1
E835,1
E836,0
E837,2
E838,2
E839,1
E840,0
E841,1
E842,1
E843,2
E844,2
E845,1
E846,1
E847,2
E848,0
E849,1
E850,2
E851,2
E852,1
E853,2
E854,2
E855,2
E856,0
E857,1
E858,0
E859,1
E860,2
E861,1
E862,0
E863,2
E864,1
E865,0
E866,1
E867,1
E868,1
E869,2
E870,2
E871,2
E872,1
E873,2
E874,2
E875,1
E876,0
E877,1
E878,1
E879,2
E880,1
E881,1
E882,1
E883,0
E884,0
E885,2
E886,2
E887,1
E888,1
E889,1
E890,1
E891,1
E892,0
E893,0
E894,1
E895,0
E896,1
E897,1
E898,0
E899,2
E900,1
E901,1
E902,2
E903,0
E904,1
E905,1
E906,2
E907,1
E908,2
E909,1
E910,1
E911,2
E912,2
E913,1
E914,0
E915,1
E916,0
E917,2
E918,1
E919,2
E920,2
E921,0
E922,2
E923,0
E924,1
E925,2
E926,2
E927,1
E928,0
E929,2
E930,2
E931,1
E932,1
E933,1
E934,2
E935,2
E936,0
E937,0
E938,1
E939,0
E940,0
E941,1
E942,2
E943,2
E944,1
E945,1
E946,1
E947,2
E948,0
E949,2
E950,2
E951,2
E952,1
E953,2
E954,1
E955,0
E956,1
E957,2
E958,1
E959,1
E960,1
E961,2
E962,1
E963,1
E964,2
E965,1
E966,2
E967,1
E968,0
E969,2
E970,2
E971,0
E972,2
E973,0
E974,1
E975,2
E976,2
E977,0
E978,2
E979,0
E980,0
E981,1
E982,2
E983,2
E984,0
E985,2
E986,0
E987,2
E988,2
E989,0
E990,1
E991,2
E992,0
E993,1
E994,2
E995,0
E996,2
E997,2
E998,0
E999,2
