,cl
E408,1
E409,0
E410,1
E411,0
E412,0
E413,0
E414,1
E415,1
E416,0
E417,0
E418,0
E419,1
E420,0
E421,1
E422,0
E423,0
E424,0
E425,0
E426,0
E427,0
E428,0
E429,0
E430,0
E431,0
E432,1
E433,1
E434,1
E435,1
E436,0
E437,1
E438,1
E439,0
E440,1
E441,0
E442,1
E443,0
E444,0
E445,1
E446,0
E447,0
E448,0
E449,0
E450,1
E451,0
E452,0
E453,0
E454,0
E455,0
E456,0
E457,0
E458,0
E459,0
E460,1
E461,0
E462,1
E463,0
E464,1
E465,0
E466,1
E467,1
E468,0
E469,0
E470,1
E471,0
E472,1
E473,0
E474,0
E475,1
E476,0
E477,0
E478,0
E479,0
E480,0
E481,0
E482,0
E483,0
E484,1
E485,0
E486,0
E487,0
E488,0
E489,1
E490,0
E491,0
E492,0
E493,0
E494,1
E495,0
E496,1
E497,0
E498,0
E499,1
E500,1
E501,0
E502,0
E503,0
E504,1
E505,0
E506,1
E507,0
E508,1
E509,1
E510,1
E511,0
E512,1
E513,1
E514,0
E515,1
E516,0
E517,1
E518,1
E519,0
E520,1
E521,0
E522,0
E523,0
E524,0
E525,1
E526,1
E527,0
E528,0
E529,1
E530,1
E531,1
E532,0
E533,1
E534,0
E535,1
E536,0
E537,1
E538,1
E539,0
E540,0
E541,1
E542,0
E543,0
E544,1
E545,1
E546,1
E547,0
E548,1
E549,1
E550,0
E551,0
E552,0
E553,1
E554,1
E555,1
E556,1
E557,0
E558,1
E559,1
E560,0
E561,1
E562,0
E563,0
E564,1
E565,1
E566,1
E567,0
E568,1
E569,1
E570,0
E571,0
E572,0
E573,1
E574,1
E575,0
E576,1
E577,0
E578,1
E579,1
E580,1
E581,1
E582,1
E583,1
E584,1
E585,1
E586,0
E587,1
E588,1
E589,1
E590,0
E591,0
E592,1
E593,0
E594,0
E595,0
E596,1
E597,0
E598,0
E599,1
E600,0
E601,1
E602,1
E603,0
E604,0
E605,0
E606,0
E607,1
E608,0
E609,0
E610,0
E611,1
E612,0
E613,1
E614,0
E615,1
E616,1
E617,1
E618,1
E619,0
E620,1
E621,1
E622,0
E623,0
E624,1
E625,0
E626,0
E627,0
E628,0
E629,1
E630,1
E631,0
E632,0
E633,1
E634,1
E635,0
E636,1
E637,0
E638,0
E639,1
E640,1
E641,0
E642,0
E643,0
E644,1
E645,1
E646,1
E647,0
E648,1
E649,0
E650,0
E651,0
E652,1
E653,1
E654,1
E655,0
E656,0
E657,1
E658,1
E659,0
E660,0
E661,0
E662,1
E663,1
E664,1
E665,0
E666,0
E667,1
E668,0
E669,0
E670,1
E671,0
E672,1
E673,0
E674,1
E675,0
E676,0
E677,1
E678,0
E679,1
E680,0
E681,0
E682,1
E683,1
E684,1
E685,1
E686,0
E687,0
E688,0
E689,1
E690,0
E691,1
E692,0
E693,0
E694,0
E695,0
E696,1
E697,1
E698,1
E699,1
E700,1
E701,1
E702,0
E703,0
E704,0
E705,1
E706,0
E707,1
E708,1
E709,0
E710,0
E711,1
E712,0
E713,0
E714,1
E715,0
E716,0
E717,0
E718,0
E719,0
E720,1
E721,1
E722,0
E723,1
E724,1
E725,0
E726,1
E727,0
E728,0
E729,1
E730,0
E731,1
E732,0
E733,1
E734,1
E735,1
E736,1
E737,0
E738,0
E739,1
E740,0
E741,0
E742,1
E743,0
E744,0
E745,1
E746,0
E747,1
E748,0
E749,0
E750,0
E751,1
E752,1
E753,0
E754,1
E755,0
E756,1
E757,1
E758,0
E759,0
E760,1
E761,0
E762,0
E763,1
E764,0
E765,1
E766,0
E767,1
E768,0
E769,1
E770,0
E771,0
E772,1
E773,1
E774,1
E775,0
E776,1
E777,0
E778,0
E779,0
E780,1
E781,0
E782,1
E783,1
E784,0
E785,0
E786,1
E787,0
E788,1
E789,0
E790,1
E791,1
E792,1
E793,1
E794,0
E795,0
E796,1
E797,1
E798,1
E799,1
E800,1
E801,1
E802,0
E803,0
E804,1
E805,1
E806,0
E807,0
E808,1
E809,0
E810,1
E811,0
E812,1
E813,0
E814,0
E815,0
E816,0
E817,0
E818,1
E819,0
E820,1
E821,0
E822,1
E823,1
E824,0
E825,0
E826,0
E827,1
E828,0
E829,0
E830,1
E831,0
E832,0
E833,0
E834,1
E835,1
E836,1
E837,1
E838,0
E839,0
E840,0
E841,1
E842,1
E843,1
E844,1
E845,0
E846,1
E847,0
E848,0
E849,1
E850,1
E851,0
E852,1
E853,1
E854,0
E855,1
E856,1
E857,1
E858,1
E859,1
E860,0
E861,0
E862,0
E863,0
E864,1
E865,0
E866,0
E867,0
E868,1
E869,1
E870,1
E871,0
E872,0
E873,1
E874,1
E875,0
E876,0
E877,0
E878,0
E879,0
E880,0
E881,1
E882,1
E883,0
E884,1
E885,1
E886,0
E887,0
E888,0
E889,0
E890,0
E891,0
E892,0
E893,0
E894,0
E895,0
E896,1
E897,0
E898,0
E899,0
E900,0
E901,1
E902,0
E903,0
E904,0
E905,1
E906,0
E907,0
E908,0
E909,1
E910,0
E911,1
E912,1
E913,1
E914,1
E915,0
E916,0
E917,0
E918,0
E919,0
E920,0
E921,0
E922,1
E923,0
E924,0
E925,0
E926,0
E927,0
E928,0
E929,0
E930,0
E931,0
E932,0
E933,0
E934,1
E935,1
E936,1
E937,0
E938,0
E939,0
E940,0
E941,1
E942,0
E943,1
E944,1
E945,0
E946,0
E947,0
E948,1
E949,1
E950,0
E951,1
E952,0
E953,1
E954,1
E955,1
E956,0
E957,0
E958,0
E959,1
E960,0
E961,1
E962,0
E963,1
E964,1
E965,1
E966,1
E967,1
E968,1
E969,0
E970,0
E971,1
E972,0
E973,0
E974,1
E975,0
E976,0
E977,1
E978,0
E979,0
E980,1
E981,1
E982,1
E983,0
E984,0
E985,1
E986,1
E987,0
E988,0
E989,0
E990,0
E991,0
E992,1
E993,0
E994,1
E995,0
E996,0
E997,0
E998,0
E999,1
