,PseudoTime1,PseudoTime2,PseudoTime3
E606_655,0.82264,NA,NA
E245_737,NA,NA,0.92579
E541_793,NA,NA,0.99623
E400_388,NA,0.48679,NA
E25_476,NA,NA,0.59748
E770_186,NA,0.2327,NA
E279_660,NA,NA,0.82893
E592_44,NA,0.05409,NA
E186_199,NA,0.24906,NA
E376_590,0.74088,NA,NA
E19_157,NA,0.19623,NA
E628_329,NA,0.41258,NA
E146_104,NA,0.12956,NA
E322_692,0.86918,NA,NA
E941_439,NA,0.55094,NA
E711_722,NA,NA,0.90692
E502_737,NA,0.92579,NA
E590_339,0.42516,NA,NA
E895_143,NA,0.17862,NA
E521_698,NA,0.87673,NA
E158_565,NA,NA,0.70943
E117_184,NA,NA,0.23019
E647_396,NA,NA,0.49686
E13_446,0.55975,NA,NA
E327_549,NA,0.68931,NA
E856_149,NA,NA,0.18616
E475_726,0.91195,NA,NA
E845_454,NA,0.56981,NA
E506_161,NA,NA,0.20126
E731_703,NA,0.88302,NA
E565_14,NA,0.01635,NA
E285_455,NA,NA,0.57107
E480_154,0.19245,NA,NA
E304_66,NA,0.08176,NA
E829_521,NA,0.65409,NA
E145_566,NA,NA,0.71069
E561_340,NA,0.42642,NA
E88_390,0.48931,NA,NA
E978_478,NA,0.6,NA
E765_194,NA,0.24277,NA
E197_162,NA,0.20252,NA
E139_643,NA,0.80755,NA
E643_83,0.10314,NA,NA
E42_84,0.1044,NA,NA
E728_553,NA,NA,0.69434
E438_331,NA,NA,0.41509
E936_676,NA,NA,0.84906
E445_285,NA,NA,0.35723
E701_64,NA,0.07925,NA
E870_644,NA,0.80881,NA
E996_222,NA,NA,0.27799
E516_669,0.84025,NA,NA
E666_134,0.1673,NA,NA
E507_299,NA,NA,0.37484
E77_436,0.54717,NA,NA
E683_548,NA,0.68805,NA
E602_542,NA,NA,0.6805
E61_403,NA,0.50566,NA
E345_414,NA,0.5195,NA
E685_513,NA,0.64403,NA
E721_631,NA,NA,0.79245
E403_15,NA,NA,0.01761
E684_262,NA,NA,0.3283
E663_574,NA,0.72075,NA
E404_750,NA,0.94214,NA
E508_417,NA,0.52327,NA
E937_490,NA,0.61509,NA
E790_625,NA,NA,0.78491
E253_160,NA,0.2,NA
E826_754,NA,0.94717,NA
E598_23,0.02767,NA,NA
E413_428,NA,NA,0.53711
E773_503,NA,0.63145,NA
E923_579,0.72704,NA,NA
E548_563,NA,NA,0.70692
E164_127,NA,0.15849,NA
E378_610,NA,0.76604,NA
E707_473,NA,0.59371,NA
E971_748,0.93962,NA,NA
E858_694,0.8717,NA,NA
E204_285,NA,0.35723,NA
E703_398,NA,0.49937,NA
E156_257,NA,NA,0.32201
E693_559,NA,0.70189,NA
E740_594,NA,0.74591,NA
E814_129,NA,0.16101,NA
E319_31,NA,NA,0.03774
E244_526,NA,0.66038,NA
E847_358,NA,0.44906,NA
E476_154,0.19245,NA,NA
E116_764,0.95975,NA,NA
E764_448,NA,0.56226,NA
E694_135,NA,0.16855,NA
E373_756,NA,0.94969,NA
E585_640,NA,0.80377,NA
E412_759,0.95346,NA,NA
E720_132,NA,NA,0.16478
E455_777,NA,0.9761,NA
E715_259,0.32453,NA,NA
E466_220,NA,0.27547,NA
E904_703,NA,0.88302,NA
E294_136,NA,NA,0.16981
E900_589,NA,0.73962,NA
E594_601,NA,0.75472,NA
E126_461,NA,0.57862,NA
E945_526,NA,NA,0.66038
E383_283,NA,NA,0.35472
E306_167,NA,0.20881,NA
E360_13,NA,NA,0.01509
E321_522,NA,NA,0.65535
E451_123,NA,0.15346,NA
E532_505,NA,NA,0.63396
E653_616,NA,0.77358,NA
E341_127,NA,NA,0.15849
E263_245,NA,NA,0.30692
E382_93,NA,NA,0.11572
E656_474,0.59497,NA,NA
E1_21,NA,0.02516,NA
E114_385,NA,0.48302,NA
E53_313,NA,0.39245,NA
E230_184,0.23019,NA,NA
E16_517,NA,0.64906,NA
E56_299,0.37484,NA,NA
E241_220,NA,NA,0.27547
E841_640,NA,0.80377,NA
E788_241,NA,0.30189,NA
E397_271,NA,NA,0.33962
E287_24,NA,NA,0.02893
E326_303,NA,0.37987,NA
E303_508,0.63774,NA,NA
E648_100,NA,NA,0.12453
E672_169,NA,NA,0.21132
E947_766,NA,NA,0.96226
E986_535,NA,0.6717,NA
E754_57,NA,0.07044,NA
E211_184,NA,NA,0.23019
E433_185,NA,0.23145,NA
E980_291,NA,0.36478,NA
E264_306,NA,NA,0.38365
E948_330,NA,0.41384,NA
E919_703,NA,NA,0.88302
E603_171,NA,0.21384,NA
E689_265,NA,0.33208,NA
E55_678,NA,0.85157,NA
E640_366,NA,0.45912,NA
E496_741,NA,0.93082,NA
E557_6,NA,0.00629,NA
E905_278,NA,NA,0.34843
E288_414,NA,NA,0.5195
E644_435,NA,0.54591,NA
E132_52,NA,0.06415,NA
E243_192,NA,NA,0.24025
E212_718,NA,0.90189,NA
E375_743,NA,NA,0.93333
E4_143,NA,NA,0.17862
E833_669,NA,NA,0.84025
E389_793,NA,NA,0.99623
E836_30,0.03648,NA,NA
E624_302,NA,NA,0.37862
E651_470,NA,0.58994,NA
E473_587,NA,NA,0.73711
E611_244,NA,NA,0.30566
E820_327,NA,0.41006,NA
E965_100,NA,0.12453,NA
E578_1,NA,NA,0.0
E809_5,NA,0.00503,NA
E865_555,NA,0.69686,NA
E11_498,NA,0.62516,NA
E431_80,NA,0.09937,NA
E536_448,NA,NA,0.56226
E218_533,NA,NA,0.66918
E863_764,NA,0.95975,NA
E111_310,NA,NA,0.38868
E785_413,NA,0.51824,NA
E629_151,NA,0.18868,NA
E163_141,0.1761,NA,NA
E998_83,NA,0.10314,NA
E981_715,NA,NA,0.89811
E434_796,1.0,NA,NA
E410_749,NA,NA,0.94088
E884_75,NA,0.09308,NA
E440_323,0.40503,NA,NA
E970_113,0.14088,NA,NA
E34_299,NA,0.37484,NA
E688_227,NA,NA,0.28428
E414_637,NA,NA,0.8
E804_696,NA,0.87421,NA
E250_7,NA,NA,0.00755
E979_175,NA,0.21887,NA
E678_33,0.04025,NA,NA
E182_322,NA,0.40377,NA
E953_429,NA,0.53836,NA
E772_726,NA,0.91195,NA
E174_535,0.6717,NA,NA
E96_304,NA,0.38113,NA
E391_37,NA,NA,0.04528
E738_683,0.85786,NA,NA
E864_719,0.90314,NA,NA
E372_586,NA,0.73585,NA
E925_772,NA,0.96981,NA
E993_743,NA,NA,0.93333
E881_334,0.41887,NA,NA
E276_237,NA,0.29686,NA
E60_222,NA,NA,0.27799
E313_163,NA,0.20377,NA
E299_13,NA,0.01509,NA
E488_515,NA,NA,0.64654
E574_264,0.33082,NA,NA
E560_302,NA,0.37862,NA
E828_186,0.2327,NA,NA
E798_425,NA,NA,0.53333
E860_366,0.45912,NA,NA
E97_480,NA,0.60252,NA
E741_129,NA,NA,0.16101
E620_335,0.42013,NA,NA
E581_247,NA,0.30943,NA
E748_610,NA,0.76604,NA
E28_64,NA,0.07925,NA
E7_624,NA,NA,0.78365
E483_85,NA,0.10566,NA
E317_792,0.99497,NA,NA
E562_356,NA,NA,0.44654
E217_472,NA,0.59245,NA
E808_564,NA,NA,0.70818
E583_398,0.49937,NA,NA
E478_381,0.47799,NA,NA
E744_716,0.89937,NA,NA
E437_65,0.0805,NA,NA
E779_700,NA,0.87925,NA
E160_652,0.81887,NA,NA
E712_233,NA,0.29182,NA
E401_564,NA,0.70818,NA
E353_436,NA,0.54717,NA
E268_760,0.95472,NA,NA
E29_136,NA,NA,0.16981
E676_610,NA,NA,0.76604
E39_385,0.48302,NA,NA
E634_254,NA,0.31824,NA
E989_408,NA,NA,0.51195
E310_621,0.77987,NA,NA
E262_233,NA,NA,0.29182
E778_100,NA,0.12453,NA
E531_436,0.54717,NA,NA
E509_176,NA,0.22013,NA
E586_36,NA,0.04403,NA
E879_40,NA,NA,0.04906
E20_330,NA,0.41384,NA
E270_245,NA,0.30692,NA
E465_533,NA,0.66918,NA
E71_267,NA,NA,0.33459
E180_552,NA,0.69308,NA
E318_268,NA,0.33585,NA
E73_346,NA,NA,0.43396
E138_53,NA,NA,0.06541
E271_306,0.38365,NA,NA
E200_781,0.98113,NA,NA
E272_748,NA,NA,0.93962
E127_200,NA,0.25031,NA
E646_160,NA,0.2,NA
E450_754,0.94717,NA,NA
E985_726,NA,NA,0.91195
E150_546,0.68553,NA,NA
E320_20,NA,0.0239,NA
E901_756,NA,0.94969,NA
E349_73,NA,0.09057,NA
E577_197,NA,NA,0.24654
E630_650,0.81635,NA,NA
E615_584,NA,0.73333,NA
E193_142,NA,0.17736,NA
E380_418,NA,0.52453,NA
E768_329,0.41258,NA,NA
E254_410,NA,0.51447,NA
E406_396,NA,0.49686,NA
E185_393,0.49308,NA,NA
E974_760,0.95472,NA,NA
E467_495,NA,0.62138,NA
E591_715,0.89811,NA,NA
E817_541,NA,0.67925,NA
E447_396,NA,NA,0.49686
E915_496,NA,0.62264,NA
E432_209,0.26164,NA,NA
E691_634,NA,NA,0.79623
E65_585,0.73459,NA,NA
E871_446,NA,NA,0.55975
E396_401,0.50314,NA,NA
E91_497,NA,NA,0.6239
E6_161,0.20126,NA,NA
E520_788,NA,NA,0.98994
E697_585,NA,NA,0.73459
E890_258,NA,0.32327,NA
E460_740,0.92956,NA,NA
E275_553,NA,NA,0.69434
E737_757,NA,NA,0.95094
E424_563,NA,0.70692,NA
E932_579,0.72704,NA,NA
E568_528,NA,0.66289,NA
E316_223,NA,NA,0.27925
E811_629,NA,0.78994,NA
E105_108,NA,0.13459,NA
E470_165,0.20629,NA,NA
E722_215,0.26918,NA,NA
E50_687,NA,NA,0.86289
E535_544,NA,NA,0.68302
E482_366,NA,0.45912,NA
E610_406,NA,NA,0.50943
E332_40,0.04906,NA,NA
E639_181,NA,0.22642,NA
E843_449,NA,NA,0.56352
E208_230,NA,0.28805,NA
E810_155,NA,0.19371,NA
E240_393,NA,0.49308,NA
E209_364,0.4566,NA,NA
E356_503,NA,0.63145,NA
E113_68,0.08428,NA,NA
E67_449,NA,0.56352,NA
E499_14,NA,0.01635,NA
E840_627,NA,0.78742,NA
E994_219,NA,0.27421,NA
E102_204,0.25535,NA,NA
E228_316,0.39623,NA,NA
E544_184,NA,0.23019,NA
E558_273,0.34214,NA,NA
E85_475,NA,NA,0.59623
E786_499,NA,NA,0.62642
E830_6,NA,0.00629,NA
E72_781,NA,NA,0.98113
E789_749,NA,0.94088,NA
E231_548,0.68805,NA,NA
E976_686,NA,0.86164,NA
E422_419,NA,0.52579,NA
E175_564,NA,0.70818,NA
E266_241,NA,0.30189,NA
E390_162,NA,0.20252,NA
E746_91,NA,0.11321,NA
E23_238,NA,NA,0.29811
E686_539,0.67673,NA,NA
E931_221,NA,0.27673,NA
E421_566,NA,NA,0.71069
E669_473,NA,NA,0.59371
E951_52,NA,0.06415,NA
E258_112,NA,0.13962,NA
E361_372,NA,NA,0.46667
E774_214,0.26792,NA,NA
E657_656,NA,0.8239,NA
E136_766,0.96226,NA,NA
E79_31,0.03774,NA,NA
E444_144,NA,NA,0.17987
E338_578,0.72579,NA,NA
E32_136,NA,0.16981,NA
E179_646,NA,NA,0.81132
E940_110,NA,0.13711,NA
E49_365,NA,0.45786,NA
E709_654,0.82138,NA,NA
E987_414,0.5195,NA,NA
E274_486,NA,0.61006,NA
E194_759,NA,0.95346,NA
E570_286,NA,0.35849,NA
E827_390,NA,0.48931,NA
E196_242,NA,0.30314,NA
E982_123,NA,0.15346,NA
E95_114,NA,0.14214,NA
E76_227,0.28428,NA,NA
E601_770,NA,NA,0.9673
E280_525,NA,0.65912,NA
E605_289,NA,NA,0.36226
E700_48,0.05912,NA,NA
E732_365,NA,0.45786,NA
E340_396,NA,NA,0.49686
E446_398,NA,0.49937,NA
E386_167,NA,0.20881,NA
E589_787,NA,0.98868,NA
E393_245,NA,NA,0.30692
E608_758,NA,0.9522,NA
E609_493,NA,0.61887,NA
E958_452,NA,NA,0.5673
E48_605,0.75975,NA,NA
E898_286,NA,0.35849,NA
E141_367,NA,0.46038,NA
E641_13,NA,0.01509,NA
E892_648,NA,0.81384,NA
E418_772,0.96981,NA,NA
E505_81,NA,0.10063,NA
E408_420,NA,NA,0.52704
E497_33,0.04025,NA,NA
E503_227,0.28428,NA,NA
E584_775,0.97358,NA,NA
E333_764,NA,0.95975,NA
E696_647,NA,0.81258,NA
E385_409,NA,0.51321,NA
E273_437,NA,0.54843,NA
E242_402,NA,NA,0.5044
E331_769,NA,NA,0.96604
E234_747,0.93836,NA,NA
E75_734,NA,0.92201,NA
E819_653,NA,NA,0.82013
E621_60,NA,NA,0.07421
E337_140,NA,NA,0.17484
E392_573,0.7195,NA,NA
E650_2,0.00126,NA,NA
E377_50,NA,0.06164,NA
E580_11,0.01258,NA,NA
E752_269,NA,NA,0.33711
E295_609,NA,NA,0.76478
E35_212,NA,NA,0.26541
E781_26,0.03145,NA,NA
E887_539,NA,NA,0.67673
E555_389,NA,NA,0.48805
E442_85,NA,NA,0.10566
E795_754,0.94717,NA,NA
E825_348,NA,0.43648,NA
E889_678,NA,0.85157,NA
E134_570,NA,0.71572,NA
E652_2,NA,0.00126,NA
E838_150,NA,NA,0.18742
E930_285,NA,NA,0.35723
E677_731,NA,NA,0.91824
E490_781,NA,0.98113,NA
E528_461,NA,0.57862,NA
E823_178,0.22264,NA,NA
E87_238,0.29811,NA,NA
E314_587,NA,0.73711,NA
E713_438,NA,0.54969,NA
E415_82,0.10189,NA,NA
E98_147,NA,NA,0.18365
E921_155,NA,NA,0.19371
E118_535,NA,0.6717,NA
E597_221,NA,0.27673,NA
E956_176,NA,NA,0.22013
E959_115,0.1434,NA,NA
E41_716,NA,0.89937,NA
E872_184,NA,NA,0.23019
E800_65,NA,0.0805,NA
E398_10,NA,NA,0.01132
E595_254,NA,0.31824,NA
E791_632,0.79371,NA,NA
E920_557,NA,NA,0.69937
E750_537,NA,NA,0.67421
E416_86,NA,NA,0.10692
E198_248,0.31069,NA,NA
E190_656,NA,NA,0.8239
E165_110,NA,0.13711,NA
E706_165,NA,0.20629,NA
E485_40,NA,0.04906,NA
E888_509,NA,NA,0.63899
E659_629,NA,0.78994,NA
E207_756,NA,0.94969,NA
E718_557,NA,NA,0.69937
E543_428,NA,NA,0.53711
E159_465,NA,NA,0.58365
E12_258,NA,0.32327,NA
E949_386,NA,0.48428,NA
E219_191,0.23899,NA,NA
E458_436,NA,0.54717,NA
E658_563,0.70692,NA,NA
E859_46,NA,0.0566,NA
E776_167,NA,0.20881,NA
E579_146,0.18239,NA,NA
E645_601,NA,0.75472,NA
E57_304,0.38113,NA,NA
E627_131,NA,0.16352,NA
E267_44,NA,NA,0.05409
E518_433,NA,NA,0.5434
E370_170,NA,NA,0.21258
E491_412,NA,NA,0.51698
E93_530,NA,NA,0.66541
E131_722,NA,NA,0.90692
E371_647,NA,0.81258,NA
E793_255,NA,0.3195,NA
E203_151,NA,0.18868,NA
E618_173,NA,0.21635,NA
E423_70,NA,NA,0.08679
E792_68,NA,0.08428,NA
E352_97,NA,0.12075,NA
E946_533,NA,0.66918,NA
E991_270,NA,0.33836,NA
E519_75,NA,0.09308,NA
E261_313,NA,NA,0.39245
E821_111,0.13836,NA,NA
E515_645,NA,NA,0.81006
E745_533,NA,0.66918,NA
E975_444,NA,0.55723,NA
E763_290,NA,0.36352,NA
E99_605,0.75975,NA,NA
E121_770,NA,0.9673,NA
E927_387,NA,0.48553,NA
E221_655,NA,NA,0.82264
E425_153,0.19119,NA,NA
E593_236,NA,0.2956,NA
E902_236,0.2956,NA,NA
E168_682,NA,NA,0.8566
E690_168,NA,NA,0.21006
E427_436,NA,0.54717,NA
E135_20,NA,0.0239,NA
E734_626,NA,0.78616,NA
E8_494,NA,NA,0.62013
E824_17,NA,0.02013,NA
E379_580,NA,0.7283,NA
E210_316,NA,0.39623,NA
E37_745,NA,0.93585,NA
E917_248,NA,NA,0.31069
E725_763,0.95849,NA,NA
E957_749,NA,NA,0.94088
E31_761,NA,0.95597,NA
E784_577,0.72453,NA,NA
E852_786,0.98742,NA,NA
E942_244,NA,0.30566,NA
E394_739,NA,0.9283,NA
E277_232,NA,0.29057,NA
E166_361,NA,NA,0.45283
E755_118,NA,NA,0.14717
E366_105,NA,NA,0.13082
E417_56,NA,0.06918,NA
E625_497,NA,0.6239,NA
E286_437,0.54843,NA,NA
E799_435,NA,0.54591,NA
E756_84,NA,NA,0.1044
E479_332,NA,0.41635,NA
E494_258,NA,NA,0.32327
E104_681,NA,0.85535,NA
E154_444,NA,0.55723,NA
E522_732,0.9195,NA,NA
E301_153,0.19119,NA,NA
E604_329,NA,NA,0.41258
E891_520,NA,0.65283,NA
E462_604,NA,NA,0.75849
E481_25,NA,0.03019,NA
E184_695,0.87296,NA,NA
E94_484,NA,0.60755,NA
E874_503,NA,NA,0.63145
E103_188,0.23522,NA,NA
E853_349,NA,0.43774,NA
E155_36,0.04403,NA,NA
E944_484,0.60755,NA,NA
E144_50,NA,0.06164,NA
E290_757,NA,NA,0.95094
E757_485,0.60881,NA,NA
E714_18,NA,0.02138,NA
E452_148,NA,NA,0.18491
E710_380,NA,0.47673,NA
E106_47,NA,NA,0.05786
E66_33,0.04025,NA,NA
E363_217,NA,0.2717,NA
E933_322,NA,NA,0.40377
E101_724,NA,0.90943,NA
E70_447,0.56101,NA,NA
E296_56,NA,NA,0.06918
E882_417,0.52327,NA,NA
E461_224,NA,0.2805,NA
E368_562,NA,0.70566,NA
E21_200,0.25031,NA,NA
E395_726,NA,0.91195,NA
E233_456,NA,NA,0.57233
E924_445,NA,0.55849,NA
E59_459,NA,0.5761,NA
E822_266,NA,0.33333,NA
E894_611,0.7673,NA,NA
E420_338,NA,NA,0.4239
E547_260,NA,0.32579,NA
E537_334,NA,NA,0.41887
E265_289,NA,NA,0.36226
E875_229,NA,0.28679,NA
E157_584,0.73333,NA,NA
E90_394,NA,0.49434,NA
E599_477,0.59874,NA,NA
E344_16,NA,0.01887,NA
E459_657,NA,NA,0.82516
E687_757,NA,0.95094,NA
E248_63,NA,NA,0.07799
E129_759,NA,0.95346,NA
E142_601,NA,NA,0.75472
E726_532,0.66792,NA,NA
E523_630,0.79119,NA,NA
E169_578,NA,NA,0.72579
E64_565,NA,0.70943,NA
E364_182,NA,0.22767,NA
E86_582,NA,0.73082,NA
E626_456,NA,NA,0.57233
E559_602,NA,NA,0.75597
E143_715,NA,0.89811,NA
E534_581,NA,0.72956,NA
E89_633,0.79497,NA,NA
E954_542,NA,0.6805,NA
E576_501,0.62893,NA,NA
E514_272,0.34088,NA,NA
E723_338,NA,0.4239,NA
E527_167,NA,0.20881,NA
E546_73,NA,NA,0.09057
E153_656,NA,0.8239,NA
E402_192,NA,NA,0.24025
E315_15,NA,NA,0.01761
E867_755,NA,0.94843,NA
E237_22,0.02642,NA,NA
E671_33,NA,NA,0.04025
E600_768,NA,NA,0.96478
E716_773,NA,0.97107,NA
E587_756,0.94969,NA,NA
E553_169,NA,0.21132,NA
E673_473,NA,NA,0.59371
E140_768,0.96478,NA,NA
E963_401,NA,0.50314,NA
E794_753,NA,NA,0.94591
E15_123,NA,NA,0.15346
E486_710,NA,0.89182,NA
E430_148,NA,NA,0.18491
E468_718,NA,0.90189,NA
E426_463,NA,NA,0.58113
E38_314,0.39371,NA,NA
E298_1,NA,0.0,NA
E654_131,NA,0.16352,NA
E596_382,NA,0.47925,NA
E622_410,NA,0.51447,NA
E837_343,0.43019,NA,NA
E456_193,NA,0.24151,NA
E670_756,NA,NA,0.94969
E782_574,NA,NA,0.72075
E539_48,NA,0.05912,NA
E943_21,0.02516,NA,NA
E812_402,NA,0.5044,NA
E149_211,NA,0.26415,NA
E797_365,NA,0.45786,NA
E429_512,NA,0.64277,NA
E563_668,NA,0.83899,NA
E289_766,0.96226,NA,NA
E717_637,NA,0.8,NA
E225_253,NA,0.31698,NA
E762_209,NA,NA,0.26164
E214_774,NA,NA,0.97233
E202_288,NA,0.36101,NA
E929_795,NA,NA,0.99874
E572_124,NA,0.15472,NA
E325_217,NA,0.2717,NA
E348_700,NA,0.87925,NA
E388_178,NA,0.22264,NA
E967_186,NA,0.2327,NA
E281_740,NA,0.92956,NA
E695_651,NA,NA,0.81761
E510_194,NA,0.24277,NA
E100_266,NA,0.33333,NA
E354_242,NA,0.30314,NA
E649_291,NA,0.36478,NA
E832_495,0.62138,NA,NA
E147_662,NA,NA,0.83145
E679_568,0.71321,NA,NA
E883_532,NA,0.66792,NA
E719_252,NA,0.31572,NA
E747_375,NA,0.47044,NA
E705_155,NA,NA,0.19371
E681_578,NA,0.72579,NA
E850_645,NA,0.81006,NA
E807_318,NA,NA,0.39874
E885_702,NA,0.88176,NA
E642_376,NA,0.4717,NA
E78_357,NA,NA,0.4478
E435_165,NA,0.20629,NA
E399_651,0.81761,NA,NA
E223_596,NA,0.74843,NA
E966_312,NA,NA,0.39119
E960_753,NA,0.94591,NA
E675_148,NA,0.18491,NA
E952_621,0.77987,NA,NA
E617_90,0.11195,NA,NA
E292_686,NA,0.86164,NA
E324_161,NA,0.20126,NA
E80_236,NA,NA,0.2956
E170_512,NA,NA,0.64277
E708_701,NA,NA,0.8805
E133_483,NA,0.60629,NA
E540_600,NA,NA,0.75346
E227_571,0.71698,NA,NA
E293_380,NA,NA,0.47673
E428_306,NA,0.38365,NA
E873_174,NA,NA,0.21761
E215_766,NA,0.96226,NA
E177_523,NA,0.6566,NA
E912_328,NA,NA,0.41132
E973_264,NA,NA,0.33082
E350_561,NA,0.7044,NA
E767_213,NA,0.26667,NA
E955_734,NA,NA,0.92201
E796_106,NA,0.13208,NA
E926_336,NA,0.42138,NA
E511_151,0.18868,NA,NA
E504_592,NA,0.7434,NA
E477_111,NA,0.13836,NA
E787_362,NA,NA,0.45409
E493_713,NA,0.8956,NA
E229_609,NA,0.76478,NA
E130_217,NA,0.2717,NA
E759_766,0.96226,NA,NA
E918_676,NA,0.84906,NA
E588_429,NA,NA,0.53836
E983_788,NA,0.98994,NA
E692_310,NA,0.38868,NA
E761_555,0.69686,NA,NA
E984_306,NA,0.38365,NA
E907_449,NA,0.56352,NA
E307_598,NA,0.75094,NA
E997_9,NA,0.01006,NA
E665_151,NA,0.18868,NA
E806_223,NA,NA,0.27925
E439_409,NA,0.51321,NA
E668_564,NA,NA,0.70818
E766_126,NA,0.15723,NA
E257_362,NA,NA,0.45409
E487_69,NA,0.08553,NA
E63_159,NA,NA,0.19874
E857_107,0.13333,NA,NA
E995_607,NA,NA,0.76226
E52_547,NA,0.68679,NA
E992_581,NA,NA,0.72956
E862_693,NA,NA,0.87044
E220_435,NA,0.54591,NA
E498_672,0.84403,NA,NA
E582_495,NA,0.62138,NA
E569_302,NA,NA,0.37862
E736_155,NA,0.19371,NA
E409_674,NA,NA,0.84654
E81_606,0.76101,NA,NA
E909_73,NA,0.09057,NA
E449_680,NA,0.85409,NA
E472_444,NA,0.55723,NA
E972_514,NA,0.64528,NA
E962_400,NA,0.50189,NA
E775_313,NA,0.39245,NA
E977_549,0.68931,NA,NA
E119_745,0.93585,NA,NA
E667_279,0.34969,NA,NA
E355_36,NA,NA,0.04403
E83_126,0.15723,NA,NA
E441_668,NA,NA,0.83899
E529_256,0.32075,NA,NA
E702_455,NA,0.57107,NA
E735_253,NA,0.31698,NA
E369_248,NA,0.31069,NA
E512_254,NA,NA,0.31824
E636_269,0.33711,NA,NA
E120_685,NA,NA,0.86038
E831_312,0.39119,NA,NA
E724_548,NA,0.68805,NA
E616_353,NA,NA,0.44277
E749_573,NA,0.7195,NA
E74_450,NA,0.56478,NA
E571_356,NA,0.44654,NA
E906_160,NA,NA,0.2
E137_62,NA,NA,0.07673
E284_70,NA,0.08679,NA
E205_185,0.23145,NA,NA
E46_123,NA,0.15346,NA
E542_452,NA,NA,0.5673
E342_494,NA,0.62013,NA
E495_127,0.15849,NA,NA
E62_658,0.82642,NA,NA
E171_251,NA,0.31447,NA
E564_638,NA,NA,0.80126
E92_94,NA,0.11698,NA
E751_276,NA,0.34591,NA
E33_410,0.51447,NA,NA
E44_253,NA,NA,0.31698
E623_605,NA,0.75975,NA
E43_406,NA,NA,0.50943
E777_603,NA,NA,0.75723
E730_127,NA,NA,0.15849
E834_59,0.07296,NA,NA
E802_580,NA,0.7283,NA
E682_596,NA,NA,0.74843
E771_715,NA,NA,0.89811
E680_14,NA,NA,0.01635
E655_480,0.60252,NA,NA
E674_460,NA,0.57736,NA
E500_60,0.07421,NA,NA
E969_151,NA,0.18868,NA
E249_64,0.07925,NA,NA
E463_208,0.26038,NA,NA
E743_770,NA,0.9673,NA
E40_717,NA,NA,0.90063
E893_579,NA,0.72704,NA
E236_228,NA,0.28553,NA
E128_10,0.01132,NA,NA
E550_436,NA,0.54717,NA
E469_234,NA,NA,0.29308
E914_55,NA,NA,0.06792
E637_181,NA,0.22642,NA
E334_70,NA,0.08679,NA
E125_357,0.4478,NA,NA
E916_680,NA,NA,0.85409
E256_306,NA,0.38365,NA
E729_112,NA,0.13962,NA
E24_147,NA,NA,0.18365
E575_60,NA,0.07421,NA
E964_622,0.78113,NA,NA
E950_573,NA,NA,0.7195
E201_402,NA,NA,0.5044
E123_412,NA,0.51698,NA
E407_93,NA,NA,0.11572
E346_763,NA,NA,0.95849
E199_624,NA,0.78365,NA
E302_265,NA,NA,0.33208
E188_29,NA,0.03522,NA
E54_135,NA,NA,0.16855
E252_180,NA,0.22516,NA
E567_109,NA,0.13585,NA
E115_376,NA,0.4717,NA
E899_43,NA,NA,0.05283
E913_112,0.13962,NA,NA
E14_408,NA,0.51195,NA
E635_374,0.46918,NA,NA
E928_452,NA,NA,0.5673
E530_290,NA,0.36352,NA
