,cl
E429,1
E430,1
E431,1
E432,1
E433,0
E434,0
E435,1
E436,1
E437,1
E438,1
E439,0
E440,1
E441,1
E442,1
E443,0
E444,1
E445,0
E446,1
E447,1
E448,0
E449,0
E450,1
E451,0
E452,1
E453,0
E454,1
E455,1
E456,0
E457,1
E458,0
E459,0
E460,1
E461,1
E462,1
E463,0
E464,0
E465,1
E466,0
E467,0
E468,0
E469,0
E470,1
E471,1
E472,1
E473,1
E474,1
E475,1
E476,0
E477,0
E478,0
E479,1
E480,0
E481,1
E482,0
E483,1
E484,0
E485,1
E486,0
E487,1
E488,0
E489,1
E490,0
E491,0
E492,0
E493,0
E494,0
E495,1
E496,1
E497,0
E498,1
E499,1
E500,0
E501,1
E502,0
E503,1
E504,0
E505,1
E506,1
E507,1
E508,0
E509,0
E510,1
E511,1
E512,0
E513,0
E514,1
E515,1
E516,1
E517,0
E518,1
E519,1
E520,1
E521,1
E522,1
E523,1
E524,1
E525,1
E526,0
E527,1
E528,1
E529,0
E530,1
E531,1
E532,1
E533,1
E534,0
E535,0
E536,1
E537,0
E538,1
E539,0
E540,1
E541,1
E542,1
E543,0
E544,0
E545,1
E546,1
E547,1
E548,1
E549,1
E550,0
E551,0
E552,1
E553,1
E554,0
E555,1
E556,0
E557,0
E558,1
E559,0
E560,1
E561,1
E562,1
E563,1
E564,0
E565,0
E566,0
E567,1
E568,0
E569,1
E570,1
E571,1
E572,0
E573,1
E574,0
E575,1
E576,0
E577,0
E578,1
E579,0
E580,1
E581,0
E582,1
E583,0
E584,1
E585,1
E586,1
E587,1
E588,1
E589,1
E590,0
E591,1
E592,1
E593,1
E594,1
E595,0
E596,1
E597,1
E598,1
E599,0
E600,0
E601,0
E602,0
E603,0
E604,1
E605,0
E606,0
E607,0
E608,1
E609,0
E610,0
E611,0
E612,1
E613,1
E614,1
E615,1
E616,0
E617,1
E618,0
E619,0
E620,1
E621,0
E622,1
E623,1
E624,1
E625,1
E626,1
E627,1
E628,1
E629,1
E630,1
E631,0
E632,1
E633,0
E634,0
E635,1
E636,0
E637,0
E638,1
E639,0
E640,1
E641,0
E642,1
E643,1
E644,1
E645,0
E646,1
E647,0
E648,1
E649,1
E650,1
E651,1
E652,0
E653,0
E654,1
E655,0
E656,0
E657,0
E658,0
E659,0
E660,1
E661,1
E662,1
E663,1
E664,1
E665,1
E666,1
E667,1
E668,0
E669,0
E670,1
E671,1
E672,1
E673,1
E674,1
E675,0
E676,0
E677,1
E678,1
E679,0
E680,1
E681,1
E682,0
E683,1
E684,0
E685,1
E686,0
E687,1
E688,0
E689,0
E690,1
E691,1
E692,0
E693,0
E694,1
E695,1
E696,1
E697,1
E698,0
E699,0
E700,0
E701,0
E702,0
E703,1
E704,1
E705,0
E706,1
E707,0
E708,0
E709,0
E710,1
E711,0
E712,0
E713,1
E714,1
E715,1
E716,0
E717,1
E718,1
E719,0
E720,0
E721,1
E722,1
E723,1
E724,0
E725,1
E726,1
E727,0
E728,1
E729,0
E730,1
E731,1
E732,1
E733,0
E734,1
E735,0
E736,0
E737,0
E738,0
E739,0
E740,1
E741,0
E742,1
E743,0
E744,1
E745,1
E746,0
E747,1
E748,0
E749,1
E750,0
E751,0
E752,0
E753,0
E754,1
E755,1
E756,1
E757,0
E758,0
E759,1
E760,0
E761,0
E762,0
E763,1
E764,1
E765,0
E766,1
E767,1
E768,1
E769,0
E770,1
E771,0
E772,1
E773,0
E774,1
E775,1
E776,0
E777,1
E778,0
E779,0
E780,1
E781,1
E782,1
E783,1
E784,0
E785,1
E786,1
E787,1
E788,1
E789,1
E790,1
E791,1
E792,0
E793,0
E794,0
E795,1
E796,1
E797,1
E798,1
E799,1
E800,0
E801,1
E802,1
E803,1
E804,1
E805,0
E806,0
E807,1
E808,1
E809,0
E810,1
E811,0
E812,1
E813,1
E814,0
E815,0
E816,1
E817,0
E818,0
E819,1
E820,0
E821,1
E822,1
E823,1
E824,1
E825,1
E826,1
E827,1
E828,1
E829,0
E830,0
E831,0
E832,0
E833,1
E834,0
E835,1
E836,1
E837,1
E838,0
E839,1
E840,0
E841,1
E842,0
E843,0
E844,1
E845,1
E846,1
E847,1
E848,1
E849,1
E850,0
E851,0
E852,1
E853,1
E854,0
E855,1
E856,1
E857,0
E858,0
E859,0
E860,1
E861,1
E862,1
E863,1
E864,0
E865,1
E866,1
E867,0
E868,1
E869,0
E870,1
E871,1
E872,1
E873,1
E874,0
E875,1
E876,1
E877,1
E878,1
E879,1
E880,1
E881,0
E882,1
E883,1
E884,0
E885,0
E886,1
E887,0
E888,1
E889,1
E890,1
E891,0
E892,1
E893,0
E894,0
E895,1
E896,0
E897,1
E898,1
E899,1
E900,0
E901,1
E902,1
E903,1
E904,1
E905,1
E906,1
E907,0
E908,1
E909,1
E910,1
E911,1
E912,1
E913,0
E914,0
E915,1
E916,1
E917,0
E918,0
E919,0
E920,1
E921,0
E922,1
E923,0
E924,1
E925,0
E926,0
E927,0
E928,1
E929,1
E930,0
E931,1
E932,0
E933,1
E934,1
E935,0
E936,0
E937,1
E938,1
E939,1
E940,0
E941,0
E942,0
E943,1
E944,0
E945,0
E946,1
E947,0
E948,0
E949,1
E950,0
E951,1
E952,1
E953,0
E954,0
E955,1
E956,1
E957,1
E958,1
E959,0
E960,1
E961,1
E962,1
E963,0
E964,1
E965,0
E966,0
E967,0
E968,1
E969,1
E970,0
E971,1
E972,0
E973,1
E974,0
E975,1
E976,0
E977,1
E978,0
E979,1
E980,1
E981,1
E982,1
E983,1
E984,1
E985,0
E986,1
E987,0
E988,0
E989,1
E990,1
E991,0
E992,0
E993,1
E994,1
E995,0
E996,1
E997,1
E998,1
E999,1
